GRAPHEME	FROM_ROUNDEDNESS	FROM_HEIGHT	FROM_CENTRALITY	TO_ROUNDEDNESS	TO_HEIGHT	TO_CENTRALITY	ALIAS	EXTRA	NOTE
aʊ	from_unrounded	from_open	from_front	to_rounded	to_near-close	to_near-back			
aɶ	from_unrounded	from_open	from_front	to_rounded	to_open	to_front			
aɨ	from_unrounded	from_open	from_front	to_unrounded	to_close	to_central			
aø̞	from_unrounded	from_open	from_front	to_rounded	to_mid	to_front			
aɐ	from_unrounded	from_open	from_front	to_unrounded	to_nearly-open	to_central			
aœ	from_unrounded	from_open	from_front	to_rounded	to_open-mid	to_front			
aø	from_unrounded	from_open	from_front	to_rounded	to_close-mid	to_front			
aʊ̈	from_unrounded	from_open	from_front	to_rounded	to_near-close	to_central			
ai	from_unrounded	from_open	from_front	to_unrounded	to_close	to_front			
aɛ	from_unrounded	from_open	from_front	to_unrounded	to_open-mid	to_front			
aɒ	from_unrounded	from_open	from_front	to_rounded	to_open	to_back			
ao̞	from_unrounded	from_open	from_front	to_rounded	to_mid	to_back			
aʌ	from_unrounded	from_open	from_front	to_unrounded	to_open-mid	to_back			
aɪ	from_unrounded	from_open	from_front	to_unrounded	to_near-close	to_near-front			
aə	from_unrounded	from_open	from_front	to_unrounded	to_mid	to_central			
aʏ	from_unrounded	from_open	from_front	to_rounded	to_near-close	to_near-front			
aɔ	from_unrounded	from_open	from_front	to_rounded	to_open-mid	to_back			
aɵ	from_unrounded	from_open	from_front	to_rounded	to_close-mid	to_central			
aɘ	from_unrounded	from_open	from_front	to_unrounded	to_close-mid	to_central			
aɯ	from_unrounded	from_open	from_front	to_unrounded	to_close	to_back			
ae̞	from_unrounded	from_open	from_front	to_unrounded	to_mid	to_front			
o̞ɞ̞	from_rounded	from_mid	from_back	to_rounded	to_near-open	to_central			
o̞æ	from_rounded	from_mid	from_back	to_unrounded	to_nearly-open	to_front			
o̞ɞ	from_rounded	from_mid	from_back	to_rounded	to_open-mid	to_central			
o̞ɪ̈	from_rounded	from_mid	from_back	to_unrounded	to_near-close	to_central			
o̞ɤ	from_rounded	from_mid	from_back	to_unrounded	to_close-mid	to_back			
o̞ʉ	from_rounded	from_mid	from_back	to_rounded	to_close	to_central			
o̞ɑ	from_rounded	from_mid	from_back	to_unrounded	to_open	to_back			
o̞ɯ̽	from_rounded	from_mid	from_back	to_unrounded	to_near-close	to_near-back			
o̞e	from_rounded	from_mid	from_back	to_unrounded	to_close-mid	to_front			
o̞u	from_rounded	from_mid	from_back	to_rounded	to_close	to_back			
o̞o	from_rounded	from_mid	from_back	to_rounded	to_close-mid	to_back			
o̞ɜ	from_rounded	from_mid	from_back	to_unrounded	to_open-mid	to_central			
o̞ɵ̞	from_rounded	from_mid	from_back	to_rounded	to_mid	to_central			
o̞y	from_rounded	from_mid	from_back	to_rounded	to_close	to_front			
o̞ɤ̞	from_rounded	from_mid	from_back	to_unrounded	to_mid	to_back			
o̞ʊ	from_rounded	from_mid	from_back	to_rounded	to_near-close	to_near-back			
o̞ɶ	from_rounded	from_mid	from_back	to_rounded	to_open	to_front			
o̞ɨ	from_rounded	from_mid	from_back	to_unrounded	to_close	to_central			
o̞ø̞	from_rounded	from_mid	from_back	to_rounded	to_mid	to_front			
o̞ɐ	from_rounded	from_mid	from_back	to_unrounded	to_nearly-open	to_central			
o̞œ	from_rounded	from_mid	from_back	to_rounded	to_open-mid	to_front			
o̞ø	from_rounded	from_mid	from_back	to_rounded	to_close-mid	to_front			
o̞ʊ̈	from_rounded	from_mid	from_back	to_rounded	to_near-close	to_central			
o̞i	from_rounded	from_mid	from_back	to_unrounded	to_close	to_front			
o̞ɛ	from_rounded	from_mid	from_back	to_unrounded	to_open-mid	to_front			
o̞ɒ	from_rounded	from_mid	from_back	to_rounded	to_open	to_back			
o̞a	from_rounded	from_mid	from_back	to_unrounded	to_open	to_front			
o̞ʌ	from_rounded	from_mid	from_back	to_unrounded	to_open-mid	to_back			
o̞ɪ	from_rounded	from_mid	from_back	to_unrounded	to_near-close	to_near-front			
o̞ə	from_rounded	from_mid	from_back	to_unrounded	to_mid	to_central			
o̞ʏ	from_rounded	from_mid	from_back	to_rounded	to_near-close	to_near-front			
o̞ɔ	from_rounded	from_mid	from_back	to_rounded	to_open-mid	to_back			
o̞ɵ	from_rounded	from_mid	from_back	to_rounded	to_close-mid	to_central			
o̞ɘ	from_rounded	from_mid	from_back	to_unrounded	to_close-mid	to_central			
o̞ɯ	from_rounded	from_mid	from_back	to_unrounded	to_close	to_back			
o̞e̞	from_rounded	from_mid	from_back	to_unrounded	to_mid	to_front			
ʌɞ̞	from_unrounded	from_open-mid	from_back	to_rounded	to_near-open	to_central			
ʌæ	from_unrounded	from_open-mid	from_back	to_unrounded	to_nearly-open	to_front			
ʌɞ	from_unrounded	from_open-mid	from_back	to_rounded	to_open-mid	to_central			
ʌɪ̈	from_unrounded	from_open-mid	from_back	to_unrounded	to_near-close	to_central			
ʌɤ	from_unrounded	from_open-mid	from_back	to_unrounded	to_close-mid	to_back			
ʌʉ	from_unrounded	from_open-mid	from_back	to_rounded	to_close	to_central			
ʌɑ	from_unrounded	from_open-mid	from_back	to_unrounded	to_open	to_back			
ʌɯ̽	from_unrounded	from_open-mid	from_back	to_unrounded	to_near-close	to_near-back			
ʌe	from_unrounded	from_open-mid	from_back	to_unrounded	to_close-mid	to_front			
ʌu	from_unrounded	from_open-mid	from_back	to_rounded	to_close	to_back			
ʌo	from_unrounded	from_open-mid	from_back	to_rounded	to_close-mid	to_back			
ʌɜ	from_unrounded	from_open-mid	from_back	to_unrounded	to_open-mid	to_central			
ʌɵ̞	from_unrounded	from_open-mid	from_back	to_rounded	to_mid	to_central			
ʌy	from_unrounded	from_open-mid	from_back	to_rounded	to_close	to_front			
ʌɤ̞	from_unrounded	from_open-mid	from_back	to_unrounded	to_mid	to_back			
ʌʊ	from_unrounded	from_open-mid	from_back	to_rounded	to_near-close	to_near-back			
ʌɶ	from_unrounded	from_open-mid	from_back	to_rounded	to_open	to_front			
ʌɨ	from_unrounded	from_open-mid	from_back	to_unrounded	to_close	to_central			
ʌø̞	from_unrounded	from_open-mid	from_back	to_rounded	to_mid	to_front			
ʌɐ	from_unrounded	from_open-mid	from_back	to_unrounded	to_nearly-open	to_central			
ʌœ	from_unrounded	from_open-mid	from_back	to_rounded	to_open-mid	to_front			
ʌø	from_unrounded	from_open-mid	from_back	to_rounded	to_close-mid	to_front			
ʌʊ̈	from_unrounded	from_open-mid	from_back	to_rounded	to_near-close	to_central			
ʌi	from_unrounded	from_open-mid	from_back	to_unrounded	to_close	to_front			
ʌɛ	from_unrounded	from_open-mid	from_back	to_unrounded	to_open-mid	to_front			
ʌɒ	from_unrounded	from_open-mid	from_back	to_rounded	to_open	to_back			
ʌa	from_unrounded	from_open-mid	from_back	to_unrounded	to_open	to_front			
ʌo̞	from_unrounded	from_open-mid	from_back	to_rounded	to_mid	to_back			
ʌɪ	from_unrounded	from_open-mid	from_back	to_unrounded	to_near-close	to_near-front			
ʌə	from_unrounded	from_open-mid	from_back	to_unrounded	to_mid	to_central			
ʌʏ	from_unrounded	from_open-mid	from_back	to_rounded	to_near-close	to_near-front			
ʌɔ	from_unrounded	from_open-mid	from_back	to_rounded	to_open-mid	to_back			
ʌɵ	from_unrounded	from_open-mid	from_back	to_rounded	to_close-mid	to_central			
ʌɘ	from_unrounded	from_open-mid	from_back	to_unrounded	to_close-mid	to_central			
ʌɯ	from_unrounded	from_open-mid	from_back	to_unrounded	to_close	to_back			
ʌe̞	from_unrounded	from_open-mid	from_back	to_unrounded	to_mid	to_front			
ɪɞ̞	from_unrounded	from_near-close	from_near-front	to_rounded	to_near-open	to_central			
ɪæ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_nearly-open	to_front			
ɪɞ	from_unrounded	from_near-close	from_near-front	to_rounded	to_open-mid	to_central			
ɪɪ̈	from_unrounded	from_near-close	from_near-front	to_unrounded	to_near-close	to_central			
ɪɤ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_close-mid	to_back			
ɪʉ	from_unrounded	from_near-close	from_near-front	to_rounded	to_close	to_central			
ɪɑ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_open	to_back			
ɪɯ̽	from_unrounded	from_near-close	from_near-front	to_unrounded	to_near-close	to_near-back			
ɪe	from_unrounded	from_near-close	from_near-front	to_unrounded	to_close-mid	to_front			
ɪu	from_unrounded	from_near-close	from_near-front	to_rounded	to_close	to_back			
ɪo	from_unrounded	from_near-close	from_near-front	to_rounded	to_close-mid	to_back			
ɪɜ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_open-mid	to_central			
ɪɵ̞	from_unrounded	from_near-close	from_near-front	to_rounded	to_mid	to_central			
ɪy	from_unrounded	from_near-close	from_near-front	to_rounded	to_close	to_front			
ɪɤ̞	from_unrounded	from_near-close	from_near-front	to_unrounded	to_mid	to_back			
ɪʊ	from_unrounded	from_near-close	from_near-front	to_rounded	to_near-close	to_near-back			
ɪɶ	from_unrounded	from_near-close	from_near-front	to_rounded	to_open	to_front			
ɪɨ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_close	to_central			
ɪø̞	from_unrounded	from_near-close	from_near-front	to_rounded	to_mid	to_front			
ɪɐ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_nearly-open	to_central			
ɪœ	from_unrounded	from_near-close	from_near-front	to_rounded	to_open-mid	to_front			
ɪø	from_unrounded	from_near-close	from_near-front	to_rounded	to_close-mid	to_front			
ɪʊ̈	from_unrounded	from_near-close	from_near-front	to_rounded	to_near-close	to_central			
ɪi	from_unrounded	from_near-close	from_near-front	to_unrounded	to_close	to_front			
ɪɛ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_open-mid	to_front			
ɪɒ	from_unrounded	from_near-close	from_near-front	to_rounded	to_open	to_back			
ɪa	from_unrounded	from_near-close	from_near-front	to_unrounded	to_open	to_front			
ɪo̞	from_unrounded	from_near-close	from_near-front	to_rounded	to_mid	to_back			
ɪʌ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_open-mid	to_back			
ɪə	from_unrounded	from_near-close	from_near-front	to_unrounded	to_mid	to_central			
ɪʏ	from_unrounded	from_near-close	from_near-front	to_rounded	to_near-close	to_near-front			
ɪɔ	from_unrounded	from_near-close	from_near-front	to_rounded	to_open-mid	to_back			
ɪɵ	from_unrounded	from_near-close	from_near-front	to_rounded	to_close-mid	to_central			
ɪɘ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_close-mid	to_central			
ɪɯ	from_unrounded	from_near-close	from_near-front	to_unrounded	to_close	to_back			
ɪe̞	from_unrounded	from_near-close	from_near-front	to_unrounded	to_mid	to_front			
əɞ̞	from_unrounded	from_mid	from_central	to_rounded	to_near-open	to_central			
əæ	from_unrounded	from_mid	from_central	to_unrounded	to_nearly-open	to_front			
əɞ	from_unrounded	from_mid	from_central	to_rounded	to_open-mid	to_central			
əɪ̈	from_unrounded	from_mid	from_central	to_unrounded	to_near-close	to_central			
əɤ	from_unrounded	from_mid	from_central	to_unrounded	to_close-mid	to_back			
əʉ	from_unrounded	from_mid	from_central	to_rounded	to_close	to_central			
əɑ	from_unrounded	from_mid	from_central	to_unrounded	to_open	to_back			
əɯ̽	from_unrounded	from_mid	from_central	to_unrounded	to_near-close	to_near-back			
əe	from_unrounded	from_mid	from_central	to_unrounded	to_close-mid	to_front			
əu	from_unrounded	from_mid	from_central	to_rounded	to_close	to_back			
əo	from_unrounded	from_mid	from_central	to_rounded	to_close-mid	to_back			
əɜ	from_unrounded	from_mid	from_central	to_unrounded	to_open-mid	to_central			
əɵ̞	from_unrounded	from_mid	from_central	to_rounded	to_mid	to_central			
əy	from_unrounded	from_mid	from_central	to_rounded	to_close	to_front			
əɤ̞	from_unrounded	from_mid	from_central	to_unrounded	to_mid	to_back			
əʊ	from_unrounded	from_mid	from_central	to_rounded	to_near-close	to_near-back			
əɶ	from_unrounded	from_mid	from_central	to_rounded	to_open	to_front			
əɨ	from_unrounded	from_mid	from_central	to_unrounded	to_close	to_central			
əø̞	from_unrounded	from_mid	from_central	to_rounded	to_mid	to_front			
əɐ	from_unrounded	from_mid	from_central	to_unrounded	to_nearly-open	to_central			
əœ	from_unrounded	from_mid	from_central	to_rounded	to_open-mid	to_front			
əø	from_unrounded	from_mid	from_central	to_rounded	to_close-mid	to_front			
əʊ̈	from_unrounded	from_mid	from_central	to_rounded	to_near-close	to_central			
əi	from_unrounded	from_mid	from_central	to_unrounded	to_close	to_front			
əɛ	from_unrounded	from_mid	from_central	to_unrounded	to_open-mid	to_front			
əɒ	from_unrounded	from_mid	from_central	to_rounded	to_open	to_back			
əa	from_unrounded	from_mid	from_central	to_unrounded	to_open	to_front			
əo̞	from_unrounded	from_mid	from_central	to_rounded	to_mid	to_back			
əʌ	from_unrounded	from_mid	from_central	to_unrounded	to_open-mid	to_back			
əɪ	from_unrounded	from_mid	from_central	to_unrounded	to_near-close	to_near-front			
əʏ	from_unrounded	from_mid	from_central	to_rounded	to_near-close	to_near-front			
əɔ	from_unrounded	from_mid	from_central	to_rounded	to_open-mid	to_back			
əɵ	from_unrounded	from_mid	from_central	to_rounded	to_close-mid	to_central			
əɘ	from_unrounded	from_mid	from_central	to_unrounded	to_close-mid	to_central			
əɯ	from_unrounded	from_mid	from_central	to_unrounded	to_close	to_back			
əe̞	from_unrounded	from_mid	from_central	to_unrounded	to_mid	to_front			
ʏɞ̞	from_rounded	from_near-close	from_near-front	to_rounded	to_near-open	to_central			
ʏæ	from_rounded	from_near-close	from_near-front	to_unrounded	to_nearly-open	to_front			
ʏɞ	from_rounded	from_near-close	from_near-front	to_rounded	to_open-mid	to_central			
ʏɪ̈	from_rounded	from_near-close	from_near-front	to_unrounded	to_near-close	to_central			
ʏɤ	from_rounded	from_near-close	from_near-front	to_unrounded	to_close-mid	to_back			
ʏʉ	from_rounded	from_near-close	from_near-front	to_rounded	to_close	to_central			
ʏɑ	from_rounded	from_near-close	from_near-front	to_unrounded	to_open	to_back			
ʏɯ̽	from_rounded	from_near-close	from_near-front	to_unrounded	to_near-close	to_near-back			
ʏe	from_rounded	from_near-close	from_near-front	to_unrounded	to_close-mid	to_front			
ʏu	from_rounded	from_near-close	from_near-front	to_rounded	to_close	to_back			
ʏo	from_rounded	from_near-close	from_near-front	to_rounded	to_close-mid	to_back			
ʏɜ	from_rounded	from_near-close	from_near-front	to_unrounded	to_open-mid	to_central			
ʏɵ̞	from_rounded	from_near-close	from_near-front	to_rounded	to_mid	to_central			
ʏy	from_rounded	from_near-close	from_near-front	to_rounded	to_close	to_front			
ʏɤ̞	from_rounded	from_near-close	from_near-front	to_unrounded	to_mid	to_back			
ʏʊ	from_rounded	from_near-close	from_near-front	to_rounded	to_near-close	to_near-back			
ʏɶ	from_rounded	from_near-close	from_near-front	to_rounded	to_open	to_front			
ʏɨ	from_rounded	from_near-close	from_near-front	to_unrounded	to_close	to_central			
ʏø̞	from_rounded	from_near-close	from_near-front	to_rounded	to_mid	to_front			
ʏɐ	from_rounded	from_near-close	from_near-front	to_unrounded	to_nearly-open	to_central			
ʏœ	from_rounded	from_near-close	from_near-front	to_rounded	to_open-mid	to_front			
ʏø	from_rounded	from_near-close	from_near-front	to_rounded	to_close-mid	to_front			
ʏʊ̈	from_rounded	from_near-close	from_near-front	to_rounded	to_near-close	to_central			
ʏi	from_rounded	from_near-close	from_near-front	to_unrounded	to_close	to_front			
ʏɛ	from_rounded	from_near-close	from_near-front	to_unrounded	to_open-mid	to_front			
ʏɒ	from_rounded	from_near-close	from_near-front	to_rounded	to_open	to_back			
ʏa	from_rounded	from_near-close	from_near-front	to_unrounded	to_open	to_front			
ʏo̞	from_rounded	from_near-close	from_near-front	to_rounded	to_mid	to_back			
ʏʌ	from_rounded	from_near-close	from_near-front	to_unrounded	to_open-mid	to_back			
ʏɪ	from_rounded	from_near-close	from_near-front	to_unrounded	to_near-close	to_near-front			
ʏə	from_rounded	from_near-close	from_near-front	to_unrounded	to_mid	to_central			
ʏɔ	from_rounded	from_near-close	from_near-front	to_rounded	to_open-mid	to_back			
ʏɵ	from_rounded	from_near-close	from_near-front	to_rounded	to_close-mid	to_central			
ʏɘ	from_rounded	from_near-close	from_near-front	to_unrounded	to_close-mid	to_central			
ʏɯ	from_rounded	from_near-close	from_near-front	to_unrounded	to_close	to_back			
ʏe̞	from_rounded	from_near-close	from_near-front	to_unrounded	to_mid	to_front			
ɔɞ̞	from_rounded	from_open-mid	from_back	to_rounded	to_near-open	to_central			
ɔæ	from_rounded	from_open-mid	from_back	to_unrounded	to_nearly-open	to_front			
ɔɞ	from_rounded	from_open-mid	from_back	to_rounded	to_open-mid	to_central			
ɔɪ̈	from_rounded	from_open-mid	from_back	to_unrounded	to_near-close	to_central			
ɔɤ	from_rounded	from_open-mid	from_back	to_unrounded	to_close-mid	to_back			
ɔʉ	from_rounded	from_open-mid	from_back	to_rounded	to_close	to_central			
ɔɑ	from_rounded	from_open-mid	from_back	to_unrounded	to_open	to_back			
ɔɯ̽	from_rounded	from_open-mid	from_back	to_unrounded	to_near-close	to_near-back			
ɔe	from_rounded	from_open-mid	from_back	to_unrounded	to_close-mid	to_front			
ɔu	from_rounded	from_open-mid	from_back	to_rounded	to_close	to_back			
ɔo	from_rounded	from_open-mid	from_back	to_rounded	to_close-mid	to_back			
ɔɜ	from_rounded	from_open-mid	from_back	to_unrounded	to_open-mid	to_central			
ɔɵ̞	from_rounded	from_open-mid	from_back	to_rounded	to_mid	to_central			
ɔy	from_rounded	from_open-mid	from_back	to_rounded	to_close	to_front			
ɔɤ̞	from_rounded	from_open-mid	from_back	to_unrounded	to_mid	to_back			
ɔʊ	from_rounded	from_open-mid	from_back	to_rounded	to_near-close	to_near-back			
ɔɶ	from_rounded	from_open-mid	from_back	to_rounded	to_open	to_front			
ɔɨ	from_rounded	from_open-mid	from_back	to_unrounded	to_close	to_central			
ɔø̞	from_rounded	from_open-mid	from_back	to_rounded	to_mid	to_front			
ɔɐ	from_rounded	from_open-mid	from_back	to_unrounded	to_nearly-open	to_central			
ɔœ	from_rounded	from_open-mid	from_back	to_rounded	to_open-mid	to_front			
ɔø	from_rounded	from_open-mid	from_back	to_rounded	to_close-mid	to_front			
ɔʊ̈	from_rounded	from_open-mid	from_back	to_rounded	to_near-close	to_central			
ɔi	from_rounded	from_open-mid	from_back	to_unrounded	to_close	to_front			
ɔɛ	from_rounded	from_open-mid	from_back	to_unrounded	to_open-mid	to_front			
ɔɒ	from_rounded	from_open-mid	from_back	to_rounded	to_open	to_back			
ɔa	from_rounded	from_open-mid	from_back	to_unrounded	to_open	to_front			
ɔo̞	from_rounded	from_open-mid	from_back	to_rounded	to_mid	to_back			
ɔʌ	from_rounded	from_open-mid	from_back	to_unrounded	to_open-mid	to_back			
ɔɪ	from_rounded	from_open-mid	from_back	to_unrounded	to_near-close	to_near-front			
ɔə	from_rounded	from_open-mid	from_back	to_unrounded	to_mid	to_central			
ɔʏ	from_rounded	from_open-mid	from_back	to_rounded	to_near-close	to_near-front			
ɔɵ	from_rounded	from_open-mid	from_back	to_rounded	to_close-mid	to_central			
ɔɘ	from_rounded	from_open-mid	from_back	to_unrounded	to_close-mid	to_central			
ɔɯ	from_rounded	from_open-mid	from_back	to_unrounded	to_close	to_back			
ɔe̞	from_rounded	from_open-mid	from_back	to_unrounded	to_mid	to_front			
ɵɞ̞	from_rounded	from_close-mid	from_central	to_rounded	to_near-open	to_central			
ɵæ	from_rounded	from_close-mid	from_central	to_unrounded	to_nearly-open	to_front			
ɵɞ	from_rounded	from_close-mid	from_central	to_rounded	to_open-mid	to_central			
ɵɪ̈	from_rounded	from_close-mid	from_central	to_unrounded	to_near-close	to_central			
ɵɤ	from_rounded	from_close-mid	from_central	to_unrounded	to_close-mid	to_back			
ɵʉ	from_rounded	from_close-mid	from_central	to_rounded	to_close	to_central			
ɵɑ	from_rounded	from_close-mid	from_central	to_unrounded	to_open	to_back			
ɵɯ̽	from_rounded	from_close-mid	from_central	to_unrounded	to_near-close	to_near-back			
ɵe	from_rounded	from_close-mid	from_central	to_unrounded	to_close-mid	to_front			
ɵu	from_rounded	from_close-mid	from_central	to_rounded	to_close	to_back			
ɵo	from_rounded	from_close-mid	from_central	to_rounded	to_close-mid	to_back			
ɵɜ	from_rounded	from_close-mid	from_central	to_unrounded	to_open-mid	to_central			
ɵɵ̞	from_rounded	from_close-mid	from_central	to_rounded	to_mid	to_central			
ɵy	from_rounded	from_close-mid	from_central	to_rounded	to_close	to_front			
ɵɤ̞	from_rounded	from_close-mid	from_central	to_unrounded	to_mid	to_back			
ɵʊ	from_rounded	from_close-mid	from_central	to_rounded	to_near-close	to_near-back			
ɵɶ	from_rounded	from_close-mid	from_central	to_rounded	to_open	to_front			
ɵɨ	from_rounded	from_close-mid	from_central	to_unrounded	to_close	to_central			
ɵø̞	from_rounded	from_close-mid	from_central	to_rounded	to_mid	to_front			
ɵɐ	from_rounded	from_close-mid	from_central	to_unrounded	to_nearly-open	to_central			
ɵœ	from_rounded	from_close-mid	from_central	to_rounded	to_open-mid	to_front			
ɵø	from_rounded	from_close-mid	from_central	to_rounded	to_close-mid	to_front			
ɵʊ̈	from_rounded	from_close-mid	from_central	to_rounded	to_near-close	to_central			
ɵi	from_rounded	from_close-mid	from_central	to_unrounded	to_close	to_front			
ɵɛ	from_rounded	from_close-mid	from_central	to_unrounded	to_open-mid	to_front			
ɵɒ	from_rounded	from_close-mid	from_central	to_rounded	to_open	to_back			
ɵa	from_rounded	from_close-mid	from_central	to_unrounded	to_open	to_front			
ɵo̞	from_rounded	from_close-mid	from_central	to_rounded	to_mid	to_back			
ɵʌ	from_rounded	from_close-mid	from_central	to_unrounded	to_open-mid	to_back			
ɵɪ	from_rounded	from_close-mid	from_central	to_unrounded	to_near-close	to_near-front			
ɵə	from_rounded	from_close-mid	from_central	to_unrounded	to_mid	to_central			
ɵʏ	from_rounded	from_close-mid	from_central	to_rounded	to_near-close	to_near-front			
ɵɔ	from_rounded	from_close-mid	from_central	to_rounded	to_open-mid	to_back			
ɵɘ	from_rounded	from_close-mid	from_central	to_unrounded	to_close-mid	to_central			
ɵɯ	from_rounded	from_close-mid	from_central	to_unrounded	to_close	to_back			
ɵe̞	from_rounded	from_close-mid	from_central	to_unrounded	to_mid	to_front			
ɘɞ̞	from_unrounded	from_close-mid	from_central	to_rounded	to_near-open	to_central			
ɘæ	from_unrounded	from_close-mid	from_central	to_unrounded	to_nearly-open	to_front			
ɘɞ	from_unrounded	from_close-mid	from_central	to_rounded	to_open-mid	to_central			
ɘɪ̈	from_unrounded	from_close-mid	from_central	to_unrounded	to_near-close	to_central			
ɘɤ	from_unrounded	from_close-mid	from_central	to_unrounded	to_close-mid	to_back			
ɘʉ	from_unrounded	from_close-mid	from_central	to_rounded	to_close	to_central			
ɘɑ	from_unrounded	from_close-mid	from_central	to_unrounded	to_open	to_back			
ɘɯ̽	from_unrounded	from_close-mid	from_central	to_unrounded	to_near-close	to_near-back			
ɘe	from_unrounded	from_close-mid	from_central	to_unrounded	to_close-mid	to_front			
ɘu	from_unrounded	from_close-mid	from_central	to_rounded	to_close	to_back			
ɘo	from_unrounded	from_close-mid	from_central	to_rounded	to_close-mid	to_back			
ɘɜ	from_unrounded	from_close-mid	from_central	to_unrounded	to_open-mid	to_central			
ɘɵ̞	from_unrounded	from_close-mid	from_central	to_rounded	to_mid	to_central			
ɘy	from_unrounded	from_close-mid	from_central	to_rounded	to_close	to_front			
ɘɤ̞	from_unrounded	from_close-mid	from_central	to_unrounded	to_mid	to_back			
ɘʊ	from_unrounded	from_close-mid	from_central	to_rounded	to_near-close	to_near-back			
ɘɶ	from_unrounded	from_close-mid	from_central	to_rounded	to_open	to_front			
ɘɨ	from_unrounded	from_close-mid	from_central	to_unrounded	to_close	to_central			
ɘø̞	from_unrounded	from_close-mid	from_central	to_rounded	to_mid	to_front			
ɘɐ	from_unrounded	from_close-mid	from_central	to_unrounded	to_nearly-open	to_central			
ɘœ	from_unrounded	from_close-mid	from_central	to_rounded	to_open-mid	to_front			
ɘø	from_unrounded	from_close-mid	from_central	to_rounded	to_close-mid	to_front			
ɘʊ̈	from_unrounded	from_close-mid	from_central	to_rounded	to_near-close	to_central			
ɘi	from_unrounded	from_close-mid	from_central	to_unrounded	to_close	to_front			
ɘɛ	from_unrounded	from_close-mid	from_central	to_unrounded	to_open-mid	to_front			
ɘɒ	from_unrounded	from_close-mid	from_central	to_rounded	to_open	to_back			
ɘa	from_unrounded	from_close-mid	from_central	to_unrounded	to_open	to_front			
ɘo̞	from_unrounded	from_close-mid	from_central	to_rounded	to_mid	to_back			
ɘʌ	from_unrounded	from_close-mid	from_central	to_unrounded	to_open-mid	to_back			
ɘɪ	from_unrounded	from_close-mid	from_central	to_unrounded	to_near-close	to_near-front			
ɘə	from_unrounded	from_close-mid	from_central	to_unrounded	to_mid	to_central			
ɘʏ	from_unrounded	from_close-mid	from_central	to_rounded	to_near-close	to_near-front			
ɘɔ	from_unrounded	from_close-mid	from_central	to_rounded	to_open-mid	to_back			
ɘɵ	from_unrounded	from_close-mid	from_central	to_rounded	to_close-mid	to_central			
ɘɯ	from_unrounded	from_close-mid	from_central	to_unrounded	to_close	to_back			
ɘe̞	from_unrounded	from_close-mid	from_central	to_unrounded	to_mid	to_front			
ɯɞ̞	from_unrounded	from_close	from_back	to_rounded	to_near-open	to_central			
ɯæ	from_unrounded	from_close	from_back	to_unrounded	to_nearly-open	to_front			
ɯɞ	from_unrounded	from_close	from_back	to_rounded	to_open-mid	to_central			
ɯɪ̈	from_unrounded	from_close	from_back	to_unrounded	to_near-close	to_central			
ɯɤ	from_unrounded	from_close	from_back	to_unrounded	to_close-mid	to_back			
ɯʉ	from_unrounded	from_close	from_back	to_rounded	to_close	to_central			
ɯɑ	from_unrounded	from_close	from_back	to_unrounded	to_open	to_back			
ɯɯ̽	from_unrounded	from_close	from_back	to_unrounded	to_near-close	to_near-back			
ɯe	from_unrounded	from_close	from_back	to_unrounded	to_close-mid	to_front			
ɯu	from_unrounded	from_close	from_back	to_rounded	to_close	to_back			
ɯo	from_unrounded	from_close	from_back	to_rounded	to_close-mid	to_back			
ɯɜ	from_unrounded	from_close	from_back	to_unrounded	to_open-mid	to_central			
ɯɵ̞	from_unrounded	from_close	from_back	to_rounded	to_mid	to_central			
ɯy	from_unrounded	from_close	from_back	to_rounded	to_close	to_front			
ɯɤ̞	from_unrounded	from_close	from_back	to_unrounded	to_mid	to_back			
ɯʊ	from_unrounded	from_close	from_back	to_rounded	to_near-close	to_near-back			
ɯɶ	from_unrounded	from_close	from_back	to_rounded	to_open	to_front			
ɯɨ	from_unrounded	from_close	from_back	to_unrounded	to_close	to_central			
ɯø̞	from_unrounded	from_close	from_back	to_rounded	to_mid	to_front			
ɯɐ	from_unrounded	from_close	from_back	to_unrounded	to_nearly-open	to_central			
ɯœ	from_unrounded	from_close	from_back	to_rounded	to_open-mid	to_front			
ɯø	from_unrounded	from_close	from_back	to_rounded	to_close-mid	to_front			
ɯʊ̈	from_unrounded	from_close	from_back	to_rounded	to_near-close	to_central			
ɯi	from_unrounded	from_close	from_back	to_unrounded	to_close	to_front			
ɯɛ	from_unrounded	from_close	from_back	to_unrounded	to_open-mid	to_front			
ɯɒ	from_unrounded	from_close	from_back	to_rounded	to_open	to_back			
ɯa	from_unrounded	from_close	from_back	to_unrounded	to_open	to_front			
ɯo̞	from_unrounded	from_close	from_back	to_rounded	to_mid	to_back			
ɯʌ	from_unrounded	from_close	from_back	to_unrounded	to_open-mid	to_back			
ɯɪ	from_unrounded	from_close	from_back	to_unrounded	to_near-close	to_near-front			
