GRAPHEME	FROM_PHONATION	FROM_PLACE	FROM_MANNER	TO_PHONATION	TO_PLACE	TO_MANNER	ALIAS	EXTRA	NOTE
t̪ɢ	from_voiceless	from_dental	from_plosive	to_voiced	to_uvular	to_plosive			
t̪ʄ	from_voiceless	from_dental	from_plosive	to_voiced	to_palatal	to_implosive			
t̪ʈ	from_voiceless	from_dental	from_plosive	to_voiceless	to_retroflex	to_plosive			
t̪ʔ	from_voiceless	from_dental	from_plosive	to_voiceless	to_glottal	to_plosive			
t̪ʛ	from_voiceless	from_dental	from_plosive	to_voiced	to_uvular	to_implosive			
t̪ʛ̥	from_voiceless	from_dental	from_plosive	to_voiceless	to_uvular	to_implosive			
t̪ʡ	from_voiceless	from_dental	from_plosive	to_voiceless	to_epiglottal	to_plosive			
t̻b	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_bilabial	to_plosive			
t̻b̤	from_voiceless	from_lamino-dental	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
t̻b̥	from_voiceless	from_lamino-dental	from_plosive	to_devoiced	to_bilabial	to_plosive			
t̻c	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_palatal	to_plosive			
t̻cʼ	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
t̻d	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_alveolar	to_plosive			
t̻d̠	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_postalveolar	to_plosive			
t̻d̤	from_voiceless	from_lamino-dental	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
t̻d̪	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_dental	to_plosive			
t̻d̪̈	from_voiceless	from_lamino-dental	from_plosive	to_breathy-voiced	to_dental	to_plosive			
t̻d̰	from_voiceless	from_lamino-dental	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
t̻d̻	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_lamino-dental	to_plosive			
t̻g	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_velar	to_plosive			
t̻g̈	from_voiceless	from_lamino-dental	from_plosive	to_breathy-voiced	to_velar	to_plosive			
t̻g̊	from_voiceless	from_lamino-dental	from_plosive	to_devoiced	to_velar	to_plosive			
t̻k	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_velar	to_plosive			
t̻kʼ	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
t̻p	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_bilabial	to_plosive			
t̻pʼ	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
t̻q	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_uvular	to_plosive			
t̻qʼ	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
t̻t	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_alveolar	to_plosive			
t̻tʼ	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
t̻t̠	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_postalveolar	to_plosive			
t̻t̪	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_dental	to_plosive			
t̻ɓ	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_bilabial	to_implosive			
t̻ɖ	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_retroflex	to_plosive			
t̻ɖ̤	from_voiceless	from_lamino-dental	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
t̻ɗ	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_dental	to_implosive			
t̻ɟ	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_palatal	to_plosive			
t̻ɠ	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_velar	to_implosive			
t̻ɢ	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_uvular	to_plosive			
t̻ʄ	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_palatal	to_implosive			
t̻ʈ	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_retroflex	to_plosive			
t̻ʔ	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_glottal	to_plosive			
t̻ʛ	from_voiceless	from_lamino-dental	from_plosive	to_voiced	to_uvular	to_implosive			
t̻ʛ̥	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_uvular	to_implosive			
t̻ʡ	from_voiceless	from_lamino-dental	from_plosive	to_voiceless	to_epiglottal	to_plosive			
ɓb	from_voiced	from_bilabial	from_implosive	to_voiced	to_bilabial	to_plosive			
ɓb̤	from_voiced	from_bilabial	from_implosive	to_breathy-voiced	to_bilabial	to_plosive			
ɓb̥	from_voiced	from_bilabial	from_implosive	to_devoiced	to_bilabial	to_plosive			
ɓc	from_voiced	from_bilabial	from_implosive	to_voiceless	to_palatal	to_plosive			
ɓcʼ	from_voiced	from_bilabial	from_implosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ɓd	from_voiced	from_bilabial	from_implosive	to_voiced	to_alveolar	to_plosive			
ɓd̠	from_voiced	from_bilabial	from_implosive	to_voiced	to_postalveolar	to_plosive			
ɓd̤	from_voiced	from_bilabial	from_implosive	to_breathy-voiced	to_alveolar	to_plosive			
ɓd̪	from_voiced	from_bilabial	from_implosive	to_voiced	to_dental	to_plosive			
ɓd̪̈	from_voiced	from_bilabial	from_implosive	to_breathy-voiced	to_dental	to_plosive			
ɓd̰	from_voiced	from_bilabial	from_implosive	to_creaky-voiced	to_alveolar	to_plosive			
ɓd̻	from_voiced	from_bilabial	from_implosive	to_voiced	to_lamino-dental	to_plosive			
ɓg	from_voiced	from_bilabial	from_implosive	to_voiced	to_velar	to_plosive			
ɓg̈	from_voiced	from_bilabial	from_implosive	to_breathy-voiced	to_velar	to_plosive			
ɓg̊	from_voiced	from_bilabial	from_implosive	to_devoiced	to_velar	to_plosive			
ɓk	from_voiced	from_bilabial	from_implosive	to_voiceless	to_velar	to_plosive			
ɓkʼ	from_voiced	from_bilabial	from_implosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ɓp	from_voiced	from_bilabial	from_implosive	to_voiceless	to_bilabial	to_plosive			
ɓpʼ	from_voiced	from_bilabial	from_implosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ɓq	from_voiced	from_bilabial	from_implosive	to_voiceless	to_uvular	to_plosive			
ɓqʼ	from_voiced	from_bilabial	from_implosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ɓt	from_voiced	from_bilabial	from_implosive	to_voiceless	to_alveolar	to_plosive			
ɓtʼ	from_voiced	from_bilabial	from_implosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ɓt̠	from_voiced	from_bilabial	from_implosive	to_voiceless	to_postalveolar	to_plosive			
ɓt̪	from_voiced	from_bilabial	from_implosive	to_voiceless	to_dental	to_plosive			
ɓt̻	from_voiced	from_bilabial	from_implosive	to_voiceless	to_lamino-dental	to_plosive			
ɓɖ	from_voiced	from_bilabial	from_implosive	to_voiced	to_retroflex	to_plosive			
ɓɖ̤	from_voiced	from_bilabial	from_implosive	to_breathy-voiced	to_retroflex	to_plosive			
ɓɗ	from_voiced	from_bilabial	from_implosive	to_voiced	to_dental	to_implosive			
ɓɟ	from_voiced	from_bilabial	from_implosive	to_voiced	to_palatal	to_plosive			
ɓɠ	from_voiced	from_bilabial	from_implosive	to_voiced	to_velar	to_implosive			
ɓɢ	from_voiced	from_bilabial	from_implosive	to_voiced	to_uvular	to_plosive			
ɓʄ	from_voiced	from_bilabial	from_implosive	to_voiced	to_palatal	to_implosive			
ɓʈ	from_voiced	from_bilabial	from_implosive	to_voiceless	to_retroflex	to_plosive			
ɓʔ	from_voiced	from_bilabial	from_implosive	to_voiceless	to_glottal	to_plosive			
ɓʛ	from_voiced	from_bilabial	from_implosive	to_voiced	to_uvular	to_implosive			
ɓʛ̥	from_voiced	from_bilabial	from_implosive	to_voiceless	to_uvular	to_implosive			
ɓʡ	from_voiced	from_bilabial	from_implosive	to_voiceless	to_epiglottal	to_plosive			
ɖb	from_voiced	from_retroflex	from_plosive	to_voiced	to_bilabial	to_plosive			
ɖb̤	from_voiced	from_retroflex	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
ɖb̥	from_voiced	from_retroflex	from_plosive	to_devoiced	to_bilabial	to_plosive			
ɖc	from_voiced	from_retroflex	from_plosive	to_voiceless	to_palatal	to_plosive			
ɖcʼ	from_voiced	from_retroflex	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ɖd	from_voiced	from_retroflex	from_plosive	to_voiced	to_alveolar	to_plosive			
ɖd̠	from_voiced	from_retroflex	from_plosive	to_voiced	to_postalveolar	to_plosive			
ɖd̤	from_voiced	from_retroflex	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
ɖd̪	from_voiced	from_retroflex	from_plosive	to_voiced	to_dental	to_plosive			
ɖd̪̈	from_voiced	from_retroflex	from_plosive	to_breathy-voiced	to_dental	to_plosive			
ɖd̰	from_voiced	from_retroflex	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
ɖd̻	from_voiced	from_retroflex	from_plosive	to_voiced	to_lamino-dental	to_plosive			
ɖg	from_voiced	from_retroflex	from_plosive	to_voiced	to_velar	to_plosive			
ɖg̈	from_voiced	from_retroflex	from_plosive	to_breathy-voiced	to_velar	to_plosive			
ɖg̊	from_voiced	from_retroflex	from_plosive	to_devoiced	to_velar	to_plosive			
ɖk	from_voiced	from_retroflex	from_plosive	to_voiceless	to_velar	to_plosive			
ɖkʼ	from_voiced	from_retroflex	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ɖp	from_voiced	from_retroflex	from_plosive	to_voiceless	to_bilabial	to_plosive			
ɖpʼ	from_voiced	from_retroflex	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ɖq	from_voiced	from_retroflex	from_plosive	to_voiceless	to_uvular	to_plosive			
ɖqʼ	from_voiced	from_retroflex	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ɖt	from_voiced	from_retroflex	from_plosive	to_voiceless	to_alveolar	to_plosive			
ɖtʼ	from_voiced	from_retroflex	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ɖt̠	from_voiced	from_retroflex	from_plosive	to_voiceless	to_postalveolar	to_plosive			
ɖt̪	from_voiced	from_retroflex	from_plosive	to_voiceless	to_dental	to_plosive			
ɖt̻	from_voiced	from_retroflex	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
ɖɓ	from_voiced	from_retroflex	from_plosive	to_voiced	to_bilabial	to_implosive			
ɖɖ̤	from_voiced	from_retroflex	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
ɖɗ	from_voiced	from_retroflex	from_plosive	to_voiced	to_dental	to_implosive			
ɖɟ	from_voiced	from_retroflex	from_plosive	to_voiced	to_palatal	to_plosive			
ɖɠ	from_voiced	from_retroflex	from_plosive	to_voiced	to_velar	to_implosive			
ɖɢ	from_voiced	from_retroflex	from_plosive	to_voiced	to_uvular	to_plosive			
ɖʄ	from_voiced	from_retroflex	from_plosive	to_voiced	to_palatal	to_implosive			
ɖʈ	from_voiced	from_retroflex	from_plosive	to_voiceless	to_retroflex	to_plosive			
ɖʔ	from_voiced	from_retroflex	from_plosive	to_voiceless	to_glottal	to_plosive			
ɖʛ	from_voiced	from_retroflex	from_plosive	to_voiced	to_uvular	to_implosive			
ɖʛ̥	from_voiced	from_retroflex	from_plosive	to_voiceless	to_uvular	to_implosive			
ɖʡ	from_voiced	from_retroflex	from_plosive	to_voiceless	to_epiglottal	to_plosive			
ɖ̤b	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_bilabial	to_plosive			
ɖ̤b̤	from_breathy-voiced	from_retroflex	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
ɖ̤b̥	from_breathy-voiced	from_retroflex	from_plosive	to_devoiced	to_bilabial	to_plosive			
ɖ̤c	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_palatal	to_plosive			
ɖ̤cʼ	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ɖ̤d	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_alveolar	to_plosive			
ɖ̤d̠	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_postalveolar	to_plosive			
ɖ̤d̤	from_breathy-voiced	from_retroflex	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
ɖ̤d̪	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_dental	to_plosive			
ɖ̤d̪̈	from_breathy-voiced	from_retroflex	from_plosive	to_breathy-voiced	to_dental	to_plosive			
ɖ̤d̰	from_breathy-voiced	from_retroflex	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
ɖ̤d̻	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_lamino-dental	to_plosive			
ɖ̤g	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_velar	to_plosive			
ɖ̤g̈	from_breathy-voiced	from_retroflex	from_plosive	to_breathy-voiced	to_velar	to_plosive			
ɖ̤g̊	from_breathy-voiced	from_retroflex	from_plosive	to_devoiced	to_velar	to_plosive			
ɖ̤k	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_velar	to_plosive			
ɖ̤kʼ	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ɖ̤p	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_bilabial	to_plosive			
ɖ̤pʼ	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ɖ̤q	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_uvular	to_plosive			
ɖ̤qʼ	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ɖ̤t	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_alveolar	to_plosive			
ɖ̤tʼ	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ɖ̤t̠	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_postalveolar	to_plosive			
ɖ̤t̪	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_dental	to_plosive			
ɖ̤t̻	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
ɖ̤ɓ	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_bilabial	to_implosive			
ɖ̤ɖ	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_retroflex	to_plosive			
ɖ̤ɗ	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_dental	to_implosive			
ɖ̤ɟ	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_palatal	to_plosive			
ɖ̤ɠ	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_velar	to_implosive			
ɖ̤ɢ	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_uvular	to_plosive			
ɖ̤ʄ	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_palatal	to_implosive			
ɖ̤ʈ	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_retroflex	to_plosive			
ɖ̤ʔ	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_glottal	to_plosive			
ɖ̤ʛ	from_breathy-voiced	from_retroflex	from_plosive	to_voiced	to_uvular	to_implosive			
ɖ̤ʛ̥	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_uvular	to_implosive			
ɖ̤ʡ	from_breathy-voiced	from_retroflex	from_plosive	to_voiceless	to_epiglottal	to_plosive			
ɗb	from_voiced	from_dental	from_implosive	to_voiced	to_bilabial	to_plosive			
ɗb̤	from_voiced	from_dental	from_implosive	to_breathy-voiced	to_bilabial	to_plosive			
ɗb̥	from_voiced	from_dental	from_implosive	to_devoiced	to_bilabial	to_plosive			
ɗc	from_voiced	from_dental	from_implosive	to_voiceless	to_palatal	to_plosive			
ɗcʼ	from_voiced	from_dental	from_implosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ɗd	from_voiced	from_dental	from_implosive	to_voiced	to_alveolar	to_plosive			
ɗd̠	from_voiced	from_dental	from_implosive	to_voiced	to_postalveolar	to_plosive			
ɗd̤	from_voiced	from_dental	from_implosive	to_breathy-voiced	to_alveolar	to_plosive			
ɗd̪	from_voiced	from_dental	from_implosive	to_voiced	to_dental	to_plosive			
ɗd̪̈	from_voiced	from_dental	from_implosive	to_breathy-voiced	to_dental	to_plosive			
ɗd̰	from_voiced	from_dental	from_implosive	to_creaky-voiced	to_alveolar	to_plosive			
ɗd̻	from_voiced	from_dental	from_implosive	to_voiced	to_lamino-dental	to_plosive			
ɗg	from_voiced	from_dental	from_implosive	to_voiced	to_velar	to_plosive			
ɗg̈	from_voiced	from_dental	from_implosive	to_breathy-voiced	to_velar	to_plosive			
ɗg̊	from_voiced	from_dental	from_implosive	to_devoiced	to_velar	to_plosive			
ɗk	from_voiced	from_dental	from_implosive	to_voiceless	to_velar	to_plosive			
ɗkʼ	from_voiced	from_dental	from_implosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ɗp	from_voiced	from_dental	from_implosive	to_voiceless	to_bilabial	to_plosive			
ɗpʼ	from_voiced	from_dental	from_implosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ɗq	from_voiced	from_dental	from_implosive	to_voiceless	to_uvular	to_plosive			
ɗqʼ	from_voiced	from_dental	from_implosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ɗt	from_voiced	from_dental	from_implosive	to_voiceless	to_alveolar	to_plosive			
ɗtʼ	from_voiced	from_dental	from_implosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ɗt̠	from_voiced	from_dental	from_implosive	to_voiceless	to_postalveolar	to_plosive			
ɗt̪	from_voiced	from_dental	from_implosive	to_voiceless	to_dental	to_plosive			
ɗt̻	from_voiced	from_dental	from_implosive	to_voiceless	to_lamino-dental	to_plosive			
ɗɓ	from_voiced	from_dental	from_implosive	to_voiced	to_bilabial	to_implosive			
ɗɖ	from_voiced	from_dental	from_implosive	to_voiced	to_retroflex	to_plosive			
ɗɖ̤	from_voiced	from_dental	from_implosive	to_breathy-voiced	to_retroflex	to_plosive			
ɗɟ	from_voiced	from_dental	from_implosive	to_voiced	to_palatal	to_plosive			
ɗɠ	from_voiced	from_dental	from_implosive	to_voiced	to_velar	to_implosive			
ɗɢ	from_voiced	from_dental	from_implosive	to_voiced	to_uvular	to_plosive			
ɗʄ	from_voiced	from_dental	from_implosive	to_voiced	to_palatal	to_implosive			
ɗʈ	from_voiced	from_dental	from_implosive	to_voiceless	to_retroflex	to_plosive			
ɗʔ	from_voiced	from_dental	from_implosive	to_voiceless	to_glottal	to_plosive			
ɗʛ	from_voiced	from_dental	from_implosive	to_voiced	to_uvular	to_implosive			
ɗʛ̥	from_voiced	from_dental	from_implosive	to_voiceless	to_uvular	to_implosive			
ɗʡ	from_voiced	from_dental	from_implosive	to_voiceless	to_epiglottal	to_plosive			
ɟb	from_voiced	from_palatal	from_plosive	to_voiced	to_bilabial	to_plosive			
ɟb̤	from_voiced	from_palatal	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
ɟb̥	from_voiced	from_palatal	from_plosive	to_devoiced	to_bilabial	to_plosive			
ɟc	from_voiced	from_palatal	from_plosive	to_voiceless	to_palatal	to_plosive			
ɟcʼ	from_voiced	from_palatal	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ɟd	from_voiced	from_palatal	from_plosive	to_voiced	to_alveolar	to_plosive			
ɟd̠	from_voiced	from_palatal	from_plosive	to_voiced	to_postalveolar	to_plosive			
ɟd̤	from_voiced	from_palatal	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
ɟd̪	from_voiced	from_palatal	from_plosive	to_voiced	to_dental	to_plosive			
ɟd̪̈	from_voiced	from_palatal	from_plosive	to_breathy-voiced	to_dental	to_plosive			
ɟd̰	from_voiced	from_palatal	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
ɟd̻	from_voiced	from_palatal	from_plosive	to_voiced	to_lamino-dental	to_plosive			
ɟg	from_voiced	from_palatal	from_plosive	to_voiced	to_velar	to_plosive			
ɟg̈	from_voiced	from_palatal	from_plosive	to_breathy-voiced	to_velar	to_plosive			
ɟg̊	from_voiced	from_palatal	from_plosive	to_devoiced	to_velar	to_plosive			
ɟk	from_voiced	from_palatal	from_plosive	to_voiceless	to_velar	to_plosive			
ɟkʼ	from_voiced	from_palatal	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ɟp	from_voiced	from_palatal	from_plosive	to_voiceless	to_bilabial	to_plosive			
ɟpʼ	from_voiced	from_palatal	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ɟq	from_voiced	from_palatal	from_plosive	to_voiceless	to_uvular	to_plosive			
ɟqʼ	from_voiced	from_palatal	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ɟt	from_voiced	from_palatal	from_plosive	to_voiceless	to_alveolar	to_plosive			
ɟtʼ	from_voiced	from_palatal	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ɟt̠	from_voiced	from_palatal	from_plosive	to_voiceless	to_postalveolar	to_plosive			
ɟt̪	from_voiced	from_palatal	from_plosive	to_voiceless	to_dental	to_plosive			
ɟt̻	from_voiced	from_palatal	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
ɟɓ	from_voiced	from_palatal	from_plosive	to_voiced	to_bilabial	to_implosive			
ɟɖ	from_voiced	from_palatal	from_plosive	to_voiced	to_retroflex	to_plosive			
ɟɖ̤	from_voiced	from_palatal	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
ɟɗ	from_voiced	from_palatal	from_plosive	to_voiced	to_dental	to_implosive			
ɟɠ	from_voiced	from_palatal	from_plosive	to_voiced	to_velar	to_implosive			
ɟɢ	from_voiced	from_palatal	from_plosive	to_voiced	to_uvular	to_plosive			
ɟʄ	from_voiced	from_palatal	from_plosive	to_voiced	to_palatal	to_implosive			
ɟʈ	from_voiced	from_palatal	from_plosive	to_voiceless	to_retroflex	to_plosive			
ɟʔ	from_voiced	from_palatal	from_plosive	to_voiceless	to_glottal	to_plosive			
ɟʛ	from_voiced	from_palatal	from_plosive	to_voiced	to_uvular	to_implosive			
ɟʛ̥	from_voiced	from_palatal	from_plosive	to_voiceless	to_uvular	to_implosive			
ɟʡ	from_voiced	from_palatal	from_plosive	to_voiceless	to_epiglottal	to_plosive			
ɠb	from_voiced	from_velar	from_implosive	to_voiced	to_bilabial	to_plosive			
ɠb̤	from_voiced	from_velar	from_implosive	to_breathy-voiced	to_bilabial	to_plosive			
ɠb̥	from_voiced	from_velar	from_implosive	to_devoiced	to_bilabial	to_plosive			
ɠc	from_voiced	from_velar	from_implosive	to_voiceless	to_palatal	to_plosive			
ɠcʼ	from_voiced	from_velar	from_implosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ɠd	from_voiced	from_velar	from_implosive	to_voiced	to_alveolar	to_plosive			
ɠd̠	from_voiced	from_velar	from_implosive	to_voiced	to_postalveolar	to_plosive			
ɠd̤	from_voiced	from_velar	from_implosive	to_breathy-voiced	to_alveolar	to_plosive			
ɠd̪	from_voiced	from_velar	from_implosive	to_voiced	to_dental	to_plosive			
ɠd̪̈	from_voiced	from_velar	from_implosive	to_breathy-voiced	to_dental	to_plosive			
ɠd̰	from_voiced	from_velar	from_implosive	to_creaky-voiced	to_alveolar	to_plosive			
ɠd̻	from_voiced	from_velar	from_implosive	to_voiced	to_lamino-dental	to_plosive			
ɠg	from_voiced	from_velar	from_implosive	to_voiced	to_velar	to_plosive			
ɠg̈	from_voiced	from_velar	from_implosive	to_breathy-voiced	to_velar	to_plosive			
ɠg̊	from_voiced	from_velar	from_implosive	to_devoiced	to_velar	to_plosive			
ɠk	from_voiced	from_velar	from_implosive	to_voiceless	to_velar	to_plosive			
ɠkʼ	from_voiced	from_velar	from_implosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
ɠp	from_voiced	from_velar	from_implosive	to_voiceless	to_bilabial	to_plosive			
ɠpʼ	from_voiced	from_velar	from_implosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
ɠq	from_voiced	from_velar	from_implosive	to_voiceless	to_uvular	to_plosive			
ɠqʼ	from_voiced	from_velar	from_implosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ɠt	from_voiced	from_velar	from_implosive	to_voiceless	to_alveolar	to_plosive			
ɠtʼ	from_voiced	from_velar	from_implosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ɠt̠	from_voiced	from_velar	from_implosive	to_voiceless	to_postalveolar	to_plosive			
ɠt̪	from_voiced	from_velar	from_implosive	to_voiceless	to_dental	to_plosive			
ɠt̻	from_voiced	from_velar	from_implosive	to_voiceless	to_lamino-dental	to_plosive			
ɠɓ	from_voiced	from_velar	from_implosive	to_voiced	to_bilabial	to_implosive			
ɠɖ	from_voiced	from_velar	from_implosive	to_voiced	to_retroflex	to_plosive			
ɠɖ̤	from_voiced	from_velar	from_implosive	to_breathy-voiced	to_retroflex	to_plosive			
ɠɗ	from_voiced	from_velar	from_implosive	to_voiced	to_dental	to_implosive			
ɠɟ	from_voiced	from_velar	from_implosive	to_voiced	to_palatal	to_plosive			
ɠɢ	from_voiced	from_velar	from_implosive	to_voiced	to_uvular	to_plosive			
ɠʄ	from_voiced	from_velar	from_implosive	to_voiced	to_palatal	to_implosive			
ɠʈ	from_voiced	from_velar	from_implosive	to_voiceless	to_retroflex	to_plosive			
ɠʔ	from_voiced	from_velar	from_implosive	to_voiceless	to_glottal	to_plosive			
ɠʛ	from_voiced	from_velar	from_implosive	to_voiced	to_uvular	to_implosive			
ɠʛ̥	from_voiced	from_velar	from_implosive	to_voiceless	to_uvular	to_implosive			
ɠʡ	from_voiced	from_velar	from_implosive	to_voiceless	to_epiglottal	to_plosive			
ɢb	from_voiced	from_uvular	from_plosive	to_voiced	to_bilabial	to_plosive			
ɢb̤	from_voiced	from_uvular	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
ɢb̥	from_voiced	from_uvular	from_plosive	to_devoiced	to_bilabial	to_plosive			
ɢc	from_voiced	from_uvular	from_plosive	to_voiceless	to_palatal	to_plosive			
ɢcʼ	from_voiced	from_uvular	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
ɢd	from_voiced	from_uvular	from_plosive	to_voiced	to_alveolar	to_plosive			
ɢd̠	from_voiced	from_uvular	from_plosive	to_voiced	to_postalveolar	to_plosive			
ɢd̤	from_voiced	from_uvular	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
ɢd̪	from_voiced	from_uvular	from_plosive	to_voiced	to_dental	to_plosive			
ɢd̪̈	from_voiced	from_uvular	from_plosive	to_breathy-voiced	to_dental	to_plosive			
ɢd̰	from_voiced	from_uvular	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
ɢd̻	from_voiced	from_uvular	from_plosive	to_voiced	to_lamino-dental	to_plosive			
ɢg	from_voiced	from_uvular	from_plosive	to_voiced	to_velar	to_plosive			
