CLTS_NAME	BIPA_GRAPHEME	PBASE_URL	PBASE_GRAPHEME
voiced retroflex lateral-approximant consonant	ɭ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɭ&inany=false&coreinv=on	ɭ
non-syllabic rounded close-mid back vowel	o̯	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=o̯&inany=false&coreinv=on	o̯
non-syllabic unrounded close-mid front vowel	e̯	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=e̯&inany=false&coreinv=on	e̯
voiced alveolar nasal consonant	n	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=n&inany=false&coreinv=on	n
long voiced alveolar nasal consonant	nː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=nː&inany=false&coreinv=on	nː
long voiced alveolar nasal consonant	nː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=nː&inany=false&coreinv=on	nː
pharyngealized voiced alveolar nasal consonant	nˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=nˤ&inany=false&coreinv=on	nˤ
pharyngealized voiced alveolar nasal consonant	nˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=nˤ&inany=false&coreinv=on	nˤ
palatalized voiced alveolar nasal consonant	nʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=nʲ&inany=false&coreinv=on	nʲ
palatalized voiced alveolar nasal consonant	nʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=nʲ&inany=false&coreinv=on	nʲ
devoiced voiced alveolar nasal consonant	n̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=n̥&inany=false&coreinv=on	n̥
syllabic voiced alveolar nasal consonant	n̩	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=n̩&inany=false&coreinv=on	n̩
voiced bilabial nasal consonant	m	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=m&inany=false&coreinv=on	m
long voiced bilabial nasal consonant	mː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=mː&inany=false&coreinv=on	mː
long voiced bilabial nasal consonant	mː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=mː&inany=false&coreinv=on	mː
velarized voiced bilabial nasal consonant	mˠ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=mˠ&inany=false&coreinv=on	mˠ
aspirated voiced bilabial nasal consonant	mʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=mʰ&inany=false&coreinv=on	mʰ
labialized voiced bilabial nasal consonant	mʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=mʷ&inany=false&coreinv=on	mʷ
palatalized voiced bilabial nasal consonant	mʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=mʲ&inany=false&coreinv=on	mʲ
devoiced voiced bilabial nasal consonant	m̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=m̥&inany=false&coreinv=on	m̥
syllabic voiced bilabial nasal consonant	m̩	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=m̩&inany=false&coreinv=on	m̩
voiced dental nasal consonant	n̪	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=n̪&inany=false&coreinv=on	n̪
voiced palatal nasal consonant	ɲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɲ&inany=false&coreinv=on	ɲ
long voiced palatal nasal consonant	ɲː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɲː&inany=false&coreinv=on	ɲː
voiced retroflex nasal consonant	ɳ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɳ&inany=false&coreinv=on	ɳ
voiced uvular nasal consonant	ɴ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɴ&inany=false&coreinv=on	ɴ
voiced velar nasal consonant	ŋ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ŋ&inany=false&coreinv=on	ŋ
long voiced velar nasal consonant	ŋː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ŋː&inany=false&coreinv=on	ŋː
long voiced velar nasal consonant	ŋː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ŋː&inany=false&coreinv=on	ŋː
labialized voiced velar nasal consonant	ŋʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ŋʷ&inany=false&coreinv=on	ŋʷ
devoiced voiced velar nasal consonant	ŋ̊	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ŋ̥&inany=false&coreinv=on	ŋ̥
pre-nasalized voiced alveolar plosive consonant	ⁿd	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ⁿd&inany=false&coreinv=on	ⁿd
pre-nasalized voiceless alveolar plosive consonant	ⁿt	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ⁿt&inany=false&coreinv=on	ⁿt
voiced alveolar plosive consonant	d	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=d&inany=false&coreinv=on	d
pharyngealized voiced alveolar plosive consonant	dˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=dˤ&inany=false&coreinv=on	dˤ
pharyngealized voiced alveolar plosive consonant	dˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=dˤ&inany=false&coreinv=on	dˤ
pharyngealized voiced alveolar plosive consonant	dˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=dˤ&inany=false&coreinv=on	dˤ
aspirated voiced alveolar plosive consonant	dʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=dʰ&inany=false&coreinv=on	dʰ
aspirated voiced alveolar plosive consonant	dʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=dʰ&inany=false&coreinv=on	dʰ
palatalized voiced alveolar plosive consonant	dʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=dʲ&inany=false&coreinv=on	dʲ
palatalized voiced alveolar plosive consonant	dʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=dʲ&inany=false&coreinv=on	dʲ
palatalized voiced alveolar plosive consonant	dʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=dʲ&inany=false&coreinv=on	dʲ
devoiced voiced alveolar plosive consonant	d̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=d̥&inany=false&coreinv=on	d̥
from_voiceless from_glottal from_plosive to_voiced to_alveolar to_plosive cluster	ʔd	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʔd&inany=false&coreinv=on	ʔd
from_voiceless from_glottal from_plosive to_voiced to_alveolar to_plosive cluster	ʔd	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʔd&inany=false&coreinv=on	ʔd
from_voiceless from_glottal from_plosive to_voiceless to_alveolar to_plosive cluster	ʔt	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʔt&inany=false&coreinv=on	ʔt
voiceless alveolar plosive consonant	t	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t&inany=false&coreinv=on	t
with-nasal-release voiceless alveolar plosive consonant	tⁿ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=tⁿ&inany=false&coreinv=on	tⁿ
long voiceless alveolar plosive consonant	tː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=tː&inany=false&coreinv=on	tː
pharyngealized voiceless alveolar plosive consonant	tˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=tˤ&inany=false&coreinv=on	tˤ
pharyngealized voiceless alveolar plosive consonant	tˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=tˤ&inany=false&coreinv=on	tˤ
aspirated voiceless alveolar plosive consonant	tʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=tʰ&inany=false&coreinv=on	tʰ
labialized aspirated voiceless alveolar plosive consonant	tʷʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=tʰʷ&inany=false&coreinv=on	tʰʷ
labialized voiceless alveolar plosive consonant	tʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=tʷ&inany=false&coreinv=on	tʷ
palatalized voiceless alveolar plosive consonant	tʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=tʲ&inany=false&coreinv=on	tʲ
voiced bilabial plosive consonant	b	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=b&inany=false&coreinv=on	b
long voiced bilabial plosive consonant	bː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=bː&inany=false&coreinv=on	bː
aspirated voiced bilabial plosive consonant	bʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=bʰ&inany=false&coreinv=on	bʰ
aspirated voiced bilabial plosive consonant	bʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=bʰ&inany=false&coreinv=on	bʰ
labialized voiced bilabial plosive consonant	bʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=bʷ&inany=false&coreinv=on	bʷ
palatalized voiced bilabial plosive consonant	bʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=bʲ&inany=false&coreinv=on	bʲ
palatalized voiced bilabial plosive consonant	bʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=bʲ&inany=false&coreinv=on	bʲ
palatalized voiced bilabial plosive consonant	bʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=bʲ&inany=false&coreinv=on	bʲ
devoiced voiced bilabial plosive consonant	b̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=b̥&inany=false&coreinv=on	b̥
from_voiceless from_glottal from_plosive to_voiced to_bilabial to_plosive cluster	ʔb	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʔb&inany=false&coreinv=on	ʔb
from_voiceless from_glottal from_plosive to_voiced to_bilabial to_plosive cluster	ʔb	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʔb&inany=false&coreinv=on	ʔb
from_voiceless from_glottal from_plosive to_voiceless to_bilabial to_plosive cluster	ʔp	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʔp&inany=false&coreinv=on	ʔp
voiceless bilabial plosive consonant	p	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=p&inany=false&coreinv=on	p
long voiceless bilabial plosive consonant	pː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=pː&inany=false&coreinv=on	pː
long voiceless bilabial plosive consonant	pː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=pː&inany=false&coreinv=on	pː
velarized voiceless bilabial plosive consonant	pˠ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=pˠ&inany=false&coreinv=on	pˠ
aspirated voiceless bilabial plosive consonant	pʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=pʰ&inany=false&coreinv=on	pʰ
labialized voiceless bilabial plosive consonant	pʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=pʷ&inany=false&coreinv=on	pʷ
palatalized voiceless bilabial plosive consonant	pʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=pʲ&inany=false&coreinv=on	pʲ
from_voiced from_bilabial from_plosive to_voiced to_alveolar to_plosive cluster	bd	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=b͡d&inany=false&coreinv=on	b͡d
from_voiceless from_bilabial from_plosive to_voiceless to_alveolar to_plosive cluster	pt	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=p͡t&inany=false&coreinv=on	p͡t
from_voiced from_bilabial from_plosive to_voiced to_velar to_plosive cluster	bg	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=b͡ɡ&inany=false&coreinv=on	b͡ɡ
from_voiceless from_bilabial from_plosive to_voiceless to_velar to_plosive cluster	pk	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=p͡k&inany=false&coreinv=on	p͡k
pre-nasalized voiced dental plosive consonant	ⁿd̪	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ⁿd̪&inany=false&coreinv=on	ⁿd̪
pre-nasalized voiced dental plosive consonant	ⁿd̪	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ⁿd̪&inany=false&coreinv=on	ⁿd̪
voiced dental plosive consonant	d̪	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=d̪&inany=false&coreinv=on	d̪
long voiced dental plosive consonant	d̪ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=d̪ː&inany=false&coreinv=on	d̪ː
pharyngealized voiced dental plosive consonant	d̪ˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=d̪ˤ&inany=false&coreinv=on	d̪ˤ
pharyngealized voiced dental plosive consonant	d̪ˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=d̪ˤ&inany=false&coreinv=on	d̪ˤ
palatalized voiced dental plosive consonant	d̪ʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=d̪ʲ&inany=false&coreinv=on	d̪ʲ
voiceless dental plosive consonant	t̪	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪&inany=false&coreinv=on	t̪
with-nasal-release voiceless dental plosive consonant	t̪ⁿ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪ⁿ&inany=false&coreinv=on	t̪ⁿ
long voiceless dental plosive consonant	t̪ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪ː&inany=false&coreinv=on	t̪ː
pharyngealized voiceless dental plosive consonant	t̪ˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪ˤ&inany=false&coreinv=on	t̪ˤ
pharyngealized voiceless dental plosive consonant	t̪ˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪ˤ&inany=false&coreinv=on	t̪ˤ
aspirated voiceless dental plosive consonant	t̪ʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪ʰ&inany=false&coreinv=on	t̪ʰ
labialized voiceless dental plosive consonant	t̪ʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪ʷ&inany=false&coreinv=on	t̪ʷ
palatalized voiceless dental plosive consonant	t̪ʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪ʲ&inany=false&coreinv=on	t̪ʲ
from_voiceless from_dental from_plosive to_voiceless to_palatal to_plosive cluster	t̪c	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪͡c&inany=false&coreinv=on	t̪͡c
from_voiceless from_dental from_plosive to_voiceless to_velar to_plosive cluster	t̪k	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=t̪͡k&inany=false&coreinv=on	t̪͡k
voiceless glottal plosive consonant	ʔ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʔ&inany=false&coreinv=on	ʔ
labialized voiceless glottal plosive consonant	ʔʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʔʷ&inany=false&coreinv=on	ʔʷ
from_voiced from_velar from_plosive to_voiced to_bilabial to_plosive cluster	gb	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɡ͡b&inany=false&coreinv=on	ɡ͡b
from_voiced from_velar from_plosive to_voiceless to_bilabial to_plosive cluster	gp	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɡ͡p&inany=false&coreinv=on	ɡ͡p
from_voiceless from_velar from_plosive to_voiceless to_bilabial to_plosive cluster	kp	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=k͡p&inany=false&coreinv=on	k͡p
from_voiceless from_velar from_plosive to_voiceless to_bilabial to_plosive cluster	kp	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=k͡p&inany=false&coreinv=on	k͡p
pre-nasalized voiced palatal plosive consonant	ⁿɟ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ⁿɟ&inany=false&coreinv=on	ⁿɟ
pre-nasalized voiced palatal plosive consonant	ⁿɟ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ⁿɟ&inany=false&coreinv=on	ⁿɟ
voiceless palatal plosive consonant	c	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=c&inany=false&coreinv=on	c
aspirated voiceless palatal plosive consonant	cʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=cʰ&inany=false&coreinv=on	cʰ
voiced palatal plosive consonant	ɟ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɟ&inany=false&coreinv=on	ɟ
voiced retroflex plosive consonant	ɖ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɖ&inany=false&coreinv=on	ɖ
voiceless retroflex plosive consonant	ʈ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʈ&inany=false&coreinv=on	ʈ
aspirated voiceless retroflex plosive consonant	ʈʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʈʰ&inany=false&coreinv=on	ʈʰ
aspirated voiceless retroflex plosive consonant	ʈʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʈʰ&inany=false&coreinv=on	ʈʰ
voiced uvular plosive consonant	ɢ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɢ&inany=false&coreinv=on	ɢ
voiceless uvular plosive consonant	q	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=q&inany=false&coreinv=on	q
aspirated voiceless uvular plosive consonant	qʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=qʰ&inany=false&coreinv=on	qʰ
labialized aspirated voiceless uvular plosive consonant	qʷʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=qʰʷ&inany=false&coreinv=on	qʰʷ
labialized voiceless uvular plosive consonant	qʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=qʷ&inany=false&coreinv=on	qʷ
pre-nasalized voiceless velar plosive consonant	ⁿk	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ⁿk&inany=false&coreinv=on	ⁿk
voiced velar plosive consonant	g	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɡ&inany=false&coreinv=on	ɡ
long voiced velar plosive consonant	gː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɡː&inany=false&coreinv=on	ɡː
breathy-voiced velar plosive consonant	g̈	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɡʰ&inany=false&coreinv=on	ɡʰ
labialized voiced velar plosive consonant	gʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɡʷ&inany=false&coreinv=on	ɡʷ
palatalized voiced velar plosive consonant	gʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɡʲ&inany=false&coreinv=on	ɡʲ
devoiced voiced velar plosive consonant	g̊	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɡ̥&inany=false&coreinv=on	ɡ̥
from_voiceless from_glottal from_plosive to_voiceless to_velar to_plosive cluster	ʔk	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʔk&inany=false&coreinv=on	ʔk
voiceless velar plosive consonant	k	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=k&inany=false&coreinv=on	k
long voiceless velar plosive consonant	kː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=kː&inany=false&coreinv=on	kː
long voiceless velar plosive consonant	kː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=kː&inany=false&coreinv=on	kː
aspirated voiceless velar plosive consonant	kʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=kʰ&inany=false&coreinv=on	kʰ
labialized aspirated voiceless velar plosive consonant	kʷʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=kʰʷ&inany=false&coreinv=on	kʰʷ
labialized aspirated voiceless velar plosive consonant	kʷʰ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=kʰʷ&inany=false&coreinv=on	kʰʷ
labialized voiceless velar plosive consonant	kʷ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=kʷ&inany=false&coreinv=on	kʷ
labialized long voiceless velar plosive consonant	kʷː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=kʷː&inany=false&coreinv=on	kʷː
palatalized voiceless velar plosive consonant	kʲ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=kʲ&inany=false&coreinv=on	kʲ
from_voiced from_bilabial from_plosive to_voiced to_dental to_implosive cluster	bɗ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=b͡ɗ&inany=false&coreinv=on	b͡ɗ
from_voiced from_velar from_plosive to_voiced to_bilabial to_implosive cluster	gɓ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɡ͡ɓ&inany=false&coreinv=on	ɡ͡ɓ
voiced alveolar trill consonant	r	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=r&inany=false&coreinv=on	r
long voiced alveolar trill consonant	rː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=rː&inany=false&coreinv=on	rː
long voiced alveolar trill consonant	rː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=rː&inany=false&coreinv=on	rː
pharyngealized voiced alveolar trill consonant	rˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=rˤ&inany=false&coreinv=on	rˤ
devoiced voiced alveolar trill consonant	r̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=r̥&inany=false&coreinv=on	r̥
devoiced voiced alveolar trill consonant	r̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=r̥&inany=false&coreinv=on	r̥
voiced dental trill consonant	r̪	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=r̪&inany=false&coreinv=on	r̪
voiced uvular trill consonant	ʀ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʀ&inany=false&coreinv=on	ʀ
rounded close back vowel	u	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=u&inany=false&coreinv=on	u
long rounded close back vowel	uː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=uː&inany=false&coreinv=on	uː
long rounded close back vowel	uː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=uː&inany=false&coreinv=on	uː
ultra-long rounded close back vowel	uːː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=uːː&inany=false&coreinv=on	uːː
breathy-voiced rounded close back vowel	ṳ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ṳ&inany=false&coreinv=on	ṳ
breathy-voiced rounded close back vowel	ṳ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ṳ&inany=false&coreinv=on	ṳ
voiceless rounded close back vowel	u̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=u̥&inany=false&coreinv=on	u̥
creaky-voiced rounded close back vowel	ṵ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ṵ&inany=false&coreinv=on	ṵ
nasalized rounded close back vowel	ũ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ũ&inany=false&coreinv=on	ũ
long nasalized rounded close back vowel	ũː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ũː&inany=false&coreinv=on	ũː
from_rounded from_close from_back to_unrounded to_close to_front diphthong	ui	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ui&inany=false&coreinv=on	ui
unrounded close back vowel	ɯ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɯ&inany=false&coreinv=on	ɯ
long unrounded close back vowel	ɯː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɯː&inany=false&coreinv=on	ɯː
long unrounded close back vowel	ɯː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɯː&inany=false&coreinv=on	ɯː
nasalized unrounded close back vowel	ɯ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɯ̃&inany=false&coreinv=on	ɯ̃
rounded close central vowel	ʉ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʉ&inany=false&coreinv=on	ʉ
unrounded close central vowel	ɨ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɨ&inany=false&coreinv=on	ɨ
long unrounded close central vowel	ɨː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɨː&inany=false&coreinv=on	ɨː
long unrounded close central vowel	ɨː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɨː&inany=false&coreinv=on	ɨː
nasalized unrounded close central vowel	ɨ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɨ̃&inany=false&coreinv=on	ɨ̃
nasalized unrounded close central vowel	ɨ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɨ̃&inany=false&coreinv=on	ɨ̃
long nasalized unrounded close central vowel	ɨ̃ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɨ̃ː&inany=false&coreinv=on	ɨ̃ː
rounded close front vowel	y	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=y&inany=false&coreinv=on	y
long rounded close front vowel	yː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=yː&inany=false&coreinv=on	yː
nasalized rounded close front vowel	ỹ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ỹ&inany=false&coreinv=on	ỹ
from_rounded from_close from_front to_unrounded to_close to_front diphthong	yi	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=yi&inany=false&coreinv=on	yi
unrounded close front vowel	i	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=i&inany=false&coreinv=on	i
long unrounded close front vowel	iː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=iː&inany=false&coreinv=on	iː
long unrounded close front vowel	iː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=iː&inany=false&coreinv=on	iː
ultra-long unrounded close front vowel	iːː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=iːː&inany=false&coreinv=on	iːː
breathy-voiced unrounded close front vowel	i̤	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=i̤&inany=false&coreinv=on	i̤
breathy-voiced unrounded close front vowel	i̤	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=i̤&inany=false&coreinv=on	i̤
voiceless unrounded close front vowel	i̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=i̥&inany=false&coreinv=on	i̥
voiceless unrounded close front vowel	i̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=i̥&inany=false&coreinv=on	i̥
creaky-voiced unrounded close front vowel	ḭ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ḭ&inany=false&coreinv=on	ḭ
long creaky-voiced unrounded close front vowel	ḭː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ḭː&inany=false&coreinv=on	ḭː
nasalized unrounded close front vowel	ĩ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ĩ&inany=false&coreinv=on	ĩ
long nasalized unrounded close front vowel	ĩː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ĩː&inany=false&coreinv=on	ĩː
from_rounded from_close from_back to_rounded to_close-mid to_back diphthong	uo	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=uo&inany=false&coreinv=on	uo
from_unrounded from_close from_front to_unrounded to_close-mid to_front diphthong	ie	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ie&inany=false&coreinv=on	ie
from_rounded from_close from_back to_unrounded to_open to_front diphthong	ua	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ua&inany=false&coreinv=on	ua
