CLTS_NAME	BIPA_GRAPHEME	PBASE_URL	PBASE_GRAPHEME
from_unrounded from_close from_front to_unrounded to_open to_front diphthong	ia	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ia&inany=false&coreinv=on	ia
from_rounded from_close from_back to_rounded to_open-mid to_back diphthong	uɔ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=uɔ&inany=false&coreinv=on	uɔ
from_unrounded from_close from_front to_unrounded to_open-mid to_front diphthong	iɛ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=iɛ&inany=false&coreinv=on	iɛ
from_rounded from_close from_back to_unrounded to_mid to_central diphthong	uə	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=uə&inany=false&coreinv=on	uə
from_unrounded from_close from_back to_unrounded to_mid to_central diphthong	ɯə	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɯə&inany=false&coreinv=on	ɯə
from_unrounded from_close from_front to_unrounded to_mid to_central diphthong	iə	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=iə&inany=false&coreinv=on	iə
unrounded nearly-open central vowel	ɐ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɐ&inany=false&coreinv=on	ɐ
long unrounded nearly-open central vowel	ɐː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɐː&inany=false&coreinv=on	ɐː
unrounded nearly-open front vowel	æ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=æ&inany=false&coreinv=on	æ
long unrounded nearly-open front vowel	æː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=æː&inany=false&coreinv=on	æː
long unrounded nearly-open front vowel	æː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=æː&inany=false&coreinv=on	æː
nasalized unrounded nearly-open front vowel	æ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=æ̃&inany=false&coreinv=on	æ̃
rounded close-mid back vowel	o	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=o&inany=false&coreinv=on	o
long rounded close-mid back vowel	oː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=oː&inany=false&coreinv=on	oː
long rounded close-mid back vowel	oː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=oː&inany=false&coreinv=on	oː
pharyngealized rounded close-mid back vowel	oˤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=oˤ&inany=false&coreinv=on	oˤ
ultra-long rounded close-mid back vowel	oːː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=oːː&inany=false&coreinv=on	oːː
breathy-voiced rounded close-mid back vowel	o̤	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=o̤&inany=false&coreinv=on	o̤
breathy-voiced rounded close-mid back vowel	o̤	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=o̤&inany=false&coreinv=on	o̤
voiceless rounded close-mid back vowel	o̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=o̥&inany=false&coreinv=on	o̥
ultra-short rounded close-mid back vowel	ŏ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ŏ&inany=false&coreinv=on	ŏ
nasalized rounded close-mid back vowel	õ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=õ&inany=false&coreinv=on	õ
nasalized rounded close-mid back vowel	õ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=õ&inany=false&coreinv=on	õ
long nasalized rounded close-mid back vowel	õː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=õː&inany=false&coreinv=on	õː
rounded mid back vowel	o̞	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=o̞&inany=false&coreinv=on	o̞
unrounded close-mid back vowel	ɤ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɤ&inany=false&coreinv=on	ɤ
long unrounded close-mid back vowel	ɤː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɤː&inany=false&coreinv=on	ɤː
long unrounded close-mid back vowel	ɤː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɤː&inany=false&coreinv=on	ɤː
rounded close-mid central vowel	ɵ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɵ&inany=false&coreinv=on	ɵ
rounded close-mid front vowel	ø	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ø&inany=false&coreinv=on	ø
long rounded close-mid front vowel	øː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=øː&inany=false&coreinv=on	øː
unrounded close-mid front vowel	e	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=e&inany=false&coreinv=on	e
unrounded close-mid front vowel	e	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=e&inany=false&coreinv=on	e
long unrounded close-mid front vowel	eː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=eː&inany=false&coreinv=on	eː
long unrounded close-mid front vowel	eː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=eː&inany=false&coreinv=on	eː
ultra-long unrounded close-mid front vowel	eːː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=eːː&inany=false&coreinv=on	eːː
breathy-voiced unrounded close-mid front vowel	e̤	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=e̤&inany=false&coreinv=on	e̤
breathy-voiced unrounded close-mid front vowel	e̤	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=e̤&inany=false&coreinv=on	e̤
voiceless unrounded close-mid front vowel	e̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=e̥&inany=false&coreinv=on	e̥
nasalized unrounded close-mid front vowel	ẽ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ẽ&inany=false&coreinv=on	ẽ
long nasalized unrounded close-mid front vowel	ẽː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ẽː&inany=false&coreinv=on	ẽː
unrounded mid front vowel	e̞	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=e̞&inany=false&coreinv=on	e̞
from_rounded from_close-mid from_back to_rounded to_close to_back diphthong	ou	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ou&inany=false&coreinv=on	ou
from_rounded from_close-mid from_back to_unrounded to_close to_front diphthong	oi	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=oi&inany=false&coreinv=on	oi
from_unrounded from_close-mid from_front to_unrounded to_close to_front diphthong	ei	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ei&inany=false&coreinv=on	ei
from_unrounded from_close-mid from_front to_rounded to_close to_back diphthong	eu	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=eu&inany=false&coreinv=on	eu
from_rounded from_close-mid from_back to_rounded to_near-close to_near-back diphthong	oʊ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=oʊ&inany=false&coreinv=on	oʊ
from_unrounded from_close-mid from_front to_unrounded to_near-close to_near-front diphthong	eɪ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=eɪ&inany=false&coreinv=on	eɪ
from_rounded from_close-mid from_back to_unrounded to_mid to_central diphthong	oə	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=oə&inany=false&coreinv=on	oə
from_rounded from_close-mid from_front to_unrounded to_mid to_central diphthong	øə	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=øə&inany=false&coreinv=on	øə
from_unrounded from_close-mid from_front to_unrounded to_mid to_central diphthong	eə	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=eə&inany=false&coreinv=on	eə
rounded open back vowel	ɒ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɒ&inany=false&coreinv=on	ɒ
long rounded open back vowel	ɒː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɒː&inany=false&coreinv=on	ɒː
unrounded open back vowel	ɑ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɑ&inany=false&coreinv=on	ɑ
long unrounded open back vowel	ɑː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɑː&inany=false&coreinv=on	ɑː
long unrounded open back vowel	ɑː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɑː&inany=false&coreinv=on	ɑː
nasalized unrounded open back vowel	ɑ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɑ̃&inany=false&coreinv=on	ɑ̃
unrounded open front vowel	a	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=a&inany=false&coreinv=on	a
long unrounded open front vowel	aː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=aː&inany=false&coreinv=on	aː
long unrounded open front vowel	aː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=aː&inany=false&coreinv=on	aː
voiceless unrounded open front vowel	ḁ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ḁ&inany=false&coreinv=on	ḁ
creaky-voiced unrounded open front vowel	a̰	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=a̰&inany=false&coreinv=on	a̰
ultra-long creaky-voiced unrounded open front vowel	a̰ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=a̰ː&inany=false&coreinv=on	a̰ː
ultra-short unrounded open front vowel	ă	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ă&inany=false&coreinv=on	ă
nasalized unrounded open front vowel	ã	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ã&inany=false&coreinv=on	ã
nasalized unrounded open front vowel	ã	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ã&inany=false&coreinv=on	ã
long nasalized unrounded open front vowel	ãː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ãː&inany=false&coreinv=on	ãː
from_unrounded from_open from_front to_rounded to_close to_back diphthong	au	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=au&inany=false&coreinv=on	au
from_unrounded from_open from_front to_unrounded to_close to_front diphthong	ai	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ai&inany=false&coreinv=on	ai
from_unrounded from_open from_front to_rounded to_close to_central diphthong	aʉ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=aʉ&inany=false&coreinv=on	aʉ
from_unrounded from_open from_front to_non-syllabic to_unrounded to_close to_front diphthong	ai̯	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ai̯&inany=false&coreinv=on	ai̯
from_unrounded from_open from_front to_rounded to_close-mid to_back diphthong	ao	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ao&inany=false&coreinv=on	ao
from_unrounded from_open from_front to_rounded to_near-close to_near-back diphthong	aʊ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=aʊ&inany=false&coreinv=on	aʊ
from_unrounded from_open from_front to_unrounded to_near-close to_near-front diphthong	aɪ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=aɪ&inany=false&coreinv=on	aɪ
rounded near-close near-back vowel	ʊ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʊ&inany=false&coreinv=on	ʊ
long rounded near-close near-back vowel	ʊː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʊː&inany=false&coreinv=on	ʊː
long rounded near-close near-back vowel	ʊː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʊː&inany=false&coreinv=on	ʊː
voiceless rounded near-close near-back vowel	ʊ̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʊ̥&inany=false&coreinv=on	ʊ̥
nasalized rounded near-close near-back vowel	ʊ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʊ̃&inany=false&coreinv=on	ʊ̃
long nasalized rounded near-close near-back vowel	ʊ̃ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʊ̃ː&inany=false&coreinv=on	ʊ̃ː
rounded near-close near-front vowel	ʏ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʏ&inany=false&coreinv=on	ʏ
unrounded near-close near-front vowel	ɪ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɪ&inany=false&coreinv=on	ɪ
long unrounded near-close near-front vowel	ɪː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɪː&inany=false&coreinv=on	ɪː
long unrounded near-close near-front vowel	ɪː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɪː&inany=false&coreinv=on	ɪː
voiceless unrounded near-close near-front vowel	ɪ̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɪ̥&inany=false&coreinv=on	ɪ̥
voiceless unrounded near-close near-front vowel	ɪ̥	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɪ̥&inany=false&coreinv=on	ɪ̥
nasalized unrounded near-close near-front vowel	ɪ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɪ̃&inany=false&coreinv=on	ɪ̃
long nasalized unrounded near-close near-front vowel	ɪ̃ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɪ̃ː&inany=false&coreinv=on	ɪ̃ː
from_rounded from_near-close from_near-back to_rounded to_open-mid to_back diphthong	ʊɔ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʊɔ&inany=false&coreinv=on	ʊɔ
from_unrounded from_near-close from_near-front to_unrounded to_open-mid to_front diphthong	ɪɛ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɪɛ&inany=false&coreinv=on	ɪɛ
rounded open-mid back vowel	ɔ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɔ&inany=false&coreinv=on	ɔ
long rounded open-mid back vowel	ɔː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɔː&inany=false&coreinv=on	ɔː
long rounded open-mid back vowel	ɔː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɔː&inany=false&coreinv=on	ɔː
nasalized rounded open-mid back vowel	ɔ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɔ̃&inany=false&coreinv=on	ɔ̃
long nasalized rounded open-mid back vowel	ɔ̃ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɔ̃ː&inany=false&coreinv=on	ɔ̃ː
unrounded open-mid back vowel	ʌ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʌ&inany=false&coreinv=on	ʌ
long unrounded open-mid back vowel	ʌː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʌː&inany=false&coreinv=on	ʌː
breathy-voiced unrounded open-mid back vowel	ʌ̤	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʌ̤&inany=false&coreinv=on	ʌ̤
ultra-short unrounded open-mid back vowel	ʌ̆	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʌ̆&inany=false&coreinv=on	ʌ̆
nasalized unrounded open-mid back vowel	ʌ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʌ̃&inany=false&coreinv=on	ʌ̃
long nasalized unrounded open-mid back vowel	ʌ̃ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʌ̃ː&inany=false&coreinv=on	ʌ̃ː
unrounded open-mid central vowel	ɜ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɜ&inany=false&coreinv=on	ɜ
long unrounded open-mid central vowel	ɜː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɜː&inany=false&coreinv=on	ɜː
rounded open-mid front vowel	œ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=œ&inany=false&coreinv=on	œ
long rounded open-mid front vowel	œː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=œː&inany=false&coreinv=on	œː
nasalized rounded open-mid front vowel	œ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=œ̃&inany=false&coreinv=on	œ̃
unrounded open-mid front vowel	ɛ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɛ&inany=false&coreinv=on	ɛ
long unrounded open-mid front vowel	ɛː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɛː&inany=false&coreinv=on	ɛː
long unrounded open-mid front vowel	ɛː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɛː&inany=false&coreinv=on	ɛː
nasalized unrounded open-mid front vowel	ɛ̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɛ̃&inany=false&coreinv=on	ɛ̃
long nasalized unrounded open-mid front vowel	ɛ̃ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɛ̃ː&inany=false&coreinv=on	ɛ̃ː
from_rounded from_open-mid from_back to_unrounded to_close to_front diphthong	ɔi	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɔi&inany=false&coreinv=on	ɔi
from_rounded from_open-mid from_front to_rounded to_close to_back diphthong	œu	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=œu&inany=false&coreinv=on	œu
from_rounded from_open-mid from_front to_unrounded to_close to_front diphthong	œi	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=œi&inany=false&coreinv=on	œi
rounded mid back vowel	o̞	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=o̞&inany=false&coreinv=on	o̞
rounded mid back vowel	o̞	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=o̞&inany=false&coreinv=on	o̞
rounded mid back vowel	o̞	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=o̞&inany=false&coreinv=on	o̞
unrounded mid front vowel	e̞	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=e̞&inany=false&coreinv=on	e̞
unrounded mid front vowel	e̞	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=e̞&inany=false&coreinv=on	e̞
long unrounded mid central vowel	əː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=əː&inany=false&coreinv=on	əː
unrounded mid central vowel	ə	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ə&inany=false&coreinv=on	ə
long unrounded mid central vowel	əː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=əː&inany=false&coreinv=on	əː
rhotacized unrounded mid central vowel	ə˞	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ə˞&inany=false&coreinv=on	ə˞
ultra-short unrounded mid central vowel	ə̆	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ə̆&inany=false&coreinv=on	ə̆
nasalized unrounded mid central vowel	ə̃	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ə̃&inany=false&coreinv=on	ə̃
long nasalized unrounded mid central vowel	ə̃ː	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ə̃ː&inany=false&coreinv=on	ə̃ː
from_unrounded from_mid from_central to_rounded to_close to_back diphthong	əu	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=əu&inany=false&coreinv=on	əu
from_unrounded from_mid from_central to_unrounded to_close to_front diphthong	əi	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=əi&inany=false&coreinv=on	əi
from_unrounded from_mid from_central to_rounded to_close-mid to_back diphthong	əo	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=əo&inany=false&coreinv=on	əo
from_unrounded from_mid from_central to_unrounded to_close-mid to_front diphthong	əe	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=əe&inany=false&coreinv=on	əe
voiced epiglottal fricative consonant	ʢ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʢ&inany=false&coreinv=on	ʢ
voiced labiodental nasal consonant	ɱ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɱ&inany=false&coreinv=on	ɱ
voiced bilabial trill consonant	ʙ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʙ&inany=false&coreinv=on	ʙ
voiceless epiglottal fricative consonant	ʜ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʜ&inany=false&coreinv=on	ʜ
voiceless epiglottal plosive consonant	ʡ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʡ&inany=false&coreinv=on	ʡ
voiced velar lateral-approximant consonant	ʟ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʟ&inany=false&coreinv=on	ʟ
unrounded close-mid central vowel	ɘ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɘ&inany=false&coreinv=on	ɘ
rounded open-mid central vowel	ɞ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ʚ&inany=false&coreinv=on	ʚ
rounded open front vowel	ɶ	http://pbase.phon.chass.ncsu.edu/visualize?lang=True&input=ɶ&inany=false&coreinv=on	ɶ
