GRAPHEME	SOUND_CLASS	NAME	SOUND_CLASS_MODEL
ʊʏ̯	7	from rounded near-close near-back to non-syllabic rounded near-close near-front diphthong	prosody
ʊ̘	7	advanced-tongue-root rounded near-close near-back vowel	prosody
ʋʰ	6	aspirated voiced labio-dental approximant consonant	prosody
ʋ̃	6	nasalized voiced labio-dental approximant consonant	prosody
ʌ̝	7	raised unrounded open-mid back vowel	prosody
ʒʰ	3	aspirated voiced post-alveolar sibilant fricative consonant	prosody
ʒ̥ʷ	3	labialized devoiced voiced post-alveolar sibilant fricative consonant	prosody
ʔb	1	from voiceless glottal stop to voiced bilabial stop cluster	prosody
ʔd	1	from voiceless glottal stop to voiced alveolar stop cluster	prosody
ʔk	1	from voiceless glottal stop to voiceless velar stop cluster	prosody
ʔp	1	from voiceless glottal stop to voiceless bilabial stop cluster	prosody
ʔt	1	from voiceless glottal stop to voiceless alveolar stop cluster	prosody
ʘq	1	from voiceless labial click to voiceless uvular stop cluster	prosody
ʘqʰ	1	from voiceless labial click to aspirated voiceless uvular stop cluster	prosody
ʘx	1	from voiceless labial click to voiceless velar fricative cluster	prosody
ʘʔ	1	from voiceless labial click to voiceless glottal stop cluster	prosody
ʝ’	3	voiced palatal ejective fricative consonant	prosody
ⁿdɮ	1	from pre-nasalized voiced alveolar stop to voiced alveolar lateral fricative cluster	prosody
ⁿdʷ	1	pre-nasalized labialized voiced alveolar stop consonant	prosody
ⁿdβ	1	from pre-nasalized voiced alveolar stop to voiced bilabial fricative cluster	prosody
ⁿr	5	pre-nasalized voiced alveolar trill consonant	prosody
ⁿtsʼ	1	from pre-nasalized voiceless alveolar stop to voiceless alveolar ejective sibilant fricative cluster	prosody
ⁿtɬ	1	from pre-nasalized voiceless alveolar stop to voiceless alveolar lateral fricative cluster	prosody
ⁿtɸ	1	from pre-nasalized voiceless alveolar stop to voiceless bilabial fricative cluster	prosody
ⁿtʃʷʰ	1	pre-nasalized labialized aspirated voiceless post-alveolar sibilant affricate consonant	prosody
ⁿtʃʷ	1	pre-nasalized labialized voiceless post-alveolar sibilant affricate consonant	prosody
ⁿtʃ’	1	pre-nasalized voiceless post-alveolar ejective sibilant affricate consonant	prosody
ⁿǀ	1	pre-nasalized voiceless dental click consonant	prosody
ⁿgʷ	1	pre-nasalized labialized voiced velar stop consonant	prosody
ⁿɬ	5	pre-nasalized voiceless alveolar lateral fricative consonant	prosody
ⁿɮ	5	pre-nasalized voiced alveolar lateral fricative consonant	prosody
ⁿʃ	3	pre-nasalized voiceless post-alveolar sibilant fricative consonant	prosody
ⁿʒ	3	pre-nasalized voiced post-alveolar sibilant fricative consonant	prosody
õĩ	7	from nasalized rounded close-mid back to nasalized unrounded close front diphthong	prosody
ãʉ̃	7	from nasalized unrounded open front to nasalized rounded close central diphthong	prosody
ãẽ	7	from nasalized unrounded open front to nasalized unrounded close-mid front diphthong	prosody
aʉ	7	from unrounded open front to rounded close central diphthong	prosody
oɨ	7	from rounded close-mid back to unrounded close central diphthong	prosody
aːɨ	7	from long unrounded open front to unrounded close central diphthong	prosody
ɨu	7	from unrounded close central to rounded close back diphthong	prosody
əa	7	from unrounded mid central to unrounded open front diphthong	prosody
øi	7	from rounded close-mid front to unrounded close front diphthong	prosody
ɨ̰	7	creaky unrounded close central vowel	prosody
ɨ̰̃	7	nasalized creaky unrounded close central vowel	prosody
ð̞ʲ	3	palatalized voiced dental approximant consonant	prosody
n̪dz̪	4	from voiced dental nasal to voiced dental sibilant affricate cluster	prosody
mpʲʷ	4	from voiced bilabial nasal to palatalized labialized voiceless bilabial stop cluster	prosody
mpʷ	4	from voiced bilabial nasal to labialized voiceless bilabial stop cluster	prosody
ntʲ	4	from voiced alveolar nasal to palatalized voiceless alveolar stop cluster	prosody
pʲʷ	1	palatalized labialized voiceless bilabial stop consonant	prosody
t̠pʲ	1	from voiceless post-alveolar stop to palatalized voiceless bilabial stop cluster	prosody
tpʲ	1	from voiceless alveolar stop to palatalized voiceless bilabial stop cluster	prosody
t̠p	1	from voiceless post-alveolar stop to voiceless bilabial stop cluster	prosody
mʲʷ	4	palatalized labialized voiced bilabial nasal consonant	prosody
mbβ	4	from voiced bilabial nasal to voiced bilabial affricate cluster	prosody
ʀʲ	5	palatalized voiced uvular trill consonant	prosody
ʃˤ	3	pharyngealized voiceless post-alveolar sibilant fricative consonant	prosody
t̠̰ʃ̰	1	from creaky voiceless post-alveolar stop to creaky voiceless post-alveolar sibilant fricative cluster	prosody
t̰ɬ̰	1	from creaky voiceless alveolar stop to creaky voiceless alveolar lateral fricative cluster	prosody
ɽ̥	5	devoiced voiced retroflex tap consonant	prosody
t̠ɕ	1	from voiceless post-alveolar stop to voiceless alveolo-palatal sibilant fricative cluster	prosody
t̠ɕʰ	1	from voiceless post-alveolar stop to aspirated voiceless alveolo-palatal sibilant fricative cluster	prosody
n̪ts̪	4	from voiced dental nasal to voiceless dental sibilant affricate cluster	prosody
n̪ts̪ʰ	4	from voiced dental nasal to aspirated voiceless dental affricate cluster	prosody
ɹ̰	5	creaky voiced alveolar approximant consonant	prosody
g̰ʷ	1	labialized creaky voiced velar stop consonant	prosody
iɤ	7	from unrounded close front to unrounded close-mid back diphthong	prosody
rˠ	5	velarized voiced alveolar trill consonant	prosody
n̰ʲ	4	palatalized creaky voiced alveolar nasal consonant	prosody
dz̪ʲ	1	palatalized voiced dental sibilant affricate consonant	prosody
ĩˀ	7	glottalized nasalized unrounded close front vowel	prosody
ẽˀ	7	glottalized nasalized unrounded close-mid front vowel	prosody
ãˀ	7	glottalized nasalized unrounded open front vowel	prosody
õˀ	7	glottalized nasalized rounded close-mid back vowel	prosody
mβʲ	4	from voiced bilabial nasal to palatalized voiced bilabial fricative cluster	prosody
ɲˀ	4	glottalized voiced palatal nasal consonant	prosody
oʉ	7	from rounded close-mid back to rounded close central diphthong	prosody
ɑ̰	7	creaky unrounded open back vowel	prosody
u̠ː	7	long retracted rounded close back vowel	prosody
ɑˤ	7	pharyngealized unrounded open back vowel	prosody
ɒ̯	7	non-syllabic rounded open back vowel	prosody
ə̯˞	7	rhotacized non-syllabic unrounded mid central vowel	prosody
ɘ̯	7	non-syllabic unrounded close-mid central vowel	prosody
ɜ̯	7	non-syllabic unrounded open-mid central vowel	prosody
ɞ̯	7	non-syllabic rounded open-mid central vowel	prosody
ɵ̯	7	non-syllabic rounded close-mid central vowel	prosody
ø̯	7	non-syllabic rounded close-mid front vowel	prosody
ɶ̯	7	non-syllabic rounded open front vowel	prosody
œ̯	7	non-syllabic rounded open-mid front vowel	prosody
ʉ̯	7	non-syllabic rounded close central vowel	prosody
y̯	7	non-syllabic rounded close front vowel	prosody
ʏ̯	7	non-syllabic rounded near-close near-front vowel	prosody
æ̯	7	non-syllabic unrounded near-open front vowel	prosody
ã̯	7	non-syllabic nasalized unrounded open front vowel	prosody
ɐ̯̃	7	non-syllabic nasalized unrounded near-open central vowel	prosody
ɑ̯̃	7	non-syllabic nasalized unrounded open back vowel	prosody
ɒ̯̃	7	non-syllabic nasalized rounded open back vowel	prosody
ɔ̯̃	7	non-syllabic nasalized rounded open-mid back vowel	prosody
ẽ̯	7	non-syllabic nasalized unrounded close-mid front vowel	prosody
ɛ̯̃	7	non-syllabic nasalized unrounded open-mid front vowel	prosody
ə̯̃	7	non-syllabic nasalized unrounded mid central vowel	prosody
ə̯̃˞	7	rhotacized non-syllabic nasalized unrounded mid central vowel	prosody
ɘ̯̃	7	non-syllabic nasalized unrounded close-mid central vowel	prosody
ɜ̯̃	7	non-syllabic nasalized unrounded open-mid central vowel	prosody
ɞ̯̃	7	non-syllabic nasalized rounded open-mid central vowel	prosody
ɤ̯̃	7	non-syllabic nasalized unrounded close-mid back vowel	prosody
ɪ̯̃	7	non-syllabic nasalized unrounded near-close near-front vowel	prosody
ɨ̯̃	7	non-syllabic nasalized unrounded close central vowel	prosody
ɯ̯̃	7	non-syllabic nasalized unrounded close back vowel	prosody
õ̯	7	non-syllabic nasalized rounded close-mid back vowel	prosody
ɵ̯̃	7	non-syllabic nasalized rounded close-mid central vowel	prosody
ø̯̃	7	non-syllabic nasalized rounded close-mid front vowel	prosody
ɶ̯̃	7	non-syllabic nasalized rounded open front vowel	prosody
œ̯̃	7	non-syllabic nasalized rounded open-mid front vowel	prosody
ʉ̯̃	7	non-syllabic nasalized rounded close central vowel	prosody
ʊ̯̃	7	non-syllabic nasalized rounded near-close near-back vowel	prosody
ʌ̯̃	7	non-syllabic nasalized unrounded open-mid back vowel	prosody
ỹ̯	7	non-syllabic nasalized rounded close front vowel	prosody
ʏ̯̃	7	non-syllabic nasalized rounded near-close near-front vowel	prosody
æ̯̃	7	non-syllabic nasalized unrounded near-open front vowel	prosody
ɐ̥	7	devoiced unrounded near-open central vowel	prosody
ɑ̥	7	devoiced unrounded open back vowel	prosody
ɒ̥	7	devoiced rounded open back vowel	prosody
ə̥˞	7	rhotacized devoiced unrounded mid central vowel	prosody
ɘ̥	7	devoiced unrounded close-mid central vowel	prosody
ɜ̥	7	devoiced unrounded open-mid central vowel	prosody
ɞ̥	7	devoiced rounded open-mid central vowel	prosody
ɤ̥	7	devoiced unrounded close-mid back vowel	prosody
ɵ̥	7	devoiced rounded close-mid central vowel	prosody
ø̥	7	devoiced rounded close-mid front vowel	prosody
ɶ̥	7	devoiced rounded open front vowel	prosody
œ̥	7	devoiced rounded open-mid front vowel	prosody
ʉ̥	7	devoiced rounded close central vowel	prosody
ʌ̥	7	devoiced unrounded open-mid back vowel	prosody
y̥	7	devoiced rounded close front vowel	prosody
ʏ̥	7	devoiced rounded near-close near-front vowel	prosody
æ̥	7	devoiced unrounded near-open front vowel	prosody
ʋ̥	6	devoiced voiced labio-dental approximant consonant	prosody
ɺ̥	5	devoiced voiced alveolar lateral tap consonant	prosody
ɻ̥	5	devoiced voiced retroflex approximant consonant	prosody
ḁ̯	7	non-syllabic devoiced unrounded open front vowel	prosody
ɐ̥̯	7	non-syllabic devoiced unrounded near-open central vowel	prosody
ɑ̥̯	7	non-syllabic devoiced unrounded open back vowel	prosody
ɒ̥̯	7	non-syllabic devoiced rounded open back vowel	prosody
ɔ̥̯	7	non-syllabic devoiced rounded open-mid back vowel	prosody
e̥̯	7	non-syllabic devoiced unrounded close-mid front vowel	prosody
ɛ̥̯	7	non-syllabic devoiced unrounded open-mid front vowel	prosody
ə̥̯	7	non-syllabic devoiced unrounded mid central vowel	prosody
ə̥̯˞	7	rhotacized non-syllabic devoiced unrounded mid central vowel	prosody
ɘ̥̯	7	non-syllabic devoiced unrounded close-mid central vowel	prosody
ɜ̥̯	7	non-syllabic devoiced unrounded open-mid central vowel	prosody
ɞ̥̯	7	non-syllabic devoiced rounded open-mid central vowel	prosody
ɤ̥̯	7	non-syllabic devoiced unrounded close-mid back vowel	prosody
i̥̯	7	non-syllabic devoiced unrounded close front vowel	prosody
ɪ̥̯	7	non-syllabic devoiced unrounded near-close near-front vowel	prosody
ɨ̥̯	7	non-syllabic devoiced unrounded close central vowel	prosody
ɯ̥̯	7	non-syllabic devoiced unrounded close back vowel	prosody
o̥̯	7	non-syllabic devoiced rounded close-mid back vowel	prosody
ɵ̥̯	7	non-syllabic devoiced rounded close-mid central vowel	prosody
ø̥̯	7	non-syllabic devoiced rounded close-mid front vowel	prosody
ɶ̥̯	7	non-syllabic devoiced rounded open front vowel	prosody
œ̥̯	7	non-syllabic devoiced rounded open-mid front vowel	prosody
u̥̯	7	non-syllabic devoiced rounded close back vowel	prosody
ʉ̥̯	7	non-syllabic devoiced rounded close central vowel	prosody
ʊ̥̯	7	non-syllabic devoiced rounded near-close near-back vowel	prosody
ʌ̥̯	7	non-syllabic devoiced unrounded open-mid back vowel	prosody
y̥̯	7	non-syllabic devoiced rounded close front vowel	prosody
ʏ̥̯	7	non-syllabic devoiced rounded near-close near-front vowel	prosody
æ̥̯	7	non-syllabic devoiced unrounded near-open front vowel	prosody
ḁ̃	7	nasalized devoiced unrounded open front vowel	prosody
ɐ̥̃	7	nasalized devoiced unrounded near-open central vowel	prosody
ɑ̥̃	7	nasalized devoiced unrounded open back vowel	prosody
ɒ̥̃	7	nasalized devoiced rounded open back vowel	prosody
ɔ̥̃	7	nasalized devoiced rounded open-mid back vowel	prosody
ẽ̥	7	nasalized devoiced unrounded close-mid front vowel	prosody
ɛ̥̃	7	nasalized devoiced unrounded open-mid front vowel	prosody
ə̥̃	7	nasalized devoiced unrounded mid central vowel	prosody
ə̥̃˞	7	rhotacized nasalized devoiced unrounded mid central vowel	prosody
ɘ̥̃	7	nasalized devoiced unrounded close-mid central vowel	prosody
ɜ̥̃	7	nasalized devoiced unrounded open-mid central vowel	prosody
ɞ̥̃	7	nasalized devoiced rounded open-mid central vowel	prosody
ɤ̥̃	7	nasalized devoiced unrounded close-mid back vowel	prosody
ĩ̥	7	nasalized devoiced unrounded close front vowel	prosody
ɪ̥̃	7	nasalized devoiced unrounded near-close near-front vowel	prosody
ɨ̥̃	7	nasalized devoiced unrounded close central vowel	prosody
õ̥	7	nasalized devoiced rounded close-mid back vowel	prosody
ɵ̥̃	7	nasalized devoiced rounded close-mid central vowel	prosody
ø̥̃	7	nasalized devoiced rounded close-mid front vowel	prosody
ɶ̥̃	7	nasalized devoiced rounded open front vowel	prosody
œ̥̃	7	nasalized devoiced rounded open-mid front vowel	prosody
ũ̥	7	nasalized devoiced rounded close back vowel	prosody
ʉ̥̃	7	nasalized devoiced rounded close central vowel	prosody
ʊ̥̃	7	nasalized devoiced rounded near-close near-back vowel	prosody
ʌ̥̃	7	nasalized devoiced unrounded open-mid back vowel	prosody
ỹ̥	7	nasalized devoiced rounded close front vowel	prosody
ʏ̥̃	7	nasalized devoiced rounded near-close near-front vowel	prosody
æ̥̃	7	nasalized devoiced unrounded near-open front vowel	prosody
ḁ̯̃	7	non-syllabic nasalized devoiced unrounded open front vowel	prosody
ɐ̥̯̃	7	non-syllabic nasalized devoiced unrounded near-open central vowel	prosody
ɑ̥̯̃	7	non-syllabic nasalized devoiced unrounded open back vowel	prosody
ɒ̥̯̃	7	non-syllabic nasalized devoiced rounded open back vowel	prosody
ɔ̥̯̃	7	non-syllabic nasalized devoiced rounded open-mid back vowel	prosody
ẽ̥̯	7	non-syllabic nasalized devoiced unrounded close-mid front vowel	prosody
ɛ̥̯̃	7	non-syllabic nasalized devoiced unrounded open-mid front vowel	prosody
ə̥̯̃	7	non-syllabic nasalized devoiced unrounded mid central vowel	prosody
ə̥̯̃˞	7	rhotacized non-syllabic nasalized devoiced unrounded mid central vowel	prosody
ɘ̥̯̃	7	non-syllabic nasalized devoiced unrounded close-mid central vowel	prosody
ɜ̥̯̃	7	non-syllabic nasalized devoiced unrounded open-mid central vowel	prosody
