ID	GRAPHEME	ALIASES	REPRESENTATION	TRANSCRIPTION_SYSTEMS	TRANSCRIPTION_DATA	SOUND_CLASSES
nasalized devoiced rounded open-mid front vowel	œ̥̃	œ̥̃, œ̥̃	2	bipa	nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:U
nasalized devoiced rounded near-close near-back vowel	ʊ̥̃	ʊ̥̃, ʊ̥̃	2	bipa	nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
nasalized devoiced unrounded open-mid back vowel	ʌ̥̃	ʌ̥̃, ʌ̥̃	2	bipa	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
nasalized devoiced rounded close front vowel	ỹ̥	ỹ̥, ỹ̥	2	bipa	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
nasalized devoiced unrounded near-open front vowel	æ̥̃	æ̥̃, æ̥̃	2	bipa	nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized devoiced unrounded near-open central vowel	ɐ̥̯̃	ɐ̥̯̃, ɐ̯̥̃	2	bipa	nidaba	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized devoiced unrounded close-mid central vowel	ɘ̥̯̃	ɘ̥̯̃, ɘ̯̥̃	2	bipa	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized devoiced unrounded open-mid central vowel	ɜ̥̯̃	ɜ̥̯̃, ɜ̯̥̃	2	bipa	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized devoiced rounded open-mid central vowel	ɞ̥̯̃	ɞ̥̯̃, ɞ̯̥̃	2	bipa	nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic nasalized devoiced rounded close-mid central vowel	ɵ̥̯̃	ɵ̥̯̃, ɵ̯̥̃	2	bipa	nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic nasalized devoiced rounded close-mid front vowel	ø̥̯̃	ø̥̯̃, ø̯̥̃	2	bipa	nidaba	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic nasalized devoiced rounded open front vowel	ɶ̥̯̃	ɶ̥̯̃, ɶ̯̥̃	2	bipa	nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic nasalized devoiced rounded open-mid front vowel	œ̥̯̃	œ̥̯̃, œ̯̥̃	2	bipa	nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:U
non-syllabic nasalized devoiced rounded near-close near-back vowel	ʊ̥̯̃	ʊ̥̯̃, ʊ̯̥̃	2	bipa	nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic nasalized devoiced unrounded open-mid back vowel	ʌ̥̯̃	ʌ̥̯̃, ʌ̯̥̃	2	bipa	nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic nasalized devoiced rounded close front vowel	ỹ̥̯	ỹ̥̯, ỹ̯̥	2	bipa	nidaba	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
non-syllabic nasalized devoiced unrounded near-open front vowel	æ̥̯̃	æ̥̯̃, æ̯̥̃	2	bipa	nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
aspirated voiced bilabial implosive consonant	ɓʰ	ɓʰ	2	bipa	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
aspirated voiced labio-dental nasal consonant	ɱʰ	ɱʰ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
aspirated voiced velar implosive consonant	ɠʰ	ɠʰ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
aspirated voiced uvular implosive consonant	ʛʰ	ʛʰ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
aspirated devoiced voiced labio-dental nasal consonant	ɱ̥ʰ	ɱ̥ʰ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic voiced bilabial implosive consonant	ɓ̩	ɓ̩	2	bipa	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
syllabic voiceless bilabial fricative consonant	ɸ̩	ɸ̩	2	bipa	nidaba	asjp:f, color:#c8c864, dolgo:P, prosody:3, sca:B
syllabic voiced labio-dental nasal consonant	ɱ̩	ɱ̩	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic voiced dental implosive consonant	ɗ̩	ɗ̩	2	bipa	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic voiced alveolar lateral fricative consonant	ɮ̩	ɮ̩	2	bipa	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic voiced alveolar lateral tap consonant	ɺ̩	ɺ̩	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic devoiced voiced alveolar tap consonant	ɾ̩	ɾ̩	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic voiceless post-alveolar sibilant fricative consonant	ʃ̩	ʃ̩	2	bipa	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic voiced retroflex stop consonant	ɖ̩	ɖ̩	2	bipa	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic voiced retroflex approximant consonant	ɻ̩	ɻ̩	2	bipa	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic voiceless palatal stop consonant	c̩	c̩	2	bipa	nidaba	asjp:T, color:#c89664, dolgo:K, prosody:1, sca:C
syllabic voiced palatal stop consonant	ɟ̩	ɟ̩	2	bipa	nidaba	asjp:C, color:#c89664, dolgo:K, prosody:1, sca:C
syllabic voiceless palatal sibilant fricative consonant	ç̩	ç̩, ç̩	2	bipa	nidaba	asjp:T, color:#c89664, dolgo:K, prosody:1, sca:C
syllabic voiced palatal fricative consonant	ʝ̩	ʝ̩	2	bipa	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic voiced palatal lateral approximant consonant	ʎ̩	ʎ̩	2	bipa	nidaba	asjp:l, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic voiced velar implosive consonant	ɠ̩	ɠ̩	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
syllabic voiced velar lateral approximant consonant	ʟ̩	ʟ̩	2	bipa	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic voiced uvular implosive consonant	ʛ̩	ʛ̩	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
syllabic voiceless uvular fricative consonant	χ̩	χ̩	2	bipa	nidaba	asjp:G, color:#c89664, dolgo:K, prosody:3, sca:G
syllabic voiced uvular fricative consonant	ʁ̩	ʁ̩	2	bipa	nidaba	asjp:G, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic voiced uvular trill consonant	ʀ̩	ʀ̩	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic voiced pharyngeal fricative consonant	ʕ̩	ʕ̩	2	bipa	nidaba	asjp:G, color:#96c864, dolgo:H, prosody:1, sca:H
syllabic voiceless pharyngeal fricative consonant	ħ̩	ħ̩	2	bipa	nidaba	asjp:G, color:#96c864, dolgo:H, prosody:3, sca:H
syllabic devoiced voiced bilabial trill consonant	ʙ̩̥	ʙ̥̩, ʙ̩̥	2	bipa	nidaba	asjp:b, color:#c864c8, dolgo:W, prosody:3, sca:B
syllabic devoiced voiced labio-dental nasal consonant	ɱ̩̥	ɱ̥̩, ɱ̩̥	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic devoiced voiced alveolar trill consonant	r̩̥	r̥̩, r̩̥	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic devoiced voiced alveolar lateral tap consonant	ɺ̩̥	ɺ̥̩, ɺ̩̥	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic devoiced voiced retroflex tap consonant	ɽ̩̥	ɽ̥̩, ɽ̩̥	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic devoiced voiced retroflex approximant consonant	ɻ̩̥	ɻ̥̩, ɻ̩̥	2	bipa	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic devoiced voiced palatal lateral approximant consonant	ʎ̩̥	ʎ̥̩, ʎ̩̥	2	bipa	nidaba	asjp:l, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic devoiced voiced velar lateral approximant consonant	ʟ̩̥	ʟ̥̩, ʟ̩̥	2	bipa	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic devoiced voiced uvular trill consonant	ʀ̩̥	ʀ̥̩, ʀ̩̥	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
palatalized voiced bilabial trill consonant	ʙʲ	ʙʲ	2	bipa	nidaba	asjp:b, color:#c864c8, dolgo:W, prosody:3, sca:B
palatalized voiced labio-dental nasal consonant	ɱʲ	ɱʲ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
palatalized voiced retroflex tap consonant	ɽʲ	ɽʲ	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
palatalized voiced palatal fricative consonant	ʝʲ	ʝʲ	2	bipa	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
palatalized voiced palatal lateral approximant consonant	ʎʲ	ʎʲ	2	bipa	nidaba	asjp:l, color:#6464c8, dolgo:R, prosody:5, sca:L
palatalized voiced velar lateral approximant consonant	ʟʲ	ʟʲ	2	bipa	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
palatalized voiced uvular implosive consonant	ʛʲ	ʛʲ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
palatalized voiced pharyngeal fricative consonant	ʕʲ	ʕʲ	2	bipa	nidaba	asjp:G, color:#96c864, dolgo:H, prosody:1, sca:H
palatalized voiceless pharyngeal fricative consonant	ħʲ	ħʲ	2	bipa	nidaba	asjp:G, color:#96c864, dolgo:H, prosody:3, sca:H
palatalized devoiced voiced bilabial trill consonant	ʙ̥ʲ	ʙ̥ʲ	2	bipa	nidaba	asjp:b, color:#c864c8, dolgo:W, prosody:3, sca:B
palatalized devoiced voiced labio-dental nasal consonant	ɱ̥ʲ	ɱ̥ʲ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
palatalized devoiced voiced alveolar lateral tap consonant	ɺ̥ʲ	ɺ̥ʲ	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
palatalized devoiced voiced retroflex tap consonant	ɽ̥ʲ	ɽ̥ʲ	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
palatalized devoiced voiced retroflex approximant consonant	ɻ̥ʲ	ɻ̥ʲ	2	bipa	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:R
palatalized devoiced voiced palatal lateral approximant consonant	ʎ̥ʲ	ʎ̥ʲ	2	bipa	nidaba	asjp:l, color:#6464c8, dolgo:R, prosody:5, sca:L
palatalized devoiced voiced velar lateral approximant consonant	ʟ̥ʲ	ʟ̥ʲ	2	bipa	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
palatalized devoiced voiced uvular trill consonant	ʀ̥ʲ	ʀ̥ʲ	2	bipa	nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
palatalized aspirated voiced bilabial implosive consonant	ɓʲʰ	ɓʰʲ, ɓʲʰ	2	bipa	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
palatalized aspirated voiced labio-dental nasal consonant	ɱʲʰ	ɱʰʲ, ɱʲʰ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
palatalized aspirated voiced dental implosive consonant	ɗʲʰ	ɗʰʲ, ɗʲʰ	2	bipa	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
palatalized aspirated voiced retroflex stop consonant	ɖʲʰ	ɖʰʲ, ɖʲʰ	2	bipa	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
palatalized aspirated voiceless palatal stop consonant	cʲʰ	cʰʲ, cʲʰ	2	bipa	nidaba	asjp:T, color:#c89664, dolgo:K, prosody:1, sca:C
palatalized aspirated voiced palatal stop consonant	ɟʲʰ	ɟʰʲ, ɟʲʰ	2	bipa	nidaba	asjp:C, color:#c89664, dolgo:K, prosody:1, sca:C
palatalized aspirated voiced velar implosive consonant	ɠʲʰ	ɠʰʲ, ɠʲʰ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
palatalized aspirated voiced uvular implosive consonant	ʛʲʰ	ʛʰʲ, ʛʲʰ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
palatalized aspirated devoiced voiced labio-dental nasal consonant	ɱ̥ʲʰ	ɱ̥ʰʲ, ɱ̥ʲʰ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic palatalized voiced bilabial implosive consonant	ɓ̩ʲ	ɓ̩ʲ	2	bipa	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
syllabic palatalized voiceless bilabial fricative consonant	ɸ̩ʲ	ɸ̩ʲ	2	bipa	nidaba	asjp:f, color:#c8c864, dolgo:P, prosody:3, sca:B
syllabic palatalized voiced bilabial fricative consonant	β̩ʲ	β̩ʲ	2	bipa	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:3, sca:B
syllabic palatalized voiced labio-dental nasal consonant	ɱ̩ʲ	ɱ̩ʲ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic palatalized voiced dental implosive consonant	ɗ̩ʲ	ɗ̩ʲ	2	bipa	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic palatalized voiced alveolar lateral fricative consonant	ɮ̩ʲ	ɮ̩ʲ	2	bipa	nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
syllabic palatalized voiceless post-alveolar sibilant fricative consonant	ʃ̩ʲ	ʃ̩ʲ	2	bipa	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic palatalized voiced post-alveolar sibilant fricative consonant	ʒ̩ʲ	ʒ̩ʲ	2	bipa	nidaba	asjp:Z, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic palatalized voiced retroflex stop consonant	ɖ̩ʲ	ɖ̩ʲ	2	bipa	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
syllabic palatalized voiceless palatal stop consonant	c̩ʲ	c̩ʲ	2	bipa	nidaba	asjp:T, color:#c89664, dolgo:K, prosody:1, sca:C
syllabic palatalized voiced palatal stop consonant	ɟ̩ʲ	ɟ̩ʲ	2	bipa	nidaba	asjp:C, color:#c89664, dolgo:K, prosody:1, sca:C
syllabic palatalized voiceless palatal sibilant fricative consonant	ç̩ʲ	ç̩ʲ, ç̩ʲ	2	bipa	nidaba	asjp:T, color:#c89664, dolgo:K, prosody:1, sca:C
syllabic palatalized voiced palatal fricative consonant	ʝ̩ʲ	ʝ̩ʲ	2	bipa	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
syllabic palatalized voiced velar implosive consonant	ɠ̩ʲ	ɠ̩ʲ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
syllabic palatalized voiced uvular implosive consonant	ʛ̩ʲ	ʛ̩ʲ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
syllabic palatalized voiceless uvular fricative consonant	χ̩ʲ	χ̩ʲ	2	bipa	nidaba	asjp:G, color:#c89664, dolgo:K, prosody:3, sca:G
syllabic palatalized voiced uvular fricative consonant	ʁ̩ʲ	ʁ̩ʲ	2	bipa	nidaba	asjp:G, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic palatalized voiced pharyngeal fricative consonant	ʕ̩ʲ	ʕ̩ʲ	2	bipa	nidaba	asjp:G, color:#96c864, dolgo:H, prosody:1, sca:H
syllabic palatalized voiceless pharyngeal fricative consonant	ħ̩ʲ	ħ̩ʲ	2	bipa	nidaba	asjp:G, color:#96c864, dolgo:H, prosody:3, sca:H
syllabic palatalized devoiced voiced labio-dental nasal consonant	ɱ̩̥ʲ	ɱ̥̩ʲ, ɱ̩̥ʲ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
labialized voiced labio-dental nasal consonant	ɱʷ	ɱʷ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
labialized voiced retroflex stop consonant	ɖʷ	ɖʷ	2	bipa	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
labialized voiced palatal fricative consonant	ʝʷ	ʝʷ	2	bipa	nidaba	asjp:S, color:#6496c8, dolgo:S, prosody:3, sca:S
labialized voiced uvular implosive consonant	ʛʷ	ʛʷ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
labialized devoiced voiced labio-dental nasal consonant	ɱ̥ʷ	ɱ̥ʷ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
labialized aspirated voiced bilabial implosive consonant	ɓʷʰ	ɓʰʷ, ɓʷʰ	2	bipa	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
labialized aspirated voiced labio-dental nasal consonant	ɱʷʰ	ɱʰʷ, ɱʷʰ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
labialized aspirated voiced dental implosive consonant	ɗʷʰ	ɗʰʷ, ɗʷʰ	2	bipa	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
labialized aspirated voiced retroflex stop consonant	ɖʷʰ	ɖʰʷ, ɖʷʰ	2	bipa	nidaba	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
labialized aspirated voiced palatal stop consonant	ɟʷʰ	ɟʰʷ, ɟʷʰ	2	bipa	nidaba	asjp:C, color:#c89664, dolgo:K, prosody:1, sca:C
labialized aspirated voiced velar implosive consonant	ɠʷʰ	ɠʰʷ, ɠʷʰ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
labialized aspirated voiced uvular implosive consonant	ʛʷʰ	ʛʰʷ, ʛʷʰ	2	bipa	nidaba	asjp:0, color:0, dolgo:0, prosody:0, sca:0
labialized aspirated devoiced voiced labio-dental nasal consonant	ɱ̥ʷʰ	ɱ̥ʰʷ, ɱ̥ʷʰ	2	bipa	nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
syllabic labialized voiced bilabial implosive consonant	ɓ̩ʷ	ɓ̩ʷ	2	bipa	nidaba	asjp:b, color:#c8c864, dolgo:P, prosody:1, sca:P
syllabic labialized voiceless bilabial fricative consonant	ɸ̩ʷ	ɸ̩ʷ	2	bipa	nidaba	asjp:f, color:#c8c864, dolgo:P, prosody:3, sca:B
