CLTS_NAME	BIPA_GRAPHEME	EURASIAN_URL	EURASIAN_GRAPHEME
front nasalized unrounded open front vowel	ã	http://eurasianphonology.info/search_exact?dialects=True&query=ã	ã
front nasalized unrounded close front vowel	ĩ	http://eurasianphonology.info/search_exact?dialects=True&query=ĩ	ĩ
back nasalized rounded close back vowel	ũ	http://eurasianphonology.info/search_exact?dialects=True&query=ũ	ũ
aspirated voiceless dental stop consonant	t̪ʰ	http://eurasianphonology.info/search_exact?dialects=True&query=t̪ʰ	t̪ʰ
voiceless dental ejective stop consonant	t̪ʼ	http://eurasianphonology.info/search_exact?dialects=True&query=t̪ʼ	t̪ʼ
voiceless uvular ejective affricate consonant	qχ’	http://eurasianphonology.info/search_exact?dialects=True&query=qχʼ	qχʼ
voiceless uvular affricate consonant	qχ	http://eurasianphonology.info/search_exact?dialects=True&query=qχ	qχ
voiced apical alveolar trill consonant	r̺	http://eurasianphonology.info/search_exact?dialects=True&query=r̺	r̺
ultra-short central unrounded mid central vowel	ə̆	http://eurasianphonology.info/search_exact?dialects=True&query=ə̆	ə̆
back less-rounded rounded open-mid back vowel	ɔ̜	http://eurasianphonology.info/search_exact?dialects=True&query=ɔ̜	ɔ̜
front less-rounded rounded open-mid front vowel	œ̜	http://eurasianphonology.info/search_exact?dialects=True&query=œ̜	œ̜
long back less-rounded rounded open-mid back vowel	ɔ̜ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɔ̜ː	ɔ̜ː
long front less-rounded rounded open-mid front vowel	œ̜ː	http://eurasianphonology.info/search_exact?dialects=True&query=œ̜ː	œ̜ː
from front unrounded open front to non-syllabic front unrounded close-mid front diphthong	ae̯	http://eurasianphonology.info/search_exact?dialects=True&query=ae̯	ae̯
from central rounded open-mid central to non-syllabic front unrounded close-mid front diphthong	ɞe̯	http://eurasianphonology.info/search_exact?dialects=True&query=ɞe̯	ɞe̯
from central rounded close central to non-syllabic front unrounded close front diphthong	ʉi̯	http://eurasianphonology.info/search_exact?dialects=True&query=ʉi̯	ʉi̯
from front rounded close front to non-syllabic front unrounded close front diphthong	yi̯	http://eurasianphonology.info/search_exact?dialects=True&query=yi̯	yi̯
velarized voiceless bilabial stop consonant	pˠ	http://eurasianphonology.info/search_exact?dialects=True&query=pˠ	pˠ
velarized voiced bilabial stop consonant	bˠ	http://eurasianphonology.info/search_exact?dialects=True&query=bˠ	bˠ
velarized voiceless labio-dental fricative consonant	fˠ	http://eurasianphonology.info/search_exact?dialects=True&query=fˠ	fˠ
velarized voiced bilabial nasal consonant	mˠ	http://eurasianphonology.info/search_exact?dialects=True&query=mˠ	mˠ
velarized voiceless dental stop consonant	t̪ˠ	http://eurasianphonology.info/search_exact?dialects=True&query=t̪ˠ	t̪ˠ
velarized voiced dental stop consonant	d̪ˠ	http://eurasianphonology.info/search_exact?dialects=True&query=d̪ˠ	d̪ˠ
palatalized voiceless post-alveolar stop consonant	t̠ʲ	http://eurasianphonology.info/search_exact?dialects=True&query=t̠ʲ	t̠ʲ
palatalized voiced post-alveolar stop consonant	d̠ʲ	http://eurasianphonology.info/search_exact?dialects=True&query=d̠ʲ	d̠ʲ
velarized voiced dental nasal consonant	n̪ˠ	http://eurasianphonology.info/search_exact?dialects=True&query=n̪ˠ	n̪ˠ
velarized devoiced voiced alveolar tap consonant	ɾˠ	http://eurasianphonology.info/search_exact?dialects=True&query=ɾˠ	ɾˠ
palatalized devoiced voiced alveolar tap consonant	ɾʲ	http://eurasianphonology.info/search_exact?dialects=True&query=ɾʲ	ɾʲ
velarized voiced dental lateral approximant consonant	l̪ˠ	http://eurasianphonology.info/search_exact?dialects=True&query=l̪ˠ	l̪ˠ
voiced alveolo-palatal lateral approximant consonant	ȴ	http://eurasianphonology.info/search_exact?dialects=True&query=l̠ʲ	l̠ʲ
velarized voiceless alveolar sibilant fricative consonant	sˠ	http://eurasianphonology.info/search_exact?dialects=True&query=sˠ	sˠ
back unrounded open-mid back vowel	ʌ	http://eurasianphonology.info/search_exact?dialects=True&query=ʌ	ʌ
back unrounded close-mid back vowel	ɤ	http://eurasianphonology.info/search_exact?dialects=True&query=ɤ	ɤ
from front unrounded close front to front unrounded open front diphthong	ia	http://eurasianphonology.info/search_exact?dialects=True&query=ia	ia
from back rounded close back to front unrounded open front diphthong	ua	http://eurasianphonology.info/search_exact?dialects=True&query=ua	ua
from front unrounded open front to back rounded close back diphthong	au	http://eurasianphonology.info/search_exact?dialects=True&query=au	au
aspirated voiceless retroflex sibilant affricate consonant	ʈʂʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ʈʂʰ	ʈʂʰ
voiceless retroflex sibilant affricate consonant	ʈʂ	http://eurasianphonology.info/search_exact?dialects=True&query=ʈʂ	ʈʂ
voiced retroflex sibilant fricative consonant	ʐ	http://eurasianphonology.info/search_exact?dialects=True&query=ʐ	ʐ
aspirated voiceless alveolar sibilant affricate consonant	tsʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tsʰ	tsʰ
palatalized aspirated voiceless bilabial stop consonant	pʲʰ	http://eurasianphonology.info/search_exact?dialects=True&query=pʲʰ	pʲʰ
palatalized aspirated voiceless alveolar stop consonant	tʲʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tʲʰ	tʲʰ
palatalized aspirated voiceless velar stop consonant	kʲʰ	http://eurasianphonology.info/search_exact?dialects=True&query=kʲʰ	kʲʰ
palatalized voiceless velar stop consonant	kʲ	http://eurasianphonology.info/search_exact?dialects=True&query=kʲ	kʲ
palatalized voiceless velar fricative consonant	xʲ	http://eurasianphonology.info/search_exact?dialects=True&query=xʲ	xʲ
labialized voiced bilabial nasal consonant	mʷ	http://eurasianphonology.info/search_exact?dialects=True&query=mʷ	mʷ
labialized aspirated voiceless alveolar stop consonant	tʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tʷʰ	tʷʰ
labialized voiceless alveolar stop consonant	tʷ	http://eurasianphonology.info/search_exact?dialects=True&query=tʷ	tʷ
labialized voiceless alveolar sibilant fricative consonant	sʷ	http://eurasianphonology.info/search_exact?dialects=True&query=sʷ	sʷ
labialized aspirated voiceless velar stop consonant	kʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=kʷʰ	kʷʰ
labialized aspirated voiceless post-alveolar sibilant affricate consonant	tʃʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tʃʷʰ	tʃʷʰ
labialized voiceless post-alveolar sibilant affricate consonant	tʃʷ	http://eurasianphonology.info/search_exact?dialects=True&query=tʃʷ	tʃʷ
labialized voiceless post-alveolar sibilant fricative consonant	ʃʷ	http://eurasianphonology.info/search_exact?dialects=True&query=ʃʷ	ʃʷ
long central unrounded mid central vowel	əː	http://eurasianphonology.info/search_exact?dialects=True&query=əː	əː
non-syllabic front unrounded close front vowel	i̯	http://eurasianphonology.info/search_exact?dialects=True&query=i̯	i̯
non-syllabic back rounded close back vowel	u̯	http://eurasianphonology.info/search_exact?dialects=True&query=u̯	u̯
voiced apical alveolar lateral fricative consonant	ɮ̺	http://eurasianphonology.info/search_exact?dialects=True&query=ɮ̺	ɮ̺
voiced apical alveolar nasal consonant	n̺	http://eurasianphonology.info/search_exact?dialects=True&query=n̺	n̺
voiceless alveolar sibilant affricate consonant	ts	http://eurasianphonology.info/search_exact?dialects=True&query=tˢ	tˢ
near-front rounded near-close near-front vowel	ʏ	http://eurasianphonology.info/search_exact?dialects=True&query=ʏ	ʏ
near-back rounded near-close near-back vowel	ʊ	http://eurasianphonology.info/search_exact?dialects=True&query=ʊ	ʊ
from near-back rounded near-close near-back to near-front unrounded near-close near-front diphthong	ʊɪ	http://eurasianphonology.info/search_exact?dialects=True&query=ʊɪ	ʊɪ
from front unrounded open-mid front to near-front unrounded near-close near-front diphthong	ɛɪ	http://eurasianphonology.info/search_exact?dialects=True&query=ɛɪ	ɛɪ
from back rounded open-mid back to near-front unrounded near-close near-front diphthong	ɔɪ	http://eurasianphonology.info/search_exact?dialects=True&query=ɔɪ	ɔɪ
from front unrounded open front to near-front unrounded near-close near-front diphthong	aɪ	http://eurasianphonology.info/search_exact?dialects=True&query=aɪ	aɪ
from central rounded close central to back rounded close back diphthong	ʉu	http://eurasianphonology.info/search_exact?dialects=True&query=ʉu	ʉu
from back rounded open-mid back to back rounded close back diphthong	ɔu	http://eurasianphonology.info/search_exact?dialects=True&query=ɔu	ɔu
from front unrounded open-mid front to front unrounded open front diphthong	ɛa	http://eurasianphonology.info/search_exact?dialects=True&query=ɛa	ɛa
from back rounded open-mid back to front unrounded open front diphthong	ɔa	http://eurasianphonology.info/search_exact?dialects=True&query=ɔa	ɔa
voiced alveolar approximant consonant	ɹ	http://eurasianphonology.info/search_exact?dialects=True&query=ɹ	ɹ
voiceless palatal-velar fricative consonant	ɧ	http://eurasianphonology.info/search_exact?dialects=True&query=ɧ	ɧ
long central advanced rounded close central vowel	ʉ̟ː	http://eurasianphonology.info/search_exact?dialects=True&query=ʉ̟ː	ʉ̟ː
central rounded close-mid central vowel	ɵ	http://eurasianphonology.info/search_exact?dialects=True&query=ɵ	ɵ
from front unrounded open front to front unrounded close front diphthong	ai	http://eurasianphonology.info/search_exact?dialects=True&query=ai	ai
from front unrounded open-mid front to front unrounded close front diphthong	ɛi	http://eurasianphonology.info/search_exact?dialects=True&query=ɛi	ɛi
from front rounded open-mid front to front unrounded close front diphthong	œi	http://eurasianphonology.info/search_exact?dialects=True&query=œi	œi
from back rounded close-mid back to back rounded close back diphthong	ou	http://eurasianphonology.info/search_exact?dialects=True&query=ou	ou
from front rounded close front to central unrounded mid central diphthong	yə	http://eurasianphonology.info/search_exact?dialects=True&query=yə	yə
from near-front unrounded near-close near-front to central unrounded mid central diphthong	ɪə	http://eurasianphonology.info/search_exact?dialects=True&query=ɪə	ɪə
from central rounded close-mid central to central unrounded mid central diphthong	ɵə	http://eurasianphonology.info/search_exact?dialects=True&query=ɵə	ɵə
from back rounded close-mid back to central unrounded mid central diphthong	oə	http://eurasianphonology.info/search_exact?dialects=True&query=oə	oə
aspirated voiceless uvular stop consonant	qʰ	http://eurasianphonology.info/search_exact?dialects=True&query=qʰ	qʰ
devoiced voiced alveolar lateral approximant consonant	l̥	http://eurasianphonology.info/search_exact?dialects=True&query=l̥	l̥
devoiced voiced alveolar nasal consonant	n̥	http://eurasianphonology.info/search_exact?dialects=True&query=n̥	n̥
devoiced voiced palatal approximant consonant	j̊	http://eurasianphonology.info/search_exact?dialects=True&query=j̊	j̊
long central rounded close-mid central vowel	ɵː	http://eurasianphonology.info/search_exact?dialects=True&query=ɵː	ɵː
voiced velar stop consonant	g	http://eurasianphonology.info/search_exact?dialects=True&query=ɡ	ɡ
pre-nasalized voiced bilabial stop consonant	ⁿb	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿb	ⁿb
pre-nasalized voiced alveolar stop consonant	ⁿd	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿd	ⁿd
pre-nasalized voiced palatal stop consonant	ⁿɟ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿɟ	ⁿɟ
pre-nasalized voiced velar stop consonant	ⁿg	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿɡ	ⁿɡ
pre-nasalized voiced uvular stop consonant	ⁿɢ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿɢ	ⁿɢ
voiced retroflex sibilant affricate consonant	ɖʐ	http://eurasianphonology.info/search_exact?dialects=True&query=ɖʐ	ɖʐ
from pre-nasalized voiced alveolar stop to voiced alveolar sibilant fricative cluster	ⁿdz	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿdz	ⁿdz
pre-nasalized voiced retroflex sibilant affricate consonant	ⁿɖʐ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿɖʐ	ⁿɖʐ
pre-nasalized voiced post-alveolar affricate consonant	ⁿdʒ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿdʒ	ⁿdʒ
from central unrounded nearly-open central to non-syllabic front unrounded close front diphthong	ɐi̯	http://eurasianphonology.info/search_exact?dialects=True&query=ɐi̯	ɐi̯
aspirated voiceless retroflex stop consonant	ʈʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ʈʰ	ʈʰ
voiced glottal fricative consonant	ɦ	http://eurasianphonology.info/search_exact?dialects=True&query=ɦ	ɦ
devoiced voiced alveolar trill consonant	r̥	http://eurasianphonology.info/search_exact?dialects=True&query=r̥	r̥
pre-nasalized aspirated voiceless bilabial stop consonant	ⁿpʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿpʰ	ⁿpʰ
pre-nasalized aspirated voiceless alveolar stop consonant	ⁿtʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿtʰ	ⁿtʰ
from pre-nasalized voiceless alveolar stop to aspirated voiceless alveolar sibilant fricative cluster	ⁿtsʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿtsʰ	ⁿtsʰ
pre-nasalized aspirated voiceless palatal stop consonant	ⁿcʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿcʰ	ⁿcʰ
pre-nasalized aspirated voiceless post-alveolar sibilant affricate consonant	ⁿtʃʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿtʃʰ	ⁿtʃʰ
pre-nasalized aspirated voiceless velar stop consonant	ⁿkʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿkʰ	ⁿkʰ
devoiced voiced bilabial nasal consonant	m̥	http://eurasianphonology.info/search_exact?dialects=True&query=m̥	m̥
devoiced voiced palatal nasal consonant	ɲ̊	http://eurasianphonology.info/search_exact?dialects=True&query=ɲ̊	ɲ̊
devoiced voiced velar nasal consonant	ŋ̊	http://eurasianphonology.info/search_exact?dialects=True&query=ŋ̊	ŋ̊
voiced uvular stop consonant	ɢ	http://eurasianphonology.info/search_exact?dialects=True&query=ɢ	ɢ
aspirated.sibilancy:sibilant voiceless alveolo-palatal affricate consonant	tɕʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tɕʰ	tɕʰ
raised back unrounded close back vowel	ɯ̝	http://eurasianphonology.info/search_exact?dialects=True&query=ɯ̝	ɯ̝
front nasalized unrounded nearly-open front vowel	æ̃	http://eurasianphonology.info/search_exact?dialects=True&query=æ̃	æ̃
aspirated voiceless alveolar sibilant fricative consonant	sʰ	http://eurasianphonology.info/search_exact?dialects=True&query=sʰ	sʰ
aspirated voiceless alveolo-palatal sibilant fricative consonant	ɕʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ɕʰ	ɕʰ
aspirated voiceless velar fricative consonant	xʰ	http://eurasianphonology.info/search_exact?dialects=True&query=xʰ	xʰ
pre-nasalized voiced velar stop consonant	ⁿg	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿg	ⁿg
from pre-nasalized voiced alveolar stop to voiced alveolo-palatal sibilant fricative cluster	ⁿdʑ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿdʑ	ⁿdʑ
pre-aspirated voiceless bilabial stop consonant	ʰp	http://eurasianphonology.info/search_exact?dialects=True&query=ʰp	ʰp
pre-aspirated voiceless alveolar stop consonant	ʰt	http://eurasianphonology.info/search_exact?dialects=True&query=ʰt	ʰt
from pre-aspirated voiceless alveolar stop to voiceless alveolar sibilant fricative cluster	ʰts	http://eurasianphonology.info/search_exact?dialects=True&query=ʰts	ʰts
pre-nasalized aspirated voiceless retroflex sibilant affricate consonant	ⁿʈʂʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿʈʂʰ	ⁿʈʂʰ
from pre-aspirated voiceless alveolar stop to voiceless post-alveolar sibilant fricative cluster	ʰtʃ	http://eurasianphonology.info/search_exact?dialects=True&query=ʰtʃ	ʰtʃ
pre-aspirated voiceless velar stop consonant	ʰk	http://eurasianphonology.info/search_exact?dialects=True&query=ʰk	ʰk
from back unrounded close back to front unrounded open front diphthong	ɯa	http://eurasianphonology.info/search_exact?dialects=True&query=ɯa	ɯa
from back unrounded close back to back rounded close-mid back diphthong	ɯo	http://eurasianphonology.info/search_exact?dialects=True&query=ɯo	ɯo
pre-aspirated voiceless retroflex stop consonant	ʰʈ	http://eurasianphonology.info/search_exact?dialects=True&query=ʰʈ	ʰʈ
pre-aspirated voiceless palatal stop consonant	ʰc	http://eurasianphonology.info/search_exact?dialects=True&query=ʰc	ʰc
pre-nasalized aspirated voiceless retroflex stop consonant	ⁿʈʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿʈʰ	ⁿʈʰ
pre-nasalized voiced retroflex stop consonant	ⁿɖ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿɖ	ⁿɖ
from pre-nasalized voiceless alveolar stop to aspirated voiceless alveolo-palatal sibilant fricative cluster	ⁿtɕʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿtɕʰ	ⁿtɕʰ
aspirated voiceless retroflex sibilant fricative consonant	ʂʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ʂʰ	ʂʰ
pre-nasalized aspirated voiceless alveolar sibilant fricative consonant	ⁿsʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿsʰ	ⁿsʰ
pre-nasalized aspirated voiceless velar fricative consonant	ⁿxʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿxʰ	ⁿxʰ
voiceless bilabial fricative consonant	ɸ	http://eurasianphonology.info/search_exact?dialects=True&query=ɸ	ɸ
pre-aspirated devoiced voiced alveolar lateral approximant consonant	ʰl̥	http://eurasianphonology.info/search_exact?dialects=True&query=ʰl̥	ʰl̥
pre-labialized aspirated voiceless alveolar sibilant fricative consonant	ʷsʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ʰʷsʰ	ʰʷsʰ
pre-labialized aspirated voiceless retroflex sibilant fricative consonant	ʷʂʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ʰʷʂʰ	ʰʷʂʰ
pre-labialized aspirated voiceless alveolo-palatal sibilant fricative consonant	ʷɕʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ʰʷɕʰ	ʰʷɕʰ
pre-labialized voiced alveolar stop consonant	ʷd	http://eurasianphonology.info/search_exact?dialects=True&query=ʷd	ʷd
pre-labialized voiced palatal stop consonant	ʷɟ	http://eurasianphonology.info/search_exact?dialects=True&query=ʷɟ	ʷɟ
pre-labialized voiced alveolar sibilant fricative consonant	ʷz	http://eurasianphonology.info/search_exact?dialects=True&query=ʷz	ʷz
pre-labialized voiced retroflex sibilant fricative consonant	ʷʐ	http://eurasianphonology.info/search_exact?dialects=True&query=ʷʐ	ʷʐ
pre-labialized voiced alveolo-palatal sibilant fricative consonant	ʷʑ	http://eurasianphonology.info/search_exact?dialects=True&query=ʷʑ	ʷʑ
pre-labialized voiced bilabial nasal consonant	ʷm	http://eurasianphonology.info/search_exact?dialects=True&query=ʷm	ʷm
pre-labialized voiced alveolar lateral approximant consonant	ʷl	http://eurasianphonology.info/search_exact?dialects=True&query=ʷl	ʷl
front nasalized unrounded close-mid front vowel	ẽ	http://eurasianphonology.info/search_exact?dialects=True&query=ẽ	ẽ
front nasalized unrounded open-mid front vowel	ɛ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ɛ̃	ɛ̃
central nasalized rounded close-mid central vowel	ɵ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ɵ̃	ɵ̃
central nasalized unrounded mid central vowel	ə̃	http://eurasianphonology.info/search_exact?dialects=True&query=ə̃	ə̃
back nasalized unrounded open back vowel	ɑ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ɑ̃	ɑ̃
back nasalized rounded open-mid back vowel	ɔ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ɔ̃	ɔ̃
back nasalized rounded close-mid back vowel	õ	http://eurasianphonology.info/search_exact?dialects=True&query=õ	õ
back nasalized unrounded close back vowel	ɯ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ɯ̃	ɯ̃
devoiced voiced alveolar approximant consonant	ɹ̥	http://eurasianphonology.info/search_exact?dialects=True&query=ɹ̥	ɹ̥
aspirated voiceless post-alveolar sibilant fricative consonant	ʃʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ʃʰ	ʃʰ
from front unrounded close-mid front to front unrounded close front diphthong	ei	http://eurasianphonology.info/search_exact?dialects=True&query=ei	ei
from back rounded close back to front nasalized unrounded close-mid front diphthong	uẽ	http://eurasianphonology.info/search_exact?dialects=True&query=uẽ	uẽ
voiced pharyngeal fricative consonant	ʕ	http://eurasianphonology.info/search_exact?dialects=True&query=ʕ	ʕ
pharyngealized voiceless bilabial stop consonant	pˤ	http://eurasianphonology.info/search_exact?dialects=True&query=pˤ	pˤ
pharyngealized voiced bilabial stop consonant	bˤ	http://eurasianphonology.info/search_exact?dialects=True&query=bˤ	bˤ
pharyngealized voiceless alveolar stop consonant	tˤ	http://eurasianphonology.info/search_exact?dialects=True&query=tˤ	tˤ
pharyngealized voiced alveolar stop consonant	dˤ	http://eurasianphonology.info/search_exact?dialects=True&query=dˤ	dˤ
pharyngealized voiceless alveolar sibilant fricative consonant	sˤ	http://eurasianphonology.info/search_exact?dialects=True&query=sˤ	sˤ
pharyngealized voiced alveolar sibilant fricative consonant	zˤ	http://eurasianphonology.info/search_exact?dialects=True&query=zˤ	zˤ
pharyngealized voiced bilabial nasal consonant	mˤ	http://eurasianphonology.info/search_exact?dialects=True&query=mˤ	mˤ
pharyngealized voiceless post-alveolar sibilant affricate consonant	tʃˤ	http://eurasianphonology.info/search_exact?dialects=True&query=tʃˤ	tʃˤ
pharyngealized voiced alveolar lateral approximant consonant	lˤ	http://eurasianphonology.info/search_exact?dialects=True&query=lˤ	lˤ
pharyngealized voiced alveolar trill consonant	rˤ	http://eurasianphonology.info/search_exact?dialects=True&query=rˤ	rˤ
voiceless laminal alveolar stop consonant	t̻	http://eurasianphonology.info/search_exact?dialects=True&query=t̻	t̻
near-front nasalized unrounded near-close near-front vowel	ɪ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ɪ̃	ɪ̃
long front nasalized unrounded close-mid front vowel	ẽː	http://eurasianphonology.info/search_exact?dialects=True&query=ẽː	ẽː
near-back nasalized rounded near-close near-back vowel	ʊ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ʊ̃	ʊ̃
long back nasalized rounded close-mid back vowel	õː	http://eurasianphonology.info/search_exact?dialects=True&query=õː	õː
voiced alveolar lateral tap consonant	ɺ	http://eurasianphonology.info/search_exact?dialects=True&query=ɺ	ɺ
front breathy unrounded close front vowel	i̤	http://eurasianphonology.info/search_exact?dialects=True&query=i̤	i̤
front breathy unrounded open-mid front vowel	ɛ̤	http://eurasianphonology.info/search_exact?dialects=True&query=ɛ̤	ɛ̤
central breathy unrounded mid central vowel	ə̤	http://eurasianphonology.info/search_exact?dialects=True&query=ə̤	ə̤
back breathy rounded open-mid back vowel	ɔ̤	http://eurasianphonology.info/search_exact?dialects=True&query=ɔ̤	ɔ̤
back breathy rounded close back vowel	ṳ	http://eurasianphonology.info/search_exact?dialects=True&query=ṳ	ṳ
long front nasalized unrounded open-mid front vowel	ɛ̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɛː̃	ɛː̃
long central nasalized unrounded mid central vowel	ə̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=əː̃	əː̃
long back nasalized rounded open-mid back vowel	ɔ̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɔː̃	ɔː̃
long back nasalized rounded close back vowel	ũː	http://eurasianphonology.info/search_exact?dialects=True&query=uː̃	uː̃
long front nasalized breathy unrounded close front vowel	ĩ̤ː	http://eurasianphonology.info/search_exact?dialects=True&query=ĩ̤ː	ĩ̤ː
long front nasalized breathy unrounded open-mid front vowel	ɛ̤̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɛ̤̃ː	ɛ̤̃ː
long central nasalized breathy unrounded mid central vowel	ə̤̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ə̤̃ː	ə̤̃ː
long back nasalized breathy rounded open-mid back vowel	ɔ̤̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɔ̤̃ː	ɔ̤̃ː
long back nasalized breathy rounded close back vowel	ṳ̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ṳ̃ː	ṳ̃ː
voiced uvular affricate consonant	ɢʁ	http://eurasianphonology.info/search_exact?dialects=True&query=ɢʁ	ɢʁ
near-back unrounded near-close near-back vowel	ɯ̽	http://eurasianphonology.info/search_exact?dialects=True&query=ɯ̽	ɯ̽
nasalized voiced retroflex tap consonant	ɽ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ɽ̃	ɽ̃
palatalized aspirated voiceless bilabial stop consonant	pʰʲ	http://eurasianphonology.info/search_exact?dialects=True&query=pʰʲ	pʰʲ
palatalized aspirated voiceless alveolar stop consonant	tʰʲ	http://eurasianphonology.info/search_exact?dialects=True&query=tʰʲ	tʰʲ
palatalized aspirated voiceless velar stop consonant	kʲʰ	http://eurasianphonology.info/search_exact?dialects=True&query=kʰʲ	kʰʲ
velarized voiced alveolar nasal consonant	nˠ	http://eurasianphonology.info/search_exact?dialects=True&query=nˠ	nˠ
palatalized voiced velar fricative consonant	ɣʲ	http://eurasianphonology.info/search_exact?dialects=True&query=ɣʲ	ɣʲ
velarized voiced alveolar lateral approximant consonant	lˠ	http://eurasianphonology.info/search_exact?dialects=True&query=lˠ	lˠ
long back nasalized unrounded close back vowel	ɯ̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɯ̃ː	ɯ̃ː
long back unrounded close-mid back vowel	ɤː	http://eurasianphonology.info/search_exact?dialects=True&query=ɤː	ɤː
from back unrounded close-mid back to front unrounded close front diphthong	ɤi	http://eurasianphonology.info/search_exact?dialects=True&query=ɤi	ɤi
from front unrounded close front to front unrounded open-mid front diphthong	iɛ	http://eurasianphonology.info/search_exact?dialects=True&query=iɛ	iɛ
from back rounded close back to front unrounded open-mid front diphthong	uɛ	http://eurasianphonology.info/search_exact?dialects=True&query=uɛ	uɛ
from retracted back rounded close back to back rounded close back diphthong	u̠u	http://eurasianphonology.info/search_exact?dialects=True&query=u̠u	u̠u
from front nasalized unrounded open-mid front to back nasalized rounded close back diphthong	ɛ̃ũ	http://eurasianphonology.info/search_exact?dialects=True&query=ɛ̃ũ	ɛ̃ũ
from front nasalized unrounded close-mid front to near-front nasalized unrounded near-close near-front diphthong	ẽɪ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ẽɪ̃	ẽɪ̃
from front nasalized unrounded open front to back nasalized rounded close back diphthong	ãũ	http://eurasianphonology.info/search_exact?dialects=True&query=ãũ	ãũ
from back nasalized rounded close back to front nasalized unrounded open front diphthong	ũã	http://eurasianphonology.info/search_exact?dialects=True&query=ũã	ũã
from near-front nasalized unrounded near-close near-front to central nasalized unrounded mid central diphthong	ɪ̃ə̃	http://eurasianphonology.info/search_exact?dialects=True&query=ɪ̃ə̃	ɪ̃ə̃
from non-syllabic front unrounded close front to front unrounded open-mid front diphthong	i̯ɛ	http://eurasianphonology.info/search_exact?dialects=True&query=i̯ɛ	i̯ɛ
from non-syllabic back rounded close back to back rounded open-mid back diphthong	u̯ɔ	http://eurasianphonology.info/search_exact?dialects=True&query=u̯ɔ	u̯ɔ
from front unrounded nearly-open front to non-syllabic near-front unrounded near-close near-front diphthong	æɪ̯	http://eurasianphonology.info/search_exact?dialects=True&query=æɪ̯	æɪ̯
from back rounded open-mid back to non-syllabic near-back rounded near-close near-back diphthong	ɔʊ̯	http://eurasianphonology.info/search_exact?dialects=True&query=ɔʊ̯	ɔʊ̯
from long front unrounded open front to near-front unrounded near-close near-front diphthong	aːɪ	http://eurasianphonology.info/search_exact?dialects=True&query=aːɪ	aːɪ
