CLTS_NAME	BIPA_GRAPHEME	EURASIAN_URL	EURASIAN_GRAPHEME
from back unrounded open back to non-syllabic near-back rounded near-close near-back diphthong	ɑʊ̯	http://eurasianphonology.info/search_exact?dialects=True&query=ɑʊ̯	ɑʊ̯
from front unrounded nearly-open front to front unrounded open-mid front diphthong	æɛ	http://eurasianphonology.info/search_exact?dialects=True&query=æɛ	æɛ
from back rounded close back to long back rounded open-mid back diphthong	uɔː	http://eurasianphonology.info/search_exact?dialects=True&query=uɔː	uɔː
from front unrounded close front to long front unrounded open-mid front diphthong	iɛː	http://eurasianphonology.info/search_exact?dialects=True&query=iɛː	iɛː
from back nasalized rounded close back to long back nasalized rounded open-mid back diphthong	ũɔ̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ũɔ̃ː	ũɔ̃ː
long back nasalized rounded open back vowel	ɒ̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɒ̃ː	ɒ̃ː
from front nasalized unrounded close front to long front nasalized unrounded open-mid front diphthong	ĩɛ̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ĩɛ̃ː	ĩɛ̃ː
front nasalized rounded close-mid front vowel	ø̃	http://eurasianphonology.info/search_exact?dialects=True&query=ø̃	ø̃
from front nasalized unrounded nearly-open front to non-syllabic near-front nasalized unrounded near-close near-front diphthong	æ̃ɪ̯̃	http://eurasianphonology.info/search_exact?dialects=True&query=æ̃ɪ̯̃	æ̃ɪ̯̃
from back nasalized rounded open-mid back to non-syllabic near-back nasalized rounded near-close near-back diphthong	ɔ̃ʊ̯̃	http://eurasianphonology.info/search_exact?dialects=True&query=ɔ̃ʊ̯̃	ɔ̃ʊ̯̃
long front nasalized rounded close front vowel	ỹː	http://eurasianphonology.info/search_exact?dialects=True&query=ỹː	ỹː
long front nasalized rounded close-mid front vowel	ø̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ø̃ː	ø̃ː
front nasalized rounded close front vowel	ỹ	http://eurasianphonology.info/search_exact?dialects=True&query=ỹ	ỹ
from back rounded close back to front unrounded nearly-open front diphthong	uæ	http://eurasianphonology.info/search_exact?dialects=True&query=uæ	uæ
from central unrounded mid central to back rounded close-mid back diphthong	əo	http://eurasianphonology.info/search_exact?dialects=True&query=əo	əo
from front unrounded open front to back rounded close-mid back diphthong	ao	http://eurasianphonology.info/search_exact?dialects=True&query=ao	ao
from front unrounded close front to back rounded close back diphthong	iu	http://eurasianphonology.info/search_exact?dialects=True&query=iu	iu
from central unrounded nearly-open central to back rounded close back diphthong	ɐu	http://eurasianphonology.info/search_exact?dialects=True&query=ɐu	ɐu
from central unrounded nearly-open central to front unrounded close front diphthong	ɐi	http://eurasianphonology.info/search_exact?dialects=True&query=ɐi	ɐi
long near-front rounded near-close near-front vowel	ʏː	http://eurasianphonology.info/search_exact?dialects=True&query=ʏː	ʏː
long back nasalized unrounded open back vowel	ɑ̃ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɑ̃ː	ɑ̃ː
from long front unrounded open front to back rounded close back diphthong	aːu	http://eurasianphonology.info/search_exact?dialects=True&query=aːu	aːu
from front unrounded close-mid front to back rounded close back diphthong	eu	http://eurasianphonology.info/search_exact?dialects=True&query=eu	eu
from front unrounded open-mid front to back rounded close back diphthong	ɛu	http://eurasianphonology.info/search_exact?dialects=True&query=ɛu	ɛu
from front rounded close-mid front to back rounded close back diphthong	øu	http://eurasianphonology.info/search_exact?dialects=True&query=øu	øu
voiced retroflex approximant consonant	ɻ	http://eurasianphonology.info/search_exact?dialects=True&query=ɻ	ɻ
from front rounded close front to front unrounded open front diphthong	ya	http://eurasianphonology.info/search_exact?dialects=True&query=ya	ya
from front unrounded close front to front rounded close-mid front diphthong	iø	http://eurasianphonology.info/search_exact?dialects=True&query=iø	iø
from front rounded close front to front unrounded open-mid front diphthong	yɛ	http://eurasianphonology.info/search_exact?dialects=True&query=yɛ	yɛ
from front unrounded close front to back rounded close-mid back diphthong	io	http://eurasianphonology.info/search_exact?dialects=True&query=io	io
from front unrounded close front to back rounded open-mid back diphthong	iɔ	http://eurasianphonology.info/search_exact?dialects=True&query=iɔ	iɔ
from front unrounded close front to back unrounded open back diphthong	iɑ	http://eurasianphonology.info/search_exact?dialects=True&query=iɑ	iɑ
from back rounded close back to back unrounded open back diphthong	uɑ	http://eurasianphonology.info/search_exact?dialects=True&query=uɑ	uɑ
from back rounded close back to back nasalized unrounded open back diphthong	uɑ̃	http://eurasianphonology.info/search_exact?dialects=True&query=uɑ̃	uɑ̃
from front rounded close front to back rounded close back diphthong	yu	http://eurasianphonology.info/search_exact?dialects=True&query=yu	yu
from central unrounded mid central to back rounded close back diphthong	əu	http://eurasianphonology.info/search_exact?dialects=True&query=əu	əu
from back unrounded open back to front unrounded close front diphthong	ɑi	http://eurasianphonology.info/search_exact?dialects=True&query=ɑi	ɑi
from back unrounded open back to back rounded close back diphthong	ɑu	http://eurasianphonology.info/search_exact?dialects=True&query=ɑu	ɑu
voiceless dental fricative consonant	θ	http://eurasianphonology.info/search_exact?dialects=True&query=θ	θ
aspirated voiced bilabial stop consonant	bʰ	http://eurasianphonology.info/search_exact?dialects=True&query=bʰ	bʰ
aspirated voiced velar stop consonant	gʰ	http://eurasianphonology.info/search_exact?dialects=True&query=gʰ	gʰ
aspirated voiced alveolar stop consonant	dʰ	http://eurasianphonology.info/search_exact?dialects=True&query=dʰ	dʰ
aspirated voiced post-alveolar sibilant affricate consonant	dʒʰ	http://eurasianphonology.info/search_exact?dialects=True&query=dʒʰ	dʒʰ
aspirated voiced retroflex stop consonant	ɖʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ɖʰ	ɖʰ
aspirated voiced labialized-velar approximant consonant	wʰ	http://eurasianphonology.info/search_exact?dialects=True&query=wʰ	wʰ
long voiceless alveolo-palatal sibilant fricative consonant	ɕː	http://eurasianphonology.info/search_exact?dialects=True&query=ɕː	ɕː
from front unrounded close front to non-syllabic near-front unrounded near-close near-front diphthong	iɪ̯	http://eurasianphonology.info/search_exact?dialects=True&query=iɪ̯	iɪ̯
from back unrounded close back to non-syllabic near-front unrounded near-close near-front diphthong	ɯɪ̯	http://eurasianphonology.info/search_exact?dialects=True&query=ɯɪ̯	ɯɪ̯
ultra-short central unrounded close-mid central vowel	ɘ̆	http://eurasianphonology.info/search_exact?dialects=True&query=ɘ̆	ɘ̆
ultra-short central rounded close-mid central vowel	ɵ̆	http://eurasianphonology.info/search_exact?dialects=True&query=ɵ̆	ɵ̆
ultra-short back unrounded mid back vowel	ɤ̞̆	http://eurasianphonology.info/search_exact?dialects=True&query=ɤ̞̆	ɤ̞̆
ultra-short back rounded close-mid back vowel	ŏ	http://eurasianphonology.info/search_exact?dialects=True&query=ŏ	ŏ
long near-back rounded near-close near-back vowel	ʊː	http://eurasianphonology.info/search_exact?dialects=True&query=ʊː	ʊː
long voiceless bilabial stop consonant	pː	http://eurasianphonology.info/search_exact?dialects=True&query=pː	pː
long voiceless dental stop consonant	t̪ː	http://eurasianphonology.info/search_exact?dialects=True&query=t̪ː	t̪ː
voiceless dental sibilant affricate consonant	ts̪	http://eurasianphonology.info/search_exact?dialects=True&query=t̪s̪	t̪s̪
voiceless dental ejective sibilant affricate consonant	ts̪ʼ	http://eurasianphonology.info/search_exact?dialects=True&query=t̪s̪ʼ	t̪s̪ʼ
long voiceless dental sibilant affricate consonant	ts̪ː	http://eurasianphonology.info/search_exact?dialects=True&query=t̪s̪ː	t̪s̪ː
long voiceless dental sibilant fricative consonant	s̪ː	http://eurasianphonology.info/search_exact?dialects=True&query=s̪ː	s̪ː
long voiceless post-alveolar sibilant affricate consonant	tʃː	http://eurasianphonology.info/search_exact?dialects=True&query=tʃː	tʃː
long voiceless velar fricative consonant	xː	http://eurasianphonology.info/search_exact?dialects=True&query=xː	xː
voiceless uvular ejective stop consonant	qʼ	http://eurasianphonology.info/search_exact?dialects=True&query=qʼ	qʼ
long voiceless uvular fricative consonant	χː	http://eurasianphonology.info/search_exact?dialects=True&query=χː	χː
voiceless epiglottal fricative consonant	ʜ	http://eurasianphonology.info/search_exact?dialects=True&query=ʜ	ʜ
labialized long voiceless post-alveolar sibilant affricate consonant	tʃʷː	http://eurasianphonology.info/search_exact?dialects=True&query=tʃːʷ	tʃːʷ
labialized voiceless post-alveolar ejective sibilant affricate consonant	tʃʼʷ	http://eurasianphonology.info/search_exact?dialects=True&query=tʃʼʷ	tʃʼʷ
labialized long voiceless post-alveolar sibilant fricative consonant	ʃʷː	http://eurasianphonology.info/search_exact?dialects=True&query=ʃːʷ	ʃːʷ
labialized voiced post-alveolar sibilant fricative consonant	ʒʷ	http://eurasianphonology.info/search_exact?dialects=True&query=ʒʷ	ʒʷ
labialized long voiceless velar stop consonant	kʷː	http://eurasianphonology.info/search_exact?dialects=True&query=kːʷ	kːʷ
labialized voiced velar fricative consonant	ɣʷ	http://eurasianphonology.info/search_exact?dialects=True&query=ɣʷ	ɣʷ
labialized long voiceless velar fricative consonant	xʷː	http://eurasianphonology.info/search_exact?dialects=True&query=xːʷ	xːʷ
labialized voiceless uvular ejective stop consonant	qʼʷ	http://eurasianphonology.info/search_exact?dialects=True&query=qʼʷ	qʼʷ
labialized long voiceless uvular stop consonant	qʷː	http://eurasianphonology.info/search_exact?dialects=True&query=qːʷ	qːʷ
labialized long voiceless uvular fricative consonant	χʷː	http://eurasianphonology.info/search_exact?dialects=True&query=χːʷ	χːʷ
raised back unrounded open back vowel	ɑ̝	http://eurasianphonology.info/search_exact?dialects=True&query=ɑ̝	ɑ̝
front creaky unrounded close-mid front vowel	ḛ	http://eurasianphonology.info/search_exact?dialects=True&query=ḛ	ḛ
central creaky rounded open-mid central vowel	ɞ̰	http://eurasianphonology.info/search_exact?dialects=True&query=ɞ̰	ɞ̰
long raised back unrounded open back vowel	ɑ̝ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɑ̝ː	ɑ̝ː
palatalized voiced retroflex sibilant fricative consonant	ʐʲ	http://eurasianphonology.info/search_exact?dialects=True&query=ʐʲ	ʐʲ
back nasalized unrounded open-mid back vowel	ʌ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ʌ̃	ʌ̃
voiced palatal affricate consonant	ɟʝ	http://eurasianphonology.info/search_exact?dialects=True&query=ɟʝ	ɟʝ
voiceless apical alveolar sibilant affricate consonant	ts̺	http://eurasianphonology.info/search_exact?dialects=True&query=ts̺	ts̺
voiceless laminal alveolar sibilant affricate consonant	ts̻	http://eurasianphonology.info/search_exact?dialects=True&query=ts̻	ts̻
voiced apical alveolar lateral approximant consonant	l̺	http://eurasianphonology.info/search_exact?dialects=True&query=l̺	l̺
devoiced voiced apical alveolar tap consonant	ɾ̺	http://eurasianphonology.info/search_exact?dialects=True&query=ɾ̺	ɾ̺
voiced laminal alveolar sibilant affricate consonant	dz̻	http://eurasianphonology.info/search_exact?dialects=True&query=dz̻	dz̻
voiced apical alveolar sibilant fricative consonant	z̺	http://eurasianphonology.info/search_exact?dialects=True&query=z̺	z̺
nasalized voiceless glottal fricative consonant	h̃	http://eurasianphonology.info/search_exact?dialects=True&query=h̃	h̃
front nasalized unrounded mid front vowel	ẽ̞	http://eurasianphonology.info/search_exact?dialects=True&query=ẽ̞	ẽ̞
back nasalized rounded mid back vowel	õ̞	http://eurasianphonology.info/search_exact?dialects=True&query=õ̞	õ̞
from voiceless laminal alveolar stop to voiceless laminal alveolar sibilant fricative cluster	t̻s̻	http://eurasianphonology.info/search_exact?dialects=True&query=t̻s̻	t̻s̻
voiced alveolo-palatal lateral approximant consonant	ȴ	http://eurasianphonology.info/search_exact?dialects=True&query=ʎ̟	ʎ̟
retracted front unrounded open-mid front vowel	ɛ̠	http://eurasianphonology.info/search_exact?dialects=True&query=ɛ̠	ɛ̠
back advanced unrounded close back vowel	ɯ̟	http://eurasianphonology.info/search_exact?dialects=True&query=ɯ̟	ɯ̟
back more-rounded advanced unrounded close-mid back vowel	ɤ̹̟	http://eurasianphonology.info/search_exact?dialects=True&query=ɤ̟̹	ɤ̟̹
central rounded mid central vowel	ɵ̞	http://eurasianphonology.info/search_exact?dialects=True&query=ɵ̞	ɵ̞
retracted lowered front rounded close-mid front vowel	ø̞̠	http://eurasianphonology.info/search_exact?dialects=True&query=ø̠̞	ø̠̞
retracted front rounded close front vowel	y̠	http://eurasianphonology.info/search_exact?dialects=True&query=y̠	y̠
raised back unrounded close-mid back vowel	ɤ̝	http://eurasianphonology.info/search_exact?dialects=True&query=ɤ̝	ɤ̝
central unrounded close-mid central vowel	ɘ	http://eurasianphonology.info/search_exact?dialects=True&query=ɘ	ɘ
central more-rounded unrounded close central vowel	ɨ̹	http://eurasianphonology.info/search_exact?dialects=True&query=ɨ̹	ɨ̹
central advanced rounded close central vowel	ʉ̟	http://eurasianphonology.info/search_exact?dialects=True&query=ʉ̟	ʉ̟
central advanced rounded close-mid central vowel	ɵ̟	http://eurasianphonology.info/search_exact?dialects=True&query=ɵ̟	ɵ̟
retracted front unrounded close front vowel	i̠	http://eurasianphonology.info/search_exact?dialects=True&query=i̠	i̠
retracted front unrounded close-mid front vowel	e̠	http://eurasianphonology.info/search_exact?dialects=True&query=e̠	e̠
retracted central unrounded close-mid central vowel	ɘ̠	http://eurasianphonology.info/search_exact?dialects=True&query=ɘ̠	ɘ̠
retracted central unrounded close central vowel	ɨ̠	http://eurasianphonology.info/search_exact?dialects=True&query=ɨ̠	ɨ̠
labialized voiced alveolar stop consonant	dʷ	http://eurasianphonology.info/search_exact?dialects=True&query=dʷ	dʷ
palatalized voiced velar stop consonant	gʲ	http://eurasianphonology.info/search_exact?dialects=True&query=gʲ	gʲ
labialized voiced velar stop consonant	gʷ	http://eurasianphonology.info/search_exact?dialects=True&query=gʷ	gʷ
labialized voiceless alveolar ejective stop consonant	tʼʷ	http://eurasianphonology.info/search_exact?dialects=True&query=tʷʼ	tʷʼ
palatalized voiceless velar ejective stop consonant	kʼʲ	http://eurasianphonology.info/search_exact?dialects=True&query=kʲʼ	kʲʼ
labialized voiceless velar ejective stop consonant	kʼʷ	http://eurasianphonology.info/search_exact?dialects=True&query=kʷʼ	kʷʼ
palatalized voiceless uvular ejective stop consonant	qʼʲ	http://eurasianphonology.info/search_exact?dialects=True&query=qʲʼ	qʲʼ
labialized voiceless uvular ejective stop consonant	qʼʷ	http://eurasianphonology.info/search_exact?dialects=True&query=qʷʼ	qʷʼ
voiceless retroflex ejective sibilant affricate consonant	ʈʂ’	http://eurasianphonology.info/search_exact?dialects=True&query=ʈʂʼ	ʈʂʼ
palatalized voiced uvular fricative consonant	ʁʲ	http://eurasianphonology.info/search_exact?dialects=True&query=ʁʲ	ʁʲ
palatalized voiceless uvular fricative consonant	χʲ	http://eurasianphonology.info/search_exact?dialects=True&query=χʲ	χʲ
labialized voiceless pharyngeal fricative consonant	ħʷ	http://eurasianphonology.info/search_exact?dialects=True&query=ħʷ	ħʷ
pharyngealized voiced labialized-palatal approximant consonant	ɥˤ	http://eurasianphonology.info/search_exact?dialects=True&query=ɥˤ	ɥˤ
labialized pharyngealized voiceless uvular fricative consonant	χʷˤ	http://eurasianphonology.info/search_exact?dialects=True&query=χˤʷ	χˤʷ
pharyngealized voiceless uvular fricative consonant	χˤ	http://eurasianphonology.info/search_exact?dialects=True&query=χˤ	χˤ
voiceless labio-dental ejective fricative consonant	fʼ	http://eurasianphonology.info/search_exact?dialects=True&query=fʼ	fʼ
labialized voiceless glottal stop consonant	ʔʷ	http://eurasianphonology.info/search_exact?dialects=True&query=ʔʷ	ʔʷ
voiceless post-alveolar ejective sibilant fricative consonant	ʃʼ	http://eurasianphonology.info/search_exact?dialects=True&query=ʃʼ	ʃʼ
labialized aspirated voiceless uvular stop consonant	qʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=qʷʰ	qʷʰ
labialized voiced alveolar sibilant fricative consonant	zʷ	http://eurasianphonology.info/search_exact?dialects=True&query=zʷ	zʷ
labialized voiceless alveolar ejective sibilant affricate consonant	tsʼʷ	http://eurasianphonology.info/search_exact?dialects=True&query=tsʼʷ	tsʼʷ
palatalized voiceless alveolar lateral fricative consonant	ɬʲ	http://eurasianphonology.info/search_exact?dialects=True&query=ɬʲ	ɬʲ
palatalized voiced velar nasal consonant	ŋʲ	http://eurasianphonology.info/search_exact?dialects=True&query=ŋʲ	ŋʲ
palatalized voiced labialized-velar approximant consonant	wʲ	http://eurasianphonology.info/search_exact?dialects=True&query=wʲ	wʲ
from back rounded close back to front rounded open-mid front diphthong	uœ	http://eurasianphonology.info/search_exact?dialects=True&query=uœ	uœ
retracted front rounded open-mid front vowel	œ̠	http://eurasianphonology.info/search_exact?dialects=True&query=œ̠	œ̠
retracted central rounded open-mid central vowel	ɞ̠	http://eurasianphonology.info/search_exact?dialects=True&query=ɞ̠	ɞ̠
from front unrounded close front to retracted front unrounded open-mid front diphthong	iɛ̠	http://eurasianphonology.info/search_exact?dialects=True&query=iɛ̠	iɛ̠
from central rounded close central to retracted central rounded open-mid central diphthong	ʉɞ̠	http://eurasianphonology.info/search_exact?dialects=True&query=ʉɞ̠	ʉɞ̠
from central rounded close central to retracted front rounded open-mid front diphthong	ʉœ̠	http://eurasianphonology.info/search_exact?dialects=True&query=ʉœ̠	ʉœ̠
long retracted front unrounded open-mid front vowel	ɛ̠ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɛ̠ː	ɛ̠ː
long retracted front rounded open-mid front vowel	œ̠ː	http://eurasianphonology.info/search_exact?dialects=True&query=œ̠ː	œ̠ː
long retracted central rounded open-mid central vowel	ɞ̠ː	http://eurasianphonology.info/search_exact?dialects=True&query=ɞ̠ː	ɞ̠ː
long central unrounded close central vowel	ɨː	http://eurasianphonology.info/search_exact?dialects=True&query=ɨː	ɨː
long central unrounded close-mid central vowel	ɘː	http://eurasianphonology.info/search_exact?dialects=True&query=ɘː	ɘː
voiced dental sibilant affricate consonant	dz̪	http://eurasianphonology.info/search_exact?dialects=True&query=d̪z̪	d̪z̪
from back rounded open-mid back to front unrounded close front diphthong	ɔi	http://eurasianphonology.info/search_exact?dialects=True&query=ɔi	ɔi
devoiced voiced apical alveolar trill consonant	r̺̥	http://eurasianphonology.info/search_exact?dialects=True&query=r̺̥	r̺̥
voiceless epiglottal stop consonant	ʡ	http://eurasianphonology.info/search_exact?dialects=True&query=ʡ	ʡ
pharyngealized voiceless dental ejective stop consonant	t̪ʼˤ	http://eurasianphonology.info/search_exact?dialects=True&query=t̪ʼˤ	t̪ʼˤ
pharyngealized voiceless post-alveolar ejective sibilant affricate consonant	tʃʼˤ	http://eurasianphonology.info/search_exact?dialects=True&query=tʃʼˤ	tʃʼˤ
aspirated pharyngealized voiceless dental stop consonant	t̪ʰˤ	http://eurasianphonology.info/search_exact?dialects=True&query=t̪ʰˤ	t̪ʰˤ
aspirated pharyngealized voiceless post-alveolar sibilant affricate consonant	tʃʰˤ	http://eurasianphonology.info/search_exact?dialects=True&query=tʃʰˤ	tʃʰˤ
aspirated pharyngealized voiceless bilabial stop consonant	pʰˤ	http://eurasianphonology.info/search_exact?dialects=True&query=pʰˤ	pʰˤ
aspirated pharyngealized voiceless alveolar sibilant affricate consonant	tsʰˤ	http://eurasianphonology.info/search_exact?dialects=True&query=tsʰˤ	tsʰˤ
pharyngealized voiced dental stop consonant	d̪ˤ	http://eurasianphonology.info/search_exact?dialects=True&query=d̪ˤ	d̪ˤ
pharyngealized voiced alveolar nasal consonant	nˤ	http://eurasianphonology.info/search_exact?dialects=True&query=nˤ	nˤ
pharyngealized voiced labio-dental fricative consonant	vˤ	http://eurasianphonology.info/search_exact?dialects=True&query=vˤ	vˤ
pharyngealized voiced post-alveolar sibilant fricative consonant	ʒˤ	http://eurasianphonology.info/search_exact?dialects=True&query=ʒˤ	ʒˤ
from long front unrounded close front to front unrounded open-mid front diphthong	iːɛ	http://eurasianphonology.info/search_exact?dialects=True&query=iːɛ	iːɛ
from long back rounded close back to back unrounded open-mid back diphthong	uːʌ	http://eurasianphonology.info/search_exact?dialects=True&query=uːʌ	uːʌ
from non-syllabic front unrounded open-mid front to long front unrounded nearly-open front diphthong	ɛ̯æː	http://eurasianphonology.info/search_exact?dialects=True&query=ɛ̯æː	ɛ̯æː
from back rounded open-mid back to long front unrounded open front diphthong	ɔaː	http://eurasianphonology.info/search_exact?dialects=True&query=ɔaː	ɔaː
lowered near-front unrounded near-close near-front vowel	ɪ̞	http://eurasianphonology.info/search_exact?dialects=True&query=ɪ̞	ɪ̞
devoiced voiced dental stop consonant	d̪̥	http://eurasianphonology.info/search_exact?dialects=True&query=d̪̥	d̪̥
aspirated voiceless dental affricate consonant	ts̪ʰ	http://eurasianphonology.info/search_exact?dialects=True&query=t̪s̪ʰ	t̪s̪ʰ
palatalized voiced alveolar lateral fricative consonant	ɮʲ	http://eurasianphonology.info/search_exact?dialects=True&query=ɮʲ	ɮʲ
palatalized devoiced voiced alveolar stop consonant	d̥ʲ	http://eurasianphonology.info/search_exact?dialects=True&query=d̥ʲ	d̥ʲ
aspirated voiceless alveolar lateral affricate consonant	tɬʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tɬʰ	tɬʰ
voiceless alveolar ejective lateral affricate consonant	tɬʼ	http://eurasianphonology.info/search_exact?dialects=True&query=tɬʼ	tɬʼ
voiced epiglottal fricative consonant	ʢ	http://eurasianphonology.info/search_exact?dialects=True&query=ʢ	ʢ
labialized aspirated voiceless alveolar stop consonant	tʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tʰʷ	tʰʷ
labialized aspirated voiceless alveolar sibilant affricate consonant	tsʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tsʰʷ	tsʰʷ
labialized aspirated voiceless post-alveolar sibilant affricate consonant	tʃʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tʃʰʷ	tʃʰʷ
labialized aspirated voiceless alveolar lateral affricate consonant	tɬʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=tɬʰʷ	tɬʰʷ
labialized aspirated voiceless velar stop consonant	kʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=kʰʷ	kʰʷ
labialized aspirated voiceless uvular stop consonant	qʷʰ	http://eurasianphonology.info/search_exact?dialects=True&query=qʰʷ	qʰʷ
labialized voiceless alveolar ejective lateral affricate consonant	tɬʼʷ	http://eurasianphonology.info/search_exact?dialects=True&query=tɬʼʷ	tɬʼʷ
labialized voiced epiglottal fricative consonant	ʢʷ	http://eurasianphonology.info/search_exact?dialects=True&query=ʢʷ	ʢʷ
labialized voiceless alveolar lateral fricative consonant	ɬʷ	http://eurasianphonology.info/search_exact?dialects=True&query=ɬʷ	ɬʷ
labialized voiceless epiglottal fricative consonant	ʜʷ	http://eurasianphonology.info/search_exact?dialects=True&query=ʜʷ	ʜʷ
labialized voiceless glottal fricative consonant	hʷ	http://eurasianphonology.info/search_exact?dialects=True&query=hʷ	hʷ
pre-nasalized voiceless bilabial stop consonant	ⁿp	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿp	ⁿp
pre-nasalized voiceless alveolar stop consonant	ⁿt	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿt	ⁿt
pre-nasalized voiceless palatal stop consonant	ⁿc	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿc	ⁿc
pre-nasalized voiceless velar stop consonant	ⁿk	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿk	ⁿk
pre-nasalized voiceless uvular stop consonant	ⁿq	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿq	ⁿq
pre-nasalized aspirated voiceless uvular stop consonant	ⁿqʰ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿqʰ	ⁿqʰ
from pre-nasalized voiceless alveolar stop to voiceless alveolar sibilant fricative cluster	ⁿts	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿts	ⁿts
pre-nasalized voiceless post-alveolar sibilant affricate consonant	ⁿtʃ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿtʃ	ⁿtʃ
pre-nasalized voiceless retroflex sibilant affricate consonant	ⁿʈʂ	http://eurasianphonology.info/search_exact?dialects=True&query=ⁿʈʂ	ⁿʈʂ
long voiced bilabial stop consonant	bː	http://eurasianphonology.info/search_exact?dialects=True&query=bː	bː
long voiced alveolar stop consonant	dː	http://eurasianphonology.info/search_exact?dialects=True&query=dː	dː
long voiced post-alveolar sibilant affricate consonant	dʒː	http://eurasianphonology.info/search_exact?dialects=True&query=dʒː	dʒː
long voiced velar stop consonant	gː	http://eurasianphonology.info/search_exact?dialects=True&query=gː	gː
long voiceless alveolar sibilant affricate consonant	tsː	http://eurasianphonology.info/search_exact?dialects=True&query=tsː	tsː
long voiceless alveolar lateral affricate consonant	tɬː	http://eurasianphonology.info/search_exact?dialects=True&query=tɬː	tɬː
long voiceless alveolar ejective sibilant affricate consonant	tsʼː	http://eurasianphonology.info/search_exact?dialects=True&query=tsʼː	tsʼː
long voiceless post-alveolar ejective sibilant affricate consonant	tːʃʼ	http://eurasianphonology.info/search_exact?dialects=True&query=tʃʼː	tʃʼː
long voiceless alveolar ejective lateral affricate consonant	tɬʼː	http://eurasianphonology.info/search_exact?dialects=True&query=tɬʼː	tɬʼː
long voiceless velar ejective stop consonant	kʼː	http://eurasianphonology.info/search_exact?dialects=True&query=kʼː	kʼː
long voiceless uvular ejective stop consonant	qʼː	http://eurasianphonology.info/search_exact?dialects=True&query=qʼː	qʼː
long voiceless alveolar lateral fricative consonant	ɬː	http://eurasianphonology.info/search_exact?dialects=True&query=ɬː	ɬː
labialized long voiced velar stop consonant	gʷː	http://eurasianphonology.info/search_exact?dialects=True&query=gːʷ	gːʷ
labialized long voiceless velar ejective stop consonant	kʼʷː	http://eurasianphonology.info/search_exact?dialects=True&query=kʼːʷ	kʼːʷ
labialized voiced uvular stop consonant	ɢʷ	http://eurasianphonology.info/search_exact?dialects=True&query=ɢʷ	ɢʷ
labialized long voiceless uvular ejective stop consonant	qʼʷː	http://eurasianphonology.info/search_exact?dialects=True&query=qʼːʷ	qʼːʷ
nasalized voiceless glottal stop consonant	ʔ̃	http://eurasianphonology.info/search_exact?dialects=True&query=ʔ̃	ʔ̃
palatalized voiceless dental stop consonant	t̪ʲ	http://eurasianphonology.info/search_exact?dialects=True&query=t̪ʲ	t̪ʲ
palatalized voiced dental stop consonant	d̪ʲ	http://eurasianphonology.info/search_exact?dialects=True&query=d̪ʲ	d̪ʲ
palatalized voiceless glottal fricative consonant	hʲ	http://eurasianphonology.info/search_exact?dialects=True&query=hʲ	hʲ
devoiced voiced velar nasal consonant	ŋ̊	http://eurasianphonology.info/search_exact?dialects=True&query=ŋ̥	ŋ̥
from near-back rounded near-close near-back to front unrounded close front diphthong	ʊi	http://eurasianphonology.info/search_exact?dialects=True&query=ʊi	ʊi
from central unrounded mid central to front unrounded close front diphthong	əi	http://eurasianphonology.info/search_exact?dialects=True&query=əi	əi
from near-front unrounded near-close near-front to back rounded close back diphthong	ɪu	http://eurasianphonology.info/search_exact?dialects=True&query=ɪu	ɪu
aspirated voiced dental stop consonant	d̪ʰ	http://eurasianphonology.info/search_exact?dialects=True&query=d̪ʰ	d̪ʰ
from voiceless laminal retroflex stop to voiceless laminal retroflex sibilant fricative cluster	ʈ̻ʂ̻	http://eurasianphonology.info/search_exact?dialects=True&query=ʈ̻ʂ̻	ʈ̻ʂ̻
from voiced laminal retroflex stop to voiced laminal retroflex sibilant fricative cluster	ɖ̻ʐ̻	http://eurasianphonology.info/search_exact?dialects=True&query=ɖ̻ʐ̻	ɖ̻ʐ̻
voiceless laminal retroflex sibilant fricative consonant	ʂ̻	http://eurasianphonology.info/search_exact?dialects=True&query=ʂ̻	ʂ̻
