CLTS_NAME	BIPA_GRAPHEME	CV_CLASS	PROSODY_CLASS	SCA_CLASS	DOLGOPOLSKY_CLASS	ASJP_CLASS	COLOR_CLASS
long unrounded close front vowel	iː	V	7	I	V	i	#c86464
ultra-long unrounded close front vowel	iːː	V	7	I	V	i	#c86464
mid-long unrounded close front vowel	iˑ	V	7	I	V	i	#c86464
nasalized unrounded close front vowel	ĩ	V	7	I	V	i	#c86464
long nasalized unrounded close front vowel	ĩː	V	7	I	V	i	#c86464
breathy-voiced unrounded close front vowel	i̤	V	7	I	V	i	#c86464
devoiced unrounded close front vowel	i̥	V	7	I	V	i	#c86464
creaky-voiced unrounded close front vowel	ḭ	V	7	I	V	i	#c86464
long creaky-voiced unrounded close front vowel	ḭː	V	7	I	V	i	#c86464
ultra-long creaky-voiced unrounded close front vowel	ḭːː	V	7	I	V	i	#c86464
rounded close-mid back vowel	o	V	7	U	V	o	#c86464
long rounded close-mid back vowel	oː	V	7	U	V	o	#c86464
ultra-long rounded close-mid back vowel	oːː	V	7	U	V	o	#c86464
mid-long rounded close-mid back vowel	oˑ	V	7	U	V	o	#c86464
pharyngealized rounded close-mid back vowel	oˤ	V	7	U	V	o	#c86464
nasalized rounded close-mid back vowel	õ	V	7	U	V	o	#c86464
long nasalized rounded close-mid back vowel	õː	V	7	U	V	o	#c86464
ultra-short rounded close-mid back vowel	ŏ	V	7	U	V	o	#c86464
rounded mid back vowel	o̞	V	7	U	V	o	#c86464
long rounded mid back vowel	o̞ː	V	7	U	V	o	#c86464
nasalized rounded mid back vowel	õ̞	V	7	U	V	o	#c86464
long nasalized rounded mid back vowel	õ̞ː	V	7	U	V	o	#c86464
breathy-voiced rounded close-mid back vowel	o̤	V	7	U	V	o	#c86464
devoiced rounded close-mid back vowel	o̥	V	7	U	V	o	#c86464
non-syllabic rounded close-mid back vowel	o̯	V	7	U	V	o	#c86464
creaky-voiced rounded close-mid back vowel	o̰	V	7	U	V	o	#c86464
rounded close back vowel	u	V	7	Y	V	u	#c86464
long rounded close back vowel	uː	V	7	Y	V	u	#c86464
ultra-long rounded close back vowel	uːː	V	7	Y	V	u	#c86464
mid-long rounded close back vowel	uˑ	V	7	Y	V	u	#c86464
nasalized rounded close back vowel	ũ	V	7	Y	V	u	#c86464
long nasalized rounded close back vowel	ũː	V	7	Y	V	u	#c86464
breathy-voiced rounded close back vowel	ṳ	V	7	Y	V	u	#c86464
devoiced rounded close back vowel	u̥	V	7	Y	V	u	#c86464
creaky-voiced rounded close back vowel	ṵ	V	7	Y	V	u	#c86464
rounded close front vowel	y	V	7	Y	V	i	#c86464
long rounded close front vowel	yː	V	7	Y	V	i	#c86464
ultra-long rounded close front vowel	yːː	V	7	Y	V	i	#c86464
mid-long rounded close front vowel	yˑ	V	7	Y	V	i	#c86464
nasalized rounded close front vowel	ỹ	V	7	Y	V	i	#c86464
long nasalized rounded close front vowel	ỹː	V	7	Y	V	i	#c86464
unrounded nearly-open front vowel	æ	V	7	E	V	E	#c86464
long unrounded nearly-open front vowel	æː	V	7	E	V	E	#c86464
ultra-long unrounded nearly-open front vowel	æːː	V	7	E	V	E	#c86464
mid-long unrounded nearly-open front vowel	æˑ	V	7	E	V	E	#c86464
nasalized unrounded nearly-open front vowel	æ̃	V	7	E	V	E	#c86464
long nasalized unrounded nearly-open front vowel	æ̃ː	V	7	E	V	E	#c86464
creaky-voiced unrounded nearly-open front vowel	æ̰	V	7	E	V	E	#c86464
rounded close-mid front vowel	ø	V	7	U	V	e	#c86464
long rounded close-mid front vowel	øː	V	7	U	V	e	#c86464
ultra-long rounded close-mid front vowel	øːː	V	7	U	V	e	#c86464
mid-long rounded close-mid front vowel	øˑ	V	7	U	V	e	#c86464
nasalized rounded close-mid front vowel	ø̃	V	7	U	V	e	#c86464
long nasalized rounded close-mid front vowel	ø̃ː	V	7	U	V	e	#c86464
rounded mid front vowel	ø̞	V	7	U	V	e	#c86464
long rounded mid front vowel	ø̞ː	V	7	U	V	e	#c86464
nasalized rounded mid front vowel	ø̞̃	V	7	U	V	e	#c86464
long nasalized rounded mid front vowel	ø̞̃ː	V	7	U	V	e	#c86464
rounded open-mid front vowel	œ	V	7	U	V	E	#c86464
long rounded open-mid front vowel	œː	V	7	U	V	E	#c86464
nasalized rounded open-mid front vowel	œ̃	V	7	U	V	E	#c86464
long nasalized rounded open-mid front vowel	œ̃ː	V	7	U	V	E	#c86464
unrounded nearly-open central vowel	ɐ	V	7	E	V	a	#c86464
long unrounded nearly-open central vowel	ɐː	V	7	E	V	a	#c86464
nasalized unrounded nearly-open central vowel	ɐ̃	V	7	E	V	a	#c86464
long nasalized unrounded nearly-open central vowel	ɐ̃ː	V	7	E	V	a	#c86464
non-syllabic unrounded nearly-open central vowel	ɐ̯	C	5	R	R	r	#6464c8
unrounded open back vowel	ɑ	V	7	A	V	o	#c86464
long unrounded open back vowel	ɑː	V	7	A	V	o	#c86464
nasalized unrounded open back vowel	ɑ̃	V	7	A	V	o	#c86464
long nasalized unrounded open back vowel	ɑ̃ː	V	7	A	V	o	#c86464
rounded open back vowel	ɒ	V	7	O	V	o	#c86464
long rounded open back vowel	ɒː	V	7	O	V	o	#c86464
nasalized rounded open back vowel	ɒ̃	V	7	O	V	o	#c86464
long nasalized rounded open back vowel	ɒ̃ː	V	7	O	V	o	#c86464
rounded open-mid back vowel	ɔ	V	7	U	V	o	#c86464
long rounded open-mid back vowel	ɔː	V	7	U	V	o	#c86464
nasalized rounded open-mid back vowel	ɔ̃	V	7	U	V	o	#c86464
long nasalized rounded open-mid back vowel	ɔ̃ː	V	7	U	V	o	#c86464
creaky-voiced rounded open-mid back vowel	ɔ̰	V	7	U	V	o	#c86464
unrounded close-mid central vowel	ɘ	V	7	E	V	I	#c86464
long unrounded close-mid central vowel	ɘː	V	7	E	V	I	#c86464
nasalized unrounded close-mid central vowel	ɘ̃	V	7	E	V	I	#c86464
long nasalized unrounded close-mid central vowel	ɘ̃ː	V	7	E	V	I	#c86464
unrounded mid central vowel	ə	V	7	E	V	I	#c86464
long unrounded mid central vowel	əː	V	7	E	V	I	#c86464
rhotacized unrounded mid central vowel	ə˞	V	7	E	V	I	#c86464
nasalized unrounded mid central vowel	ə̃	V	7	E	V	I	#c86464
long nasalized unrounded mid central vowel	ə̃ː	V	7	E	V	I	#c86464
ultra-short unrounded mid central vowel	ə̆	V	7	E	V	I	#c86464
creaky-voiced unrounded mid central vowel	ə̰	V	7	E	V	I	#c86464
unrounded open-mid front vowel	ɛ	V	7	E	V	E	#c86464
long unrounded open-mid front vowel	ɛː	V	7	E	V	E	#c86464
ultra-long unrounded open-mid front vowel	ɛːː	V	7	E	V	E	#c86464
nasalized unrounded open-mid front vowel	ɛ̃	V	7	E	V	E	#c86464
long nasalized unrounded open-mid front vowel	ɛ̃ː	V	7	E	V	E	#c86464
creaky-voiced unrounded open-mid front vowel	ɛ̰	V	7	E	V	E	#c86464
unrounded open-mid central vowel	ɜ	V	7	E	V	I	#c86464
long unrounded open-mid central vowel	ɜː	V	7	E	V	I	#c86464
nasalized unrounded open-mid central vowel	ɜ̃	V	7	E	V	I	#c86464
long nasalized unrounded open-mid central vowel	ɜ̃ː	V	7	E	V	I	#c86464
rounded open-mid central vowel	ɞ	V	7	U	V	u	#c86464
long rounded open-mid central vowel	ɞː	V	7	U	V	u	#c86464
nasalized rounded open-mid central vowel	ɞ̃	V	7	U	V	u	#c86464
long nasalized rounded open-mid central vowel	ɞ̃ː	V	7	U	V	u	#c86464
rounded near-open central vowel	ɞ̞	V	7	U	V	u	#c86464
long rounded near-open central vowel	ɞ̞ː	V	7	U	V	u	#c86464
nasalized rounded near-open central vowel	ɞ̞̃	V	7	U	V	u	#c86464
long nasalized rounded near-open central vowel	ɞ̞̃ː	V	7	U	V	u	#c86464
unrounded close-mid back vowel	ɤ	V	7	E	V	o	#c86464
long unrounded close-mid back vowel	ɤː	V	7	E	V	o	#c86464
nasalized unrounded close-mid back vowel	ɤ̃	V	7	E	V	o	#c86464
long nasalized unrounded close-mid back vowel	ɤ̃ː	V	7	E	V	o	#c86464
ultra-short unrounded close-mid back vowel	ɤ̆	V	7	E	V	o	#c86464
unrounded mid back vowel	ɤ̞	V	7	E	V	o	#c86464
long unrounded mid back vowel	ɤ̞ː	V	7	E	V	o	#c86464
nasalized unrounded mid back vowel	ɤ̞̃	V	7	E	V	o	#c86464
long nasalized unrounded mid back vowel	ɤ̞̃ː	V	7	E	V	o	#c86464
unrounded close central vowel	ɨ	V	7	I	V	I	#c86464
long unrounded close central vowel	ɨː	V	7	I	V	I	#c86464
nasalized unrounded close central vowel	ɨ̃	V	7	I	V	I	#c86464
long nasalized unrounded close central vowel	ɨ̃ː	V	7	I	V	I	#c86464
unrounded near-close near-front vowel	ɪ	V	7	I	V	i	#c86464
long unrounded near-close near-front vowel	ɪː	V	7	I	V	i	#c86464
nasalized unrounded near-close near-front vowel	ɪ̃	V	7	I	V	i	#c86464
long nasalized unrounded near-close near-front vowel	ɪ̃ː	V	7	I	V	i	#c86464
unrounded near-close central vowel	ɪ̈	V	7	I	V	i	#c86464
long unrounded near-close central vowel	ɪ̈ː	V	7	I	V	i	#c86464
nasalized unrounded near-close central vowel	ɪ̈̃	V	7	I	V	i	#c86464
long nasalized unrounded near-close central vowel	ɪ̈̃ː	V	7	I	V	i	#c86464
devoiced unrounded near-close near-front vowel	ɪ̥	V	7	I	V	i	#c86464
non-syllabic unrounded near-close near-front vowel	ɪ̯	V	7	I	V	i	#c86464
creaky-voiced unrounded near-close near-front vowel	ɪ̰	V	7	I	V	i	#c86464
unrounded close back vowel	ɯ	V	7	I	V	u	#c86464
long unrounded close back vowel	ɯː	V	7	I	V	u	#c86464
nasalized unrounded close back vowel	ɯ̃	V	7	I	V	u	#c86464
long nasalized unrounded close back vowel	ɯ̃ː	V	7	I	V	u	#c86464
nasalized devoiced unrounded close back vowel	ɯ̥̃	V	7	I	V	u	#c86464
breathy-voiced unrounded close back vowel	ɯ̤	V	7	I	V	u	#c86464
devoiced unrounded close back vowel	ɯ̥	V	7	I	V	u	#c86464
non-syllabic unrounded close back vowel	ɯ̯	V	7	I	V	u	#c86464
unrounded near-close near-back vowel	ɯ̽	V	7	I	V	u	#c86464
long unrounded near-close near-back vowel	ɯ̽ː	V	7	I	V	u	#c86464
nasalized unrounded near-close near-back vowel	ɯ̽̃	V	7	I	V	u	#c86464
long nasalized unrounded near-close near-back vowel	ɯ̽̃ː	V	7	I	V	u	#c86464
rounded close-mid central vowel	ɵ	V	7	U	V	I	#c86464
long rounded close-mid central vowel	ɵː	V	7	U	V	I	#c86464
nasalized rounded close-mid central vowel	ɵ̃	V	7	U	V	I	#c86464
long nasalized rounded close-mid central vowel	ɵ̃ː	V	7	U	V	I	#c86464
rounded mid central vowel	ɵ̞	V	7	U	V	I	#c86464
long rounded mid central vowel	ɵ̞ː	V	7	U	V	I	#c86464
nasalized rounded mid central vowel	ɵ̞̃	V	7	U	V	I	#c86464
long nasalized rounded mid central vowel	ɵ̞̃ː	V	7	U	V	I	#c86464
rounded open front vowel	ɶ	V	7	U	V	E	#c86464
long rounded open front vowel	ɶː	V	7	U	V	E	#c86464
nasalized rounded open front vowel	ɶ̃	V	7	U	V	E	#c86464
long nasalized rounded open front vowel	ɶ̃ː	V	7	U	V	E	#c86464
unrounded close with-frication back vowel	ɿ	V	7	I	V	i	#c86464
unrounded close with-frication central vowel	ʅ	V	7	I	V	i	#c86464
rounded close central vowel	ʉ	V	7	Y	V	I	#c86464
long rounded close central vowel	ʉː	V	7	Y	V	I	#c86464
nasalized rounded close central vowel	ʉ̃	V	7	Y	V	I	#c86464
long nasalized rounded close central vowel	ʉ̃ː	V	7	Y	V	I	#c86464
creaky-voiced rounded close central vowel	ʉ̰	V	7	Y	V	I	#c86464
rounded near-close near-back vowel	ʊ	V	7	Y	V	u	#c86464
long rounded near-close near-back vowel	ʊː	V	7	Y	V	u	#c86464
nasalized rounded near-close near-back vowel	ʊ̃	V	7	Y	V	u	#c86464
long nasalized rounded near-close near-back vowel	ʊ̃ː	V	7	Y	V	u	#c86464
rounded near-close central vowel	ʊ̈	V	7	Y	V	u	#c86464
long rounded near-close central vowel	ʊ̈ː	V	7	Y	V	u	#c86464
nasalized rounded near-close central vowel	ʊ̈̃	V	7	Y	V	u	#c86464
long nasalized rounded near-close central vowel	ʊ̈̃ː	V	7	Y	V	u	#c86464
devoiced rounded near-close near-back vowel	ʊ̥	V	7	Y	V	u	#c86464
non-syllabic rounded near-close near-back vowel	ʊ̯	V	7	Y	V	u	#c86464
creaky-voiced rounded near-close near-back vowel	ʊ̰	V	7	Y	V	u	#c86464
unrounded open-mid back vowel	ʌ	V	7	E	V	o	#c86464
long unrounded open-mid back vowel	ʌː	V	7	E	V	o	#c86464
nasalized unrounded open-mid back vowel	ʌ̃	V	7	E	V	o	#c86464
long nasalized unrounded open-mid back vowel	ʌ̃ː	V	7	E	V	o	#c86464
nasalized breathy-voiced unrounded open-mid back vowel	ʌ̤̃	V	7	E	V	o	#c86464
ultra-short unrounded open-mid back vowel	ʌ̆	V	7	E	V	o	#c86464
breathy-voiced unrounded open-mid back vowel	ʌ̤	V	7	E	V	o	#c86464
long non-syllabic unrounded open-mid back vowel	ʌ̯ː	V	7	E	V	o	#c86464
rounded near-close near-front vowel	ʏ	V	7	Y	V	i	#c86464
long rounded near-close near-front vowel	ʏː	V	7	Y	V	i	#c86464
nasalized rounded near-close near-front vowel	ʏ̃	V	7	Y	V	i	#c86464
long nasalized rounded near-close near-front vowel	ʏ̃ː	V	7	Y	V	i	#c86464
rounded close with-frication back vowel	ʮ	V	7	U	V	u	#c86464
rounded close with-frication central vowel	ʯ	0	0	0	0	0	0
flat low low tone	¹¹	T	8	1	1	1	#c86496
rising low mid-low tone	¹²	T	8	2	1	2	#c86496
rising low mid tone	¹³	T	8	2	1	2	#c86496
rising low mid-high tone	¹⁴	T	8	2	1	2	#c86496
rising low high tone	¹⁵	T	8	2	1	2	#c86496
falling mid-low low tone	²¹	T	8	3	1	3	#c86496
flat mid-low mid-low tone	²²	T	8	1	1	1	#c86496
rising mid-low mid tone	²³	T	8	2	1	2	#c86496
rising mid-low mid-high tone	²⁴	T	8	2	1	2	#c86496
rising mid-low high tone	²⁵	T	8	2	1	2	#c86496
falling mid low tone	³¹	T	8	3	1	3	#c86496
falling mid mid-low tone	³²	T	8	3	1	3	#c86496
flat mid mid tone	³³	T	8	4	1	4	#c86496
rising mid mid-high tone	³⁴	T	8	2	1	2	#c86496
rising mid high tone	³⁵	T	8	2	1	2	#c86496
falling mid-high low tone	⁴¹	T	8	3	1	3	#c86496
falling mid-high mid-low tone	⁴²	T	8	3	1	3	#c86496
falling mid-high mid tone	⁴³	T	8	3	1	3	#c86496
flat mid-high mid-high tone	⁴⁴	T	8	5	1	5	#c86496
rising mid-high high tone	⁴⁵	T	8	2	1	2	#c86496
falling high low tone	⁵¹	T	8	3	1	3	#c86496
falling high mid-low tone	⁵²	T	8	3	1	3	#c86496
falling high mid tone	⁵³	T	8	3	1	3	#c86496
falling high mid-high tone	⁵⁴	T	8	3	1	3	#c86496
flat high high tone	⁵⁵	T	8	5	1	5	#c86496
short low tone	¹	T	8	6	1	6	#c86496
short mid-low tone	²	T	8	6	1	6	#c86496
short mid tone	³	T	8	6	1	6	#c86496
short mid-high tone	⁴	T	8	6	1	6	#c86496
short high tone	⁵	T	8	6	1	6	#c86496
rising low low mid-low tone	¹¹²	T	8	6	1	6	#c86496
rising low low mid tone	¹¹³	T	8	6	1	6	#c86496
rising low low mid-high tone	¹¹⁴	T	8	6	1	6	#c86496
rising low low high tone	¹¹⁵	T	8	6	1	6	#c86496
contour low mid-low low tone	¹²¹	T	8	6	1	6	#c86496
rising low mid-low mid-low tone	¹²²	T	8	6	1	6	#c86496
contour low mid low tone	¹³¹	T	8	6	1	6	#c86496
contour low mid mid-low tone	¹³²	T	8	6	1	6	#c86496
rising low mid mid tone	¹³³	T	8	6	1	6	#c86496
contour low mid-high low tone	¹⁴¹	T	8	6	1	6	#c86496
contour low mid-high mid-low tone	¹⁴²	T	8	6	1	6	#c86496
contour low mid-high mid tone	¹⁴³	T	8	6	1	6	#c86496
rising low mid-high mid-high tone	¹⁴⁴	T	8	6	1	6	#c86496
contour low high low tone	¹⁵¹	T	8	6	1	6	#c86496
contour low high mid-low tone	¹⁵²	T	8	6	1	6	#c86496
contour low high mid tone	¹⁵³	T	8	6	1	6	#c86496
contour low high mid-high tone	¹⁵⁴	T	8	6	1	6	#c86496
rising low high high tone	¹⁵⁵	T	8	6	1	6	#c86496
falling mid-low low low tone	²¹¹	T	8	6	1	6	#c86496
contour mid-low low mid-low tone	²¹²	T	8	6	1	6	#c86496
contour mid-low low mid tone	²¹³	T	8	6	1	6	#c86496
contour mid-low low mid-high tone	²¹⁴	T	8	6	1	6	#c86496
contour mid-low low high tone	²¹⁵	T	8	6	1	6	#c86496
falling mid-low mid-low low tone	²²¹	T	8	6	1	6	#c86496
rising mid-low mid-low mid tone	²²³	T	8	6	1	6	#c86496
rising mid-low mid-low mid-high tone	²²⁴	T	8	6	1	6	#c86496
rising mid-low mid-low high tone	²²⁵	T	8	6	1	6	#c86496
contour mid-low mid low tone	²³¹	T	8	6	1	6	#c86496
contour mid-low mid mid-low tone	²³²	T	8	6	1	6	#c86496
rising mid-low mid mid tone	²³³	T	8	6	1	6	#c86496
contour mid-low mid-high low tone	²⁴¹	T	8	6	1	6	#c86496
contour mid-low mid-high mid-low tone	²⁴²	T	8	6	1	6	#c86496
contour mid-low mid-high mid tone	²⁴³	T	8	6	1	6	#c86496
rising mid-low mid-high mid-high tone	²⁴⁴	T	8	6	1	6	#c86496
contour mid-low high low tone	²⁵¹	T	8	6	1	6	#c86496
contour mid-low high mid-low tone	²⁵²	T	8	6	1	6	#c86496
contour mid-low high mid tone	²⁵³	T	8	6	1	6	#c86496
contour mid-low high mid-high tone	²⁵⁴	T	8	6	1	6	#c86496
rising mid-low high high tone	²⁵⁵	T	8	6	1	6	#c86496
falling mid low low tone	³¹¹	T	8	6	1	6	#c86496
contour mid low mid-low tone	³¹²	T	8	6	1	6	#c86496
contour mid low mid tone	³¹³	T	8	6	1	6	#c86496
contour mid low mid-high tone	³¹⁴	T	8	6	1	6	#c86496
contour mid low high tone	³¹⁵	T	8	6	1	6	#c86496
falling mid mid-low mid-low tone	³²²	T	8	6	1	6	#c86496
contour mid mid-low mid tone	³²³	T	8	6	1	6	#c86496
contour mid mid-low mid-high tone	³²⁴	T	8	6	1	6	#c86496
contour mid mid-low high tone	³²⁵	T	8	6	1	6	#c86496
falling mid mid low tone	³³¹	T	8	6	1	6	#c86496
falling mid mid mid-low tone	³³²	T	8	6	1	6	#c86496
rising mid mid mid-high tone	³³⁴	T	8	6	1	6	#c86496
rising mid mid high tone	³³⁵	T	8	6	1	6	#c86496
contour mid mid-high low tone	³⁴¹	T	8	6	1	6	#c86496
contour mid mid-high mid-low tone	³⁴²	T	8	6	1	6	#c86496
contour mid mid-high mid tone	³⁴³	T	8	6	1	6	#c86496
rising mid mid-high mid-high tone	³⁴⁴	T	8	6	1	6	#c86496
contour mid mid-high high tone	³⁴⁵	T	8	6	1	6	#c86496
contour mid high low tone	³⁵¹	T	8	6	1	6	#c86496
contour mid high mid-low tone	³⁵²	T	8	6	1	6	#c86496
contour mid high mid tone	³⁵³	T	8	6	1	6	#c86496
contour mid high mid-high tone	³⁵⁴	T	8	6	1	6	#c86496
rising mid high high tone	³⁵⁵	T	8	6	1	6	#c86496
falling mid-high low low tone	⁴¹¹	T	8	6	1	6	#c86496
contour mid-high low mid-low tone	⁴¹²	T	8	6	1	6	#c86496
contour mid-high low mid tone	⁴¹³	T	8	6	1	6	#c86496
contour mid-high low mid-high tone	⁴¹⁴	T	8	6	1	6	#c86496
contour mid-high low high tone	⁴¹⁵	T	8	6	1	6	#c86496
falling mid-high mid-low mid-low tone	⁴²²	T	8	6	1	6	#c86496
contour mid-high mid-low mid tone	⁴²³	T	8	6	1	6	#c86496
contour mid-high mid-low mid-high tone	⁴²⁴	T	8	6	1	6	#c86496
contour mid-high mid-low high tone	⁴²⁵	T	8	6	1	6	#c86496
falling mid-high mid mid tone	⁴³³	T	8	6	1	6	#c86496
contour mid-high mid mid-high tone	⁴³⁴	T	8	6	1	6	#c86496
contour mid-high mid high tone	⁴³⁵	T	8	6	1	6	#c86496
falling mid-high mid-high low tone	⁴⁴¹	T	8	6	1	6	#c86496
falling mid-high mid-high mid-low tone	⁴⁴²	T	8	6	1	6	#c86496
falling mid-high mid-high mid tone	⁴⁴³	T	8	6	1	6	#c86496
rising mid-high mid-high high tone	⁴⁴⁵	T	8	6	1	6	#c86496
contour mid-high high low tone	⁴⁵¹	T	8	6	1	6	#c86496
contour mid-high high mid-low tone	⁴⁵²	T	8	6	1	6	#c86496
contour mid-high high mid tone	⁴⁵³	T	8	6	1	6	#c86496
contour mid-high high mid-high tone	⁴⁵⁴	T	8	6	1	6	#c86496
rising mid-high high high tone	⁴⁵⁵	T	8	6	1	6	#c86496
falling high low low tone	⁵¹¹	T	8	6	1	6	#c86496
contour high low mid-low tone	⁵¹²	T	8	6	1	6	#c86496
contour high low mid tone	⁵¹³	T	8	6	1	6	#c86496
contour high low mid-high tone	⁵¹⁴	T	8	6	1	6	#c86496
contour high low high tone	⁵¹⁵	T	8	6	1	6	#c86496
falling high mid-low mid-low tone	⁵²²	T	8	6	1	6	#c86496
contour high mid-low mid tone	⁵²³	T	8	6	1	6	#c86496
contour high mid-low mid-high tone	⁵²⁴	T	8	6	1	6	#c86496
contour high mid-low high tone	⁵²⁵	T	8	6	1	6	#c86496
falling high mid mid tone	⁵³³	T	8	6	1	6	#c86496
contour high mid mid-high tone	⁵³⁴	T	8	6	1	6	#c86496
contour high mid high tone	⁵³⁵	T	8	6	1	6	#c86496
falling high mid-high mid-high tone	⁵⁴⁴	T	8	6	1	6	#c86496
contour high mid-high high tone	⁵⁴⁵	T	8	6	1	6	#c86496
falling high high low tone	⁵⁵¹	T	8	6	1	6	#c86496
falling high high mid-low tone	⁵⁵²	T	8	6	1	6	#c86496
falling high high mid tone	⁵⁵³	T	8	6	1	6	#c86496
falling high high mid-high tone	⁵⁵⁴	T	8	6	1	6	#c86496
¯	¯	0	0	0	0	0	0
+	+	+	9	_	+	+	#bbbbbb
_	_	_	9	_	_	_	#bbbbbb
/	/	0	0	0	0	0	0
→	→	0	0	0	0	0	0
←	←	0	0	0	0	0	0
∼	∼	C	4	9	N	n	#64c8c8
voiced labial stop-segment click	gʘ	C	1	K	K	g	#c89664
voiced labial stop-cluster uvular-fricative click	gʘχ	C	1	K	K	g	#c89664
voiced labial stop-cluster uvular-affricate click	gʘqχ	C	1	K	K	g	#c89664
voiced labial stop-cluster uvular-ejective-affricate click	gʘqχʼ	C	1	K	K	g	#c89664
voiced labial stop-cluster uvular-plosive click	gʘq	C	1	K	K	g	#c89664
voiced labial stop-cluster uvular-voiced-plosive click	gʘɢ	C	1	K	K	g	#c89664
voiced labial stop-cluster uvular-aspirated-plosive click	gʘqʰ	C	1	K	K	g	#c89664
voiced labial stop-cluster uvular-voiced-aspirated-plosive click	gʘɢʰ	C	1	K	K	g	#c89664
voiced labial stop-cluster uvular-ejective-plosive click	gʘqʼ	C	1	K	K	g	#c89664
voiced labial stop-cluster uvular-voiced-ejective-plosive click	gʘɢʼ	C	1	K	K	g	#c89664
voiced labial stop-cluster voiced-glottal click	gʘh	C	1	K	K	g	#c89664
voiced labial stop-cluster glottal click	gʘʔ	C	1	K	K	g	#c89664
voiced dental stop-segment click	gǀ	C	1	K	K	g	#c89664
voiced dental stop-cluster uvular-fricative click	gǀχ	C	1	K	K	g	#c89664
voiced dental stop-cluster uvular-affricate click	gǀqχ	C	1	K	K	g	#c89664
voiced dental stop-cluster uvular-ejective-affricate click	gǀqχʼ	C	1	K	K	g	#c89664
voiced dental stop-cluster uvular-plosive click	gǀq	C	1	K	K	g	#c89664
voiced dental stop-cluster uvular-voiced-plosive click	gǀɢ	C	1	K	K	g	#c89664
voiced dental stop-cluster uvular-aspirated-plosive click	gǀqʰ	C	1	K	K	g	#c89664
voiced dental stop-cluster uvular-voiced-aspirated-plosive click	gǀɢʰ	C	1	K	K	g	#c89664
voiced dental stop-cluster uvular-ejective-plosive click	gǀqʼ	C	1	K	K	g	#c89664
voiced dental stop-cluster uvular-voiced-ejective-plosive click	gǀɢʼ	C	1	K	K	g	#c89664
voiced dental stop-cluster voiced-glottal click	gǀh	C	1	K	K	g	#c89664
voiced dental stop-cluster glottal click	gǀʔ	C	1	K	K	g	#c89664
voiced alveolar stop-segment click	gǃ	C	1	K	K	g	#c89664
voiced alveolar stop-cluster uvular-fricative click	gǃχ	C	1	K	K	g	#c89664
voiced alveolar stop-cluster uvular-affricate click	gǃqχ	C	1	K	K	g	#c89664
voiced alveolar stop-cluster uvular-ejective-affricate click	gǃqχʼ	C	1	K	K	g	#c89664
voiced alveolar stop-cluster uvular-plosive click	gǃq	C	1	K	K	g	#c89664
voiced alveolar stop-cluster uvular-voiced-plosive click	gǃɢ	C	1	K	K	g	#c89664
voiced alveolar stop-cluster uvular-aspirated-plosive click	gǃqʰ	C	1	K	K	g	#c89664
voiced alveolar stop-cluster uvular-voiced-aspirated-plosive click	gǃɢʰ	C	1	K	K	g	#c89664
voiced alveolar stop-cluster uvular-ejective-plosive click	gǃqʼ	C	1	K	K	g	#c89664
voiced alveolar stop-cluster uvular-voiced-ejective-plosive click	gǃɢʼ	C	1	K	K	g	#c89664
voiced alveolar stop-cluster voiced-glottal click	gǃh	C	1	K	K	g	#c89664
voiced alveolar stop-cluster glottal click	gǃʔ	C	1	K	K	g	#c89664
voiced palatal stop-segment click	gǂ	C	1	K	K	g	#c89664
voiced palatal stop-cluster uvular-fricative click	gǂχ	C	1	K	K	g	#c89664
voiced palatal stop-cluster uvular-affricate click	gǂqχ	C	1	K	K	g	#c89664
voiced palatal stop-cluster uvular-ejective-affricate click	gǂqχʼ	C	1	K	K	g	#c89664
voiced palatal stop-cluster uvular-plosive click	gǂq	C	1	K	K	g	#c89664
voiced palatal stop-cluster uvular-voiced-plosive click	gǂɢ	C	1	K	K	g	#c89664
voiced palatal stop-cluster uvular-aspirated-plosive click	gǂqʰ	C	1	K	K	g	#c89664
voiced palatal stop-cluster uvular-voiced-aspirated-plosive click	gǂɢʰ	C	1	K	K	g	#c89664
voiced palatal stop-cluster uvular-ejective-plosive click	gǂqʼ	C	1	K	K	g	#c89664
voiced palatal stop-cluster uvular-voiced-ejective-plosive click	gǂɢʼ	C	1	K	K	g	#c89664
voiced palatal stop-cluster voiced-glottal click	gǂh	C	1	K	K	g	#c89664
voiced palatal stop-cluster glottal click	gǂʔ	C	1	K	K	g	#c89664
voiced lateral stop-segment click	gǁ	C	1	K	K	g	#c89664
voiced lateral stop-cluster uvular-fricative click	gǁχ	C	1	K	K	g	#c89664
voiced lateral stop-cluster uvular-affricate click	gǁqχ	C	1	K	K	g	#c89664
voiced lateral stop-cluster uvular-ejective-affricate click	gǁqχʼ	C	1	K	K	g	#c89664
voiced lateral stop-cluster uvular-plosive click	gǁq	C	1	K	K	g	#c89664
voiced lateral stop-cluster uvular-voiced-plosive click	gǁɢ	C	1	K	K	g	#c89664
voiced lateral stop-cluster uvular-aspirated-plosive click	gǁqʰ	C	1	K	K	g	#c89664
voiced lateral stop-cluster uvular-voiced-aspirated-plosive click	gǁɢʰ	C	1	K	K	g	#c89664
voiced lateral stop-cluster uvular-ejective-plosive click	gǁqʼ	C	1	K	K	g	#c89664
voiced lateral stop-cluster uvular-voiced-ejective-plosive click	gǁɢʼ	C	1	K	K	g	#c89664
