CLTS_NAME	BIPA_GRAPHEME	GRAPHEME	URL
labialized long voiceless alveolo-palatal sibilant fricative consonant	ɕʷː	ɕʷː	https://chridd.nfshost.com/diachronica/search?q=%c9%95%ca%b7%cb%90
voiceless palatal sibilant fricative consonant	ç	ç	https://chridd.nfshost.com/diachronica/search?q=%c3%a7
voiceless velar fricative consonant	x	x	https://chridd.nfshost.com/diachronica/search?q=x
long voiceless velar fricative consonant	xː	xː	https://chridd.nfshost.com/diachronica/search?q=x%cb%90
palatalized voiceless velar fricative consonant	xʲ	xʲ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b2
palatalized long voiceless velar fricative consonant	xʲː	xʲː	https://chridd.nfshost.com/diachronica/search?q=x%ca%b2%cb%90
labialized voiceless velar fricative consonant	xʷ	xʷ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b7
palatalized labialized voiceless velar fricative consonant	xʲʷ	xʲʷ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b2%ca%b7
palatalized labialized voiceless velar fricative consonant	xʲʷ	xʷʲ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b7%ca%b2
voiceless uvular fricative consonant	χ	χ	https://chridd.nfshost.com/diachronica/search?q=%cf%87
pharyngealized voiceless uvular fricative consonant	χˤ	χˤ	https://chridd.nfshost.com/diachronica/search?q=%cf%87%cb%a4
palatalized voiceless uvular fricative consonant	χʲ	χʲ	https://chridd.nfshost.com/diachronica/search?q=%cf%87%ca%b2
palatalized pharyngealized voiceless uvular fricative consonant	χʲˤ	χˤʲ	https://chridd.nfshost.com/diachronica/search?q=%cf%87%cb%a4%ca%b2
labialized voiceless uvular fricative consonant	χʷ	χʷ	https://chridd.nfshost.com/diachronica/search?q=%cf%87%ca%b7
labialized pharyngealized voiceless uvular fricative consonant	χʷˤ	χˤʷ	https://chridd.nfshost.com/diachronica/search?q=%cf%87%cb%a4%ca%b7
palatalized labialized voiceless uvular fricative consonant	χʲʷ	χʲʷ	https://chridd.nfshost.com/diachronica/search?q=%cf%87%ca%b2%ca%b7
palatalized labialized voiceless uvular fricative consonant	χʲʷ	χʷʲ	https://chridd.nfshost.com/diachronica/search?q=%cf%87%ca%b7%ca%b2
voiceless pharyngeal fricative consonant	ħ	ħ	https://chridd.nfshost.com/diachronica/search?q=%c4%a7
labialized voiceless pharyngeal fricative consonant	ħʷ	ħʷ	https://chridd.nfshost.com/diachronica/search?q=%c4%a7%ca%b7
voiceless glottal fricative consonant	h	h	https://chridd.nfshost.com/diachronica/search?q=h
long voiceless glottal fricative consonant	hː	hː	https://chridd.nfshost.com/diachronica/search?q=h%cb%90
nasalized voiceless glottal fricative consonant	h̃	h̃	https://chridd.nfshost.com/diachronica/search?q=h%cc%83
labialized voiceless glottal fricative consonant	hʷ	hʷ	https://chridd.nfshost.com/diachronica/search?q=h%ca%b7
nasalized labialized voiceless glottal fricative consonant	h̃ʷ	h̃ʷ	https://chridd.nfshost.com/diachronica/search?q=h%cc%83%ca%b7
voiceless bilabial ejective fricative consonant	ɸ’	ɸʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%b8%ca%bc
voiceless labio-dental ejective fricative consonant	fʼ	fʼ	https://chridd.nfshost.com/diachronica/search?q=f%ca%bc
voiceless dental ejective fricative consonant	θ’	θʼ	https://chridd.nfshost.com/diachronica/search?q=%ce%b8%ca%bc
voiceless alveolar ejective sibilant fricative consonant	sʼ	sʼ	https://chridd.nfshost.com/diachronica/search?q=s%ca%bc
long voiceless alveolar ejective sibilant fricative consonant	s’ː	sːʼ	https://chridd.nfshost.com/diachronica/search?q=s%cb%90%ca%bc
palatalized voiceless alveolar ejective sibilant fricative consonant	s’ʲ	sʲʼ	https://chridd.nfshost.com/diachronica/search?q=s%ca%b2%ca%bc
labialized voiceless alveolar ejective sibilant fricative consonant	s’ʷ	sʷʼ	https://chridd.nfshost.com/diachronica/search?q=s%ca%b7%ca%bc
labialized voiceless alveolar ejective sibilant fricative consonant	s’ʷ	sʼʷ	https://chridd.nfshost.com/diachronica/search?q=s%ca%bc%ca%b7
palatalized labialized voiceless alveolar ejective sibilant fricative consonant	s’ʲʷ	sʷʲʼ	https://chridd.nfshost.com/diachronica/search?q=s%ca%b7%ca%b2%ca%bc
voiceless post-alveolar ejective sibilant fricative consonant	ʃʼ	ʃʼ	https://chridd.nfshost.com/diachronica/search?q=%ca%83%ca%bc
long voiceless post-alveolar ejective sibilant fricative consonant	ʃ’ː	ʃːʼ	https://chridd.nfshost.com/diachronica/search?q=%ca%83%cb%90%ca%bc
palatalized voiceless post-alveolar ejective sibilant fricative consonant	ʃ’ʲ	ʃʲʼ	https://chridd.nfshost.com/diachronica/search?q=%ca%83%ca%b2%ca%bc
labialized voiceless post-alveolar ejective sibilant fricative consonant	ʃ’ʷ	ʃʷʼ	https://chridd.nfshost.com/diachronica/search?q=%ca%83%ca%b7%ca%bc
voiceless retroflex ejective sibilant fricative consonant	ʂ’	ʂʼ	https://chridd.nfshost.com/diachronica/search?q=%ca%82%ca%bc
voiceless alveolo-palatal ejective sibilant fricative consonant	ɕ’	ɕʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%95%ca%bc
labialized voiceless alveolo-palatal ejective sibilant fricative consonant	ɕ’ʷ	ɕʷʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%95%ca%b7%ca%bc
voiceless palatal ejective sibilant fricative consonant	ç’	çʼ	https://chridd.nfshost.com/diachronica/search?q=%c3%a7%ca%bc
voiceless velar ejective fricative consonant	xʼ	xʼ	https://chridd.nfshost.com/diachronica/search?q=x%ca%bc
labialized voiceless velar ejective fricative consonant	x’ʷ	xʷʼ	https://chridd.nfshost.com/diachronica/search?q=x%ca%b7%ca%bc
voiceless uvular ejective fricative consonant	χʼ	χʼ	https://chridd.nfshost.com/diachronica/search?q=%cf%87%ca%bc
labialized voiceless uvular ejective fricative consonant	χ’ʷ	χʷʼ	https://chridd.nfshost.com/diachronica/search?q=%cf%87%ca%b7%ca%bc
voiced bilabial fricative consonant	β	β	https://chridd.nfshost.com/diachronica/search?q=%ce%b2
labialized voiced bilabial fricative consonant	βʷ	βʷ	https://chridd.nfshost.com/diachronica/search?q=%ce%b2%ca%b7
voiced labio-dental fricative consonant	v	v	https://chridd.nfshost.com/diachronica/search?q=v
long voiced labio-dental fricative consonant	vː	vː	https://chridd.nfshost.com/diachronica/search?q=v%cb%90
pharyngealized voiced labio-dental fricative consonant	vˤ	vˤ	https://chridd.nfshost.com/diachronica/search?q=v%cb%a4
syllabic voiced labio-dental fricative consonant	v̩	v̩	https://chridd.nfshost.com/diachronica/search?q=v%cc%a9
labialized voiced labio-dental fricative consonant	vʷ	vʷ	https://chridd.nfshost.com/diachronica/search?q=v%ca%b7
voiced dental sibilant fricative consonant	z̪	z̪	https://chridd.nfshost.com/diachronica/search?q=z%cc%aa
voiced dental fricative consonant	ð	ð	https://chridd.nfshost.com/diachronica/search?q=%c3%b0
long voiced dental fricative consonant	ðː	ðː	https://chridd.nfshost.com/diachronica/search?q=%c3%b0%cb%90
pharyngealized voiced dental fricative consonant	ðˤ	ðˤ	https://chridd.nfshost.com/diachronica/search?q=%c3%b0%cb%a4
palatalized voiced dental fricative consonant	ðʲ	ðʲ	https://chridd.nfshost.com/diachronica/search?q=%c3%b0%ca%b2
voiced alveolar sibilant fricative consonant	z	z	https://chridd.nfshost.com/diachronica/search?q=z
breathy voiced alveolar sibilant fricative consonant	zʱ	zʱ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b1
long voiced alveolar sibilant fricative consonant	zː	zː	https://chridd.nfshost.com/diachronica/search?q=z%cb%90
pharyngealized voiced alveolar sibilant fricative consonant	zˤ	zˤ	https://chridd.nfshost.com/diachronica/search?q=z%cb%a4
palatalized voiced alveolar sibilant fricative consonant	zʲ	zʲ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b2
labialized voiced alveolar sibilant fricative consonant	zʷ	zʷ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b7
palatalized labialized voiced alveolar sibilant fricative consonant	zʲʷ	zʲʷ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b2%ca%b7
palatalized labialized voiced alveolar sibilant fricative consonant	zʲʷ	zʷʲ	https://chridd.nfshost.com/diachronica/search?q=z%ca%b7%ca%b2
voiced post-alveolar sibilant fricative consonant	ʒ	ʒ	https://chridd.nfshost.com/diachronica/search?q=%ca%92
breathy voiced post-alveolar sibilant fricative consonant	ʒʱ	ʒʱ	https://chridd.nfshost.com/diachronica/search?q=%ca%92%ca%b1
long voiced post-alveolar sibilant fricative consonant	ʒː	ʒː	https://chridd.nfshost.com/diachronica/search?q=%ca%92%cb%90
palatalized voiced post-alveolar sibilant fricative consonant	ʒʲ	ʒʲ	https://chridd.nfshost.com/diachronica/search?q=%ca%92%ca%b2
labialized voiced post-alveolar sibilant fricative consonant	ʒʷ	ʒʷ	https://chridd.nfshost.com/diachronica/search?q=%ca%92%ca%b7
voiced retroflex sibilant fricative consonant	ʐ	ʐ	https://chridd.nfshost.com/diachronica/search?q=%ca%90
breathy voiced retroflex sibilant fricative consonant	ʐʱ	ʐʱ	https://chridd.nfshost.com/diachronica/search?q=%ca%90%ca%b1
voiced alveolo-palatal sibilant fricative consonant	ʑ	ʑ	https://chridd.nfshost.com/diachronica/search?q=%ca%91
breathy voiced alveolo-palatal sibilant fricative consonant	ʑʱ	ʑʱ	https://chridd.nfshost.com/diachronica/search?q=%ca%91%ca%b1
labialized voiced alveolo-palatal sibilant fricative consonant	ʑʷ	ʑʷ	https://chridd.nfshost.com/diachronica/search?q=%ca%91%ca%b7
voiced palatal fricative consonant	ʝ	ʝ	https://chridd.nfshost.com/diachronica/search?q=%ca%9d
long voiced palatal fricative consonant	ʝː	ʝː	https://chridd.nfshost.com/diachronica/search?q=%ca%9d%cb%90
voiced palatal fricative consonant	ʝ	ʝ͡	https://chridd.nfshost.com/diachronica/search?q=%ca%9d%cd%a1
voiced velar fricative consonant	ɣ	ɣ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3
long voiced velar fricative consonant	ɣː	ɣː	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%cb%90
palatalized voiced velar fricative consonant	ɣʲ	ɣʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%ca%b2
labialized voiced velar fricative consonant	ɣʷ	ɣʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%ca%b7
palatalized labialized voiced velar fricative consonant	ɣʲʷ	ɣʲʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%ca%b2%ca%b7
palatalized labialized voiced velar fricative consonant	ɣʲʷ	ɣʷʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%a3%ca%b7%ca%b2
voiced uvular fricative consonant	ʁ	ʁ	https://chridd.nfshost.com/diachronica/search?q=%ca%81
long voiced uvular fricative consonant	ʁː	ʁː	https://chridd.nfshost.com/diachronica/search?q=%ca%81%cb%90
pharyngealized voiced uvular fricative consonant	ʁˤ	ʁˤ	https://chridd.nfshost.com/diachronica/search?q=%ca%81%cb%a4
palatalized voiced uvular fricative consonant	ʁʲ	ʁʲ	https://chridd.nfshost.com/diachronica/search?q=%ca%81%ca%b2
palatalized pharyngealized voiced uvular fricative consonant	ʁʲˤ	ʁˤʲ	https://chridd.nfshost.com/diachronica/search?q=%ca%81%cb%a4%ca%b2
labialized voiced uvular fricative consonant	ʁʷ	ʁʷ	https://chridd.nfshost.com/diachronica/search?q=%ca%81%ca%b7
labialized pharyngealized voiced uvular fricative consonant	ʁʷˤ	ʁˤʷ	https://chridd.nfshost.com/diachronica/search?q=%ca%81%cb%a4%ca%b7
palatalized labialized voiced uvular fricative consonant	ʁʲʷ	ʁʲʷ	https://chridd.nfshost.com/diachronica/search?q=%ca%81%ca%b2%ca%b7
palatalized labialized voiced uvular fricative consonant	ʁʲʷ	ʁʷʲ	https://chridd.nfshost.com/diachronica/search?q=%ca%81%ca%b7%ca%b2
palatalized labialized pharyngealized voiced uvular fricative consonant	ʁʲʷˤ	ʁˤʲʷ	https://chridd.nfshost.com/diachronica/search?q=%ca%81%cb%a4%ca%b2%ca%b7
palatalized labialized pharyngealized voiced uvular fricative consonant	ʁʲʷˤ	ʁˤʷʲ	https://chridd.nfshost.com/diachronica/search?q=%ca%81%cb%a4%ca%b7%ca%b2
voiced pharyngeal fricative consonant	ʕ	ʕ	https://chridd.nfshost.com/diachronica/search?q=%ca%95
labialized voiced pharyngeal fricative consonant	ʕʷ	ʕʷ	https://chridd.nfshost.com/diachronica/search?q=%ca%95%ca%b7
voiced glottal fricative consonant	ɦ	ɦ	https://chridd.nfshost.com/diachronica/search?q=%c9%a6
voiced labio-dental approximant consonant	ʋ	ʋ	https://chridd.nfshost.com/diachronica/search?q=%ca%8b
nasalized voiced labio-dental approximant consonant	ʋ̃	ʋ̃	https://chridd.nfshost.com/diachronica/search?q=%ca%8b%cc%83
voiced alveolar approximant consonant	ɹ	ɹ	https://chridd.nfshost.com/diachronica/search?q=%c9%b9
voiced retroflex approximant consonant	ɻ	ɻ	https://chridd.nfshost.com/diachronica/search?q=%c9%bb
devoiced voiced palatal approximant consonant	j̊	j̊	https://chridd.nfshost.com/diachronica/search?q=j%cc%8a
voiced palatal approximant consonant	j	j	https://chridd.nfshost.com/diachronica/search?q=j
aspirated voiced palatal approximant consonant	jʰ	jʰ	https://chridd.nfshost.com/diachronica/search?q=j%ca%b0
glottalized voiced palatal approximant consonant	jˀ	jˀ	https://chridd.nfshost.com/diachronica/search?q=j%cb%80
long voiced palatal approximant consonant	jː	jː	https://chridd.nfshost.com/diachronica/search?q=j%cb%90
nasalized voiced palatal approximant consonant	j̃	j̃	https://chridd.nfshost.com/diachronica/search?q=j%cc%83
voiced labialized-palatal approximant consonant	ɥ	ɥ	https://chridd.nfshost.com/diachronica/search?q=%c9%a5
nasalized voiced labialized-palatal approximant consonant	ɥ̃	ɥ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%a5%cc%83
voiced velar approximant consonant	ɰ	ɰ	https://chridd.nfshost.com/diachronica/search?q=%c9%b0
nasalized voiced velar approximant consonant	ɰ̃	ɰ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%b0%cc%83
devoiced voiced labialized-velar approximant consonant	w̥	w̥	https://chridd.nfshost.com/diachronica/search?q=w%cc%a5
voiceless labialized-velar approximant consonant	ʍ	ʍ	https://chridd.nfshost.com/diachronica/search?q=%ca%8d
voiced labialized-velar approximant consonant	w	w	https://chridd.nfshost.com/diachronica/search?q=w
aspirated voiced labialized-velar approximant consonant	wʰ	wʰ	https://chridd.nfshost.com/diachronica/search?q=w%ca%b0
glottalized voiced labialized-velar approximant consonant	wˀ	wˀ	https://chridd.nfshost.com/diachronica/search?q=w%cb%80
long voiced labialized-velar approximant consonant	wː	wː	https://chridd.nfshost.com/diachronica/search?q=w%cb%90
nasalized voiced labialized-velar approximant consonant	w̃	w̃	https://chridd.nfshost.com/diachronica/search?q=w%cc%83
palatalized voiced labialized-velar approximant consonant	wʲ	wʲ	https://chridd.nfshost.com/diachronica/search?q=w%ca%b2
devoiced voiced alveolar tap consonant	ɾ	ɾ	https://chridd.nfshost.com/diachronica/search?q=%c9%be
voiced retroflex tap consonant	ɽ	ɽ	https://chridd.nfshost.com/diachronica/search?q=%c9%bd
voiced bilabial trill consonant	ʙ	ʙ	https://chridd.nfshost.com/diachronica/search?q=%ca%99
devoiced voiced alveolar trill consonant	r̥	r̥	https://chridd.nfshost.com/diachronica/search?q=r%cc%a5
voiced alveolar trill consonant	r	r	https://chridd.nfshost.com/diachronica/search?q=r
aspirated voiced alveolar trill consonant	rʰ	rʰ	https://chridd.nfshost.com/diachronica/search?q=r%ca%b0
long voiced alveolar trill consonant	rː	rː	https://chridd.nfshost.com/diachronica/search?q=r%cb%90
syllabic voiced alveolar trill consonant	r̩	r̩	https://chridd.nfshost.com/diachronica/search?q=r%cc%a9
syllabic long voiced alveolar trill consonant	r̩ː	r̩ː	https://chridd.nfshost.com/diachronica/search?q=r%cc%a9%cb%90
palatalized voiced alveolar trill consonant	rʲ	rʲ	https://chridd.nfshost.com/diachronica/search?q=r%ca%b2
palatalized long voiced alveolar trill consonant	rʲː	rːʲ	https://chridd.nfshost.com/diachronica/search?q=r%cb%90%ca%b2
voiced uvular trill consonant	ʀ	ʀ	https://chridd.nfshost.com/diachronica/search?q=%ca%80
voiceless alveolar lateral fricative consonant	ɬ	ɬ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac
aspirated voiceless alveolar lateral fricative consonant	ɬʰ	ɬʰ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b0
voiceless alveolar ejective lateral fricative consonant	ɬʼ	ɬʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%bc
long voiceless alveolar lateral fricative consonant	ɬː	ɬː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%cb%90
long voiceless alveolar ejective lateral fricative consonant	ɬ’ː	ɬːʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%cb%90%ca%bc
pharyngealized voiceless alveolar lateral fricative consonant	ɬˤ	ɬˤ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%cb%a4
voiced alveolar lateral fricative consonant	ɮ	ɮ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae
palatalized voiceless alveolar lateral fricative consonant	ɬʲ	ɬʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2
palatalized voiceless alveolar ejective lateral fricative consonant	ɬ’ʲ	ɬʲʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2%ca%bc
palatalized long voiceless alveolar ejective lateral fricative consonant	ɬ’ʲː	ɬʲʼː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2%ca%bc%cb%90
palatalized voiced alveolar lateral fricative consonant	ɮʲ	ɮʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae%ca%b2
labialized voiceless alveolar lateral fricative consonant	ɬʷ	ɬʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7
labialized voiceless alveolar ejective lateral fricative consonant	ɬ’ʷ	ɬʷʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%ca%bc
labialized long voiceless alveolar lateral fricative consonant	ɬʷː	ɬʷː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%cb%90
labialized voiced alveolar lateral fricative consonant	ɮʷ	ɮʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae%ca%b7
palatalized labialized voiceless alveolar lateral fricative consonant	ɬʲʷ	ɬʲʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2%ca%b7
palatalized labialized long voiceless alveolar lateral fricative consonant	ɬʲʷː	ɬʲʷː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b2%ca%b7%cb%90
palatalized labialized voiceless alveolar lateral fricative consonant	ɬʲʷ	ɬʷʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%ca%b2
palatalized labialized voiceless alveolar ejective lateral fricative consonant	ɬ’ʲʷ	ɬʷʲʼ	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%ca%b2%ca%bc
palatalized labialized long voiceless alveolar lateral fricative consonant	ɬʲʷː	ɬʷʲː	https://chridd.nfshost.com/diachronica/search?q=%c9%ac%ca%b7%ca%b2%cb%90
palatalized labialized voiced alveolar lateral fricative consonant	ɮʲʷ	ɮʲʷ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae%ca%b2%ca%b7
palatalized labialized voiced alveolar lateral fricative consonant	ɮʲʷ	ɮʷʲ	https://chridd.nfshost.com/diachronica/search?q=%c9%ae%ca%b7%ca%b2
devoiced voiced alveolar lateral approximant consonant	l̥	l̥	https://chridd.nfshost.com/diachronica/search?q=l%cc%a5
voiced alveolar lateral approximant consonant	l	l	https://chridd.nfshost.com/diachronica/search?q=l
aspirated voiced alveolar lateral approximant consonant	lʰ	lʰ	https://chridd.nfshost.com/diachronica/search?q=l%ca%b0
voiced alveolar ejective lateral approximant consonant	l’	lʼ	https://chridd.nfshost.com/diachronica/search?q=l%ca%bc
long voiced alveolar lateral approximant consonant	lː	lː	https://chridd.nfshost.com/diachronica/search?q=l%cb%90
nasalized voiced alveolar lateral approximant consonant	l̃	l̃	https://chridd.nfshost.com/diachronica/search?q=l%cc%83
syllabic voiced alveolar lateral approximant consonant	l̩	l̩	https://chridd.nfshost.com/diachronica/search?q=l%cc%a9
syllabic long voiced alveolar lateral approximant consonant	l̩ː	l̩ː	https://chridd.nfshost.com/diachronica/search?q=l%cc%a9%cb%90
palatalized voiced alveolar lateral approximant consonant	lʲ	lʲ	https://chridd.nfshost.com/diachronica/search?q=l%ca%b2
palatalized long voiced alveolar lateral approximant consonant	lʲː	lːʲ	https://chridd.nfshost.com/diachronica/search?q=l%cb%90%ca%b2
voiced retroflex lateral approximant consonant	ɭ	ɭ	https://chridd.nfshost.com/diachronica/search?q=%c9%ad
breathy voiced retroflex lateral approximant consonant	ɭʱ	ɭʱ	https://chridd.nfshost.com/diachronica/search?q=%c9%ad%ca%b1
long voiced retroflex lateral approximant consonant	ɭː	ɭː	https://chridd.nfshost.com/diachronica/search?q=%c9%ad%cb%90
voiced palatal lateral approximant consonant	ʎ	ʎ	https://chridd.nfshost.com/diachronica/search?q=%ca%8e
voiced velar lateral approximant consonant	ʟ	ʟ	https://chridd.nfshost.com/diachronica/search?q=%ca%9f
voiceless labial click consonant	ʘ	ʘ	https://chridd.nfshost.com/diachronica/search?q=%ca%98
voiceless dental click consonant	ǀ	ǀ	https://chridd.nfshost.com/diachronica/search?q=%c7%80
aspirated voiceless dental click consonant	ǀʰ	ǀʰ	https://chridd.nfshost.com/diachronica/search?q=%c7%80%ca%b0
glottalized voiceless dental click consonant	ǀˀ	ǀˀ	https://chridd.nfshost.com/diachronica/search?q=%c7%80%cb%80
nasalized voiceless dental click consonant	ǀ̃	ǀ̃	https://chridd.nfshost.com/diachronica/search?q=%c7%80%cc%83
pre-nasalized aspirated voiceless dental click consonant	ⁿǀʰ	ⁿǀʰ	https://chridd.nfshost.com/diachronica/search?q=%e2%81%bf%c7%80%ca%b0
voiceless lateral click consonant	ǁ	ǁ	https://chridd.nfshost.com/diachronica/search?q=%c7%81
glottalized voiceless lateral click consonant	ǁˀ	ǁˀ	https://chridd.nfshost.com/diachronica/search?q=%c7%81%cb%80
voiceless alveolar click consonant	ǃ	ǃ	https://chridd.nfshost.com/diachronica/search?q=%c7%83
glottalized voiceless alveolar click consonant	ǃˀ	ǃˀ	https://chridd.nfshost.com/diachronica/search?q=%c7%83%cb%80
nasalized voiceless alveolar click consonant	ǃ̃	ǃ̃	https://chridd.nfshost.com/diachronica/search?q=%c7%83%cc%83
revoiced voiceless alveolar click consonant	ǃ̬	ǃ̬	https://chridd.nfshost.com/diachronica/search?q=%c7%83%cc%ac
voiceless palatal click consonant	ǂ	ǂ	https://chridd.nfshost.com/diachronica/search?q=%c7%82
glottalized voiceless palatal click consonant	ǂˀ	ǂˀ	https://chridd.nfshost.com/diachronica/search?q=%c7%82%cb%80
nasalized voiceless palatal click consonant	ǂ̃	ǂ̃	https://chridd.nfshost.com/diachronica/search?q=%c7%82%cc%83
unrounded close front vowel	i	i	https://chridd.nfshost.com/diachronica/search?q=i
long unrounded close front vowel	iː	iː	https://chridd.nfshost.com/diachronica/search?q=i%cb%90
unrounded close front with_high_tone vowel	í	í	https://chridd.nfshost.com/diachronica/search?q=i%cc%81
unrounded close front with_falling_tone vowel	î	î	https://chridd.nfshost.com/diachronica/search?q=i%cc%82
nasalized unrounded close front vowel	ĩ	ĩ	https://chridd.nfshost.com/diachronica/search?q=i%cc%83
ultra-short unrounded close front vowel	ĭ	ĭ	https://chridd.nfshost.com/diachronica/search?q=i%cc%86
non-syllabic unrounded close front vowel	i̯	i̯	https://chridd.nfshost.com/diachronica/search?q=i%cc%af
creaky unrounded close front vowel	ḭ	ḭ	https://chridd.nfshost.com/diachronica/search?q=i%cc%b0
rounded close front vowel	y	y	https://chridd.nfshost.com/diachronica/search?q=y
long rounded close front vowel	yː	yː	https://chridd.nfshost.com/diachronica/search?q=y%cb%90
nasalized rounded close front vowel	ỹ	ỹ	https://chridd.nfshost.com/diachronica/search?q=y%cc%83
unrounded close central vowel	ɨ	ɨ	https://chridd.nfshost.com/diachronica/search?q=%c9%a8
long unrounded close central vowel	ɨː	ɨː	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cb%90
nasalized unrounded close central vowel	ɨ̃	ɨ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%83
long nasalized unrounded close central vowel	ɨ̃ː	ɨ̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%83%cb%90
ultra-short unrounded close central vowel	ɨ̆	ɨ̆	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%86
non-syllabic unrounded close central vowel	ɨ̯	ɨ̯	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%af
creaky unrounded close central vowel	ɨ̰	ɨ̰	https://chridd.nfshost.com/diachronica/search?q=%c9%a8%cc%b0
rounded close central vowel	ʉ	ʉ	https://chridd.nfshost.com/diachronica/search?q=%ca%89
long rounded close central vowel	ʉː	ʉː	https://chridd.nfshost.com/diachronica/search?q=%ca%89%cb%90
unrounded close back vowel	ɯ	ɯ	https://chridd.nfshost.com/diachronica/search?q=%c9%af
long unrounded close back vowel	ɯː	ɯː	https://chridd.nfshost.com/diachronica/search?q=%c9%af%cb%90
rounded close back vowel	u	u	https://chridd.nfshost.com/diachronica/search?q=u
long rounded close back vowel	uː	uː	https://chridd.nfshost.com/diachronica/search?q=u%cb%90
rounded close back with_high_tone vowel	ú	ú	https://chridd.nfshost.com/diachronica/search?q=u%cc%81
rounded close back with_falling_tone vowel	û	û	https://chridd.nfshost.com/diachronica/search?q=u%cc%82
nasalized rounded close back vowel	ũ	ũ	https://chridd.nfshost.com/diachronica/search?q=u%cc%83
long nasalized rounded close back vowel	ũː	ũː	https://chridd.nfshost.com/diachronica/search?q=u%cc%83%cb%90
ultra-short rounded close back vowel	ŭ	ŭ	https://chridd.nfshost.com/diachronica/search?q=u%cc%86
non-syllabic rounded close back vowel	u̯	u̯	https://chridd.nfshost.com/diachronica/search?q=u%cc%af
creaky rounded close back vowel	ṵ	ṵ	https://chridd.nfshost.com/diachronica/search?q=u%cc%b0
unrounded near-close near-front vowel	ɪ	ɪ	https://chridd.nfshost.com/diachronica/search?q=%c9%aa
long unrounded near-close near-front vowel	ɪː	ɪː	https://chridd.nfshost.com/diachronica/search?q=%c9%aa%cb%90
nasalized unrounded near-close near-front vowel	ɪ̃	ɪ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%aa%cc%83
lowered unrounded near-close near-front vowel	ɪ̞	ɪ̞	https://chridd.nfshost.com/diachronica/search?q=%c9%aa%cc%9e
rounded near-close near-front vowel	ʏ	ʏ	https://chridd.nfshost.com/diachronica/search?q=%ca%8f
rounded near-close near-back vowel	ʊ	ʊ	https://chridd.nfshost.com/diachronica/search?q=%ca%8a
rounded near-close near-back with_high_tone vowel	ʊ́	ʊ́	https://chridd.nfshost.com/diachronica/search?q=%ca%8a%cc%81
rounded near-close near-back with_mid_tone vowel	ʊ̄	ʊ̄	https://chridd.nfshost.com/diachronica/search?q=%ca%8a%cc%84
rounded near-close central vowel	ʊ̈	ʊ̈	https://chridd.nfshost.com/diachronica/search?q=%ca%8a%cc%88
non-syllabic rounded near-close near-back vowel	ʊ̯	ʊ̯	https://chridd.nfshost.com/diachronica/search?q=%ca%8a%cc%af
